"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"37967297","Psychological Outcomes in Adolescent and Young Adult Cancer Survivors.","McGrady ME","The diagnosis of cancer during adolescent and young adulthood (AYA) may alter the development and psychological trajectory of survivors across their lifespan. The current review focuses broadly on emotional health, social functioning, health behaviors, and cancer-related cognitive impairment (CRCI) among AYA survivors. Overall, AYA survivors appear to be at elevated risk of emotional distress symptoms, mood and anxiety disorders, suicide, and mental health care service utilization compared with individuals without a cancer history. Difficulties with social relationships and reduced achievement of expected social outcomes including educational attainment and employment have been reported. Despite risk for health-related morbidities, including subsequent neoplasms, many AYA survivors do not engage in health behaviors at the recommended levels for physical activity, diet, or tobacco and alcohol use. Although CRCI has not been comprehensively characterized in this population, subgroups of AYA survivors appear to be at risk for experiencing CRCI, including survivors of central nervous system tumors, Hodgkin lymphoma, testicular, and breast cancer. Across each considered domain of psychological functioning, intervention efforts have largely focused on acceptability and feasibility with an increasing focus on e/mHealth approaches. Future research should include multiphase studies, including randomized controlled trials designed to evaluate intervention efficacy and effectiveness. It is imperative that psychological interventions consider the unique needs of AYA survivors by developmental stage and across multiple levels of influence (patient, support system, institution, and health care system).","2023",,"J Clin Oncol",," review","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37967292","Current Practices, Perceived Barriers, and Promising Implementation Strategies for Improving Quality of Smoking Cessation Support in Accredited Cancer Programs of the American College of Surgeons.","Ostroff JS","PURPOSE: Persistent smoking is associated with poor outcomes in cancer care. It is strongly recommended that oncology care providers provide cessation support; however, there is limited information about smoking cessation assessment and treatment patterns in routine oncology practice.
METHODS: Leaders of the American College of Surgeons Commission on Cancer (CoC) and National Accreditation Program for Breast Centers (National Accredited Program for Breast Cancer) elected to participate in a national quality improvement initiative (Just ASK) focused on smoking assessment/treatment in cancer care. Online baseline survey responses were received from 762 accredited programs.
RESULTS: Most programs reported regularly asking about smoking (89.9%), documenting smoking history and current use (85.8%), and advising patients to quit (71.2%). However, less than half of programs reported documenting a smoking cessation treatment plan (41.7%). Even fewer programs reported regularly assisting patients with quitting (41.3%), providing self-help information (27.2%), providing individual counseling (18.2%), and referring patients to an affiliated tobacco treatment program (26.1%) or external Quitline (28.5%). Very few programs reported regularly prescribing medications (17.6%). Principal barriers to tobacco treatment delivery were lack of staff training (68.8%), lack of designated specialists (61.9%), perceived patient resistance (58.3%), lack of available resources (53.3%), competing clinical priorities (50.9%), inadequate program funding (40.6%), insufficient staff time (42.4%), and inadequate reimbursement (31.0%).
CONCLUSION: Although programs reported a high rate of smoking assessment, critical gaps in advising and assisting patients with cessation were found. Improving equitable delivery of smoking assessment/treatment in cancer care will require addressing key organizational and provider barriers for implementation of best practices.","2023",,"JCO Oncol Pract"," PURPOSE : Persistent smoking is associated with poor outcomes in cancer care ","other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37950787","Does breast cancer modify the long-term relationship between lifestyle behaviors and mortality? A prospective analysis of breast cancer survivors and population-based controls.","Gali K","BACKGROUND: Modifiable lifestyle factors are known to impact survival. It is less clear whether this differs between postmenopausal women ever diagnosed with breast cancer and unaffected women.
METHODS: Women diagnosed with breast cancer and unaffected women of comparable age were recruited from 2002 to 2005 and followed up until 2020. Using baseline information, a lifestyle adherence score (range 0-8; categorized as low [0-3.74], moderate [3.75-4.74], and high [≥4.75]) was created based on the 2018 World Cancer Research Fund/American Institute for Cancer Research (WCRF/AICR) cancer prevention recommendations. Cox regression and competing risks analysis were used to analyze the association of adherence to WCRF/AICR lifestyle recommendations with overall mortality and with death due to cardiovascular diseases and cancer, respectively.
RESULTS: A total of 8584 women were included (2785 with breast cancer and 5799 without). With a median follow-up of 16.1 years there were 2006 total deaths. Among the deaths of known causes (98.6%), 445 were cardiovascular-related and 1004 were cancer-related. The average lifestyle score was 4.2. There was no differential effect of lifestyle score by case-control status on mortality. After adjusting for covariates, moderate (hazard ratio [HR], 0.66; 95% confidence interval [CI], 0.57-0.76) and high (HR, 0.54; 95% CI, 0.47-0.63) adherence to WCRF/AICR lifestyle recommendations were significantly associated with a decrease in overall mortality. Similarly, in competing risks analysis, moderate and high adherence were associated with decreased mortality from cardiovascular diseases and from cancer.
CONCLUSIONS: A healthy lifestyle can substantially reduce mortality risk in women. With low adherence to all WCRF/AICR guidelines in about a third of study participants, health interventions are warranted.","2023",,"Cancer",,"other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37857978","Ten reasons to screen women at risk of lung cancer.","Revel MP","This opinion piece reviews major reasons for promoting lung cancer screening in at-risk women who are smokers or ex-smokers, from the age of 50. The epidemiology of lung cancer in European women is extremely worrying, with lung cancer mortality expected to surpass breast cancer mortality in most European countries. There are conflicting data as to whether women are at increased risk of developing lung cancer compared to men who have a similar tobacco exposure. The sharp increase in the incidence of lung cancer in women exceeds the increase in their smoking exposure which is in favor of greater susceptibility. Lung and breast cancer screening could be carried out simultaneously, as the screening ages largely coincide. In addition, lung cancer screening could be carried out every 2 years, as is the case for breast cancer screening, if the baseline CT scan is negative.As well as detecting early curable lung cancer, screening can also detect coronary heart disease and osteoporosis induced by smoking. This enables preventive measures to be taken in addition to smoking cessation assistance, to reduce morbidity and mortality in the female population. Key points • The epidemiology of lung cancer in European women is very worrying.• Lung cancer is becoming the leading cause of cancer mortality in European women.• Women benefit greatly from screening in terms of reduced risk of death from lung cancer.","2023",,"Insights Imaging",,"other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37835370","Time-Dependent ROC Curve Analysis for Assessing the Capability of Radiation-Induced CD8 T-Lymphocyte Apoptosis to Predict Late Toxicities after Adjuvant Radiotherapy of Breast Cancer Patients.","Touraine C","Late fibrosis can occur in breast cancer patients treated with curative-intent radiotherapy. Predicting this toxicity is of clinical interest in order to adapt the irradiation dose delivered. Radiation-induced CD8 T-lymphocyte apoptosis (RILA) had been proven to be associated with less grade ≥2 late radiation-induced toxicities in patients with miscellaneous cancers. Tobacco smoking status and adjuvant hormonotherapy were also identified as potential factors related to late-breast-fibrosis-free survival. This article evaluates the predictive performance of the RILA using a ROC curve analysis that takes into account the dynamic nature of fibrosis occurrence. This time-dependent ROC curve approach is also applied to evaluate the ability of the RILA combined with the other previously identified factors. Our analysis includes a Monte Carlo cross-validation procedure and the calculation of an expected cost of misclassification, which provides more importance to patients who have no risk of late fibrosis in order to be able to treat them with the maximal irradiation dose. Performance evaluation was assessed at 12, 24, 36 and 50 months. At 36 months, our results were comparable to those obtained in a previous study, thus underlying the predictive power of the RILA. Based on specificity and cost, RILA alone seemed to be the most performant, while its association with the other factors had better negative predictive value results.","2023",,"Cancers (Basel)",,"other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37799951","Risk factors for breast cancer among women in Ekurhuleni Metropolitan Municipality, Gauteng province of South Africa, 2017‒2020: a case-control study.","Mashele SA","INTRODUCTION: Breast cancer (BC) is the most common cancer among women in South Africa (SA), with an age-standardised incidence rate of 52.6 and an age-standardised mortality rate of 16.0 per 100,000 population. There is a paucity of evidence on the risk factors for BC among women of all races in SA. Given the rising prevalence of BC in SA, literature-based evidence is critical for the appropriate dissemination of preventative measures. This study aimed to identify the risk factors associated with the development of BC among women in Ekhuruleni Metropolitan Municipality.
METHODS: An unmatched case-control study was conducted from 1 January 2017 to 31 December 2020 using secondary data extracted from the Ekurhuleni Population-Based Cancer Registry. Unconditional multivariable logistic regression analysis was carried out using the adjusted odds ratio (aOR). The variables race, employment, human immunodeficiency virus (HIV), smoking and alcohol status were included in the multivariable logistic regression model while the model was adjusted for age.
RESULTS: A total of 2,217 cases and 851 controls were enrolled in the study. The mean age (±SD) in years was 55.7 (±15.2). The White population group, being self-employed and being HIV positive was significantly associated with reduced odds of BC development. HIV-positive women were 61% less likely to have BC than women who were HIV-negative (aOR 0.39; 95% confidence interval (CI): 0.27‒0.57). White women were 65% less likely to have BC than women of other races (aOR 0.35; 95% CI: 0.29‒0.43). Self-employed women were 59% less likely to have BC than women who were formally employed (aOR 0.41; 95% CI: 0.18‒0.97). No evidence of association was observed between tobacco smoking and BC as well as alcohol consumption and BC.
CONCLUSION: There was a 65% reduction in BC risk among White women compared to other races. HIV-positive women demonstrated a 61% lower likelihood of BC while self-employed women showed a 59% reduced risk of developing BC. These findings suggest that being White, self-employed or HIV-positive may provide some protection against BC. However, additional research is needed to validate these results and establish the underlying reasons behind these associations.","2023",,"Ecancermedicalscience"," This study aimed to identify the risk factors associated with the development of BC among women in Ekhuruleni Metropolitan Municipality ","other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37768420","Characterization and efficacy of lifestyle behavior change interventions among adult rural cancer survivors: a systematic review.","Werts SJ","PURPOSE: Little is known about the intersection between age and rurality as characteristics that impact lifestyle behavior change for cancer survivors. This review aims to summarize the current literature on lifestyle behavior change interventions conducted among rural survivors of cancer, with an emphasis on older survivors.
METHODS: A systematic search of five databases identified randomized controlled trials and controlled clinical trials that targeted diet, physical activity, alcohol consumption, or tobacco use change in adult cancer survivors living in rural areas of the world.
RESULTS: Eight studies met the inclusion criteria. Most studies were conducted in either Australia or the USA, included survivors at least 6 weeks post-treatment, and half included only breast cancer survivors, while the other four included a mix of cancer types. All but one had a physical activity component. No articles addressed changes in alcohol or tobacco behavior. Seven (87.5%) had a fully remote or hybrid delivery model. Most of the physical activity interventions showed significant changes in physical activity outcomes, while the dietary interventions showed changes of clinical but not statistical significance.
CONCLUSIONS: Few studies have been conducted to implement and evaluate the effectiveness of lifestyle behavior change interventions among older rural survivors of cancer. Future research should evaluate the acceptability and relevancy of adapted, evidence-based intervention with this population.
IMPLICATIONS FOR CANCER SURVIVORS: Effective diet and physical activity interventions exist, albeit limited in terms of effective lifestyle behavior change intervention tailored to older, rural survivors of cancer, particularly in relation to alcohol and tobacco behaviors.","2023",,"J Cancer Surviv"," PURPOSE : Little is known about the intersection between age and rurality as characteristics that impact lifestyle behavior change for cancer survivors "," review","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37694090","Opioid-Based vs Opioid-Free Anesthesia in Breast Cancer Surgery.","Naik S","INTRODUCTION: Breast cancer is the most widely recognized malignant growth in ladies in India and accounts for 14% of all tumors in women. Modified radical mastectomy (MRM) is a surgery done for breast cancer. It leads to about 30% chances of postoperative nausea and vomiting (PONV) and 40% pain in the immediate postoperative period.
OBJECTIVES: Changes in blood pressure after intubation, waiting time for postoperative pain medication, and possibility of adverse effects.
METHODOLOGY: After the approval of ethical committee, the study was conducted in the procedure and possible complications associated with the procedure were explained to patients. Written informed consent was obtained from each patient.
RESULT AND CONCLUSION: We conclude that opioid-free anesthesia is ""more effective in reducing the incidence of postoperative nausea and vomiting, produces stable hemodynamics, and reduces incidence of side effects when compared with opioid-based general anesthesia in patients undergoing breast cancer surgeries.""","2023",,"J Pharm Bioallied Sci"," OBJECTIVES : Changes in blood pressure after intubation , waiting time for postoperative pain medication , and possibility of adverse effects ","other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37682795","Collection of cancer-specific data in population-based surveys in low- and middle-income countries: A review of the demographic and health surveys.","Nnaji CA","Population-based surveys, such as those conducted by the Demographic and Health Surveys (DHS) Programme, can collect and disseminate the data needed to inform cancer control efforts in a standardised and comparable manner. This review examines the DHS questionnaires, with the aim of describing and analysing how cancer-specific questions have been asked from the inception of the surveys to date. A systematic search of the DHS database was conducted to identify cancer-specific questions asked in surveys. Descriptive statistics were used to summarise the cancer-specific questions across survey years and countries. In addition, the framing and scope of questions were appraised. A total of 341 DHS surveys (including standard, interim, continuous and special DHS surveys) have been conducted in 90 countries since 1985, 316 of which have been completed. A total of 39 (43.3%) of the countries have conducted at least one DHS survey with one or more cancer-specific questions. Of the 316 surveys with available final reports and questionnaires, 81 (25.6%) included at least one cancer-specific question; 54 (17.1%) included questions specific to cervical cancer, 41 (13.0%) asked questions about breast cancer, and 8 (2.5%) included questions related to prostate cancer. Questions related to other cancers (including colorectal, laryngeal, liver, lung, oral cavity, ovarian and non-site-specific cancers) were included in 40 (12.6%) of the surveys. Cancer screening-related questions were the most commonly asked. The majority of the surveys included questions on alcohol and tobacco use, which are known cancer risk factors. The frequency of cancer-specific questions has increased, though unsteadily, since inception of the DHS. Overall, the framing and scope of the cancer questions varied considerably across countries and survey years. To aid the collection of more useful population-level data to inform cancer-control priorities, it is imperative to improve the scope and content of cancer-specific questions in future DHS surveys.","2023",,"PLOS Glob Public Health"," This review examines the DHS questionnaires , with the aim of describing and analysing how cancer-specific questions have been asked from the inception of the surveys to date ","other","NULL",,,1,"projTutoBreastCan","2024-02-02"
,"37663950","Epidemiological Patterns of Common Cancers in Costa Rica: An Overview up to 2020.","Calderon A","INTRODUCTION: The increasing cancer incidence and mortality rates in Costa Rica have become a public health concern, with prostate, breast, and colorectal cancers being the most prevalent. This study aimed to analyze the trends in cancer incidence and mortality rates by tumor type, sex, age group, and geographic region using data from the Costa Rican National Cancer Registry.
METHODS: In this retrospective study, we analyzed cancer incidence and mortality anonymized data from the Costa Rican National Cancer Registry between 2010 and 2020. The study included data on cancer cases diagnosed and deaths attributable to cancer within the population.
RESULTS: Our findings revealed variations in cancer incidence and mortality rates based on geographic region, age group, and tumor type. Cancer was most predominant in the province of San Jose, followed by Alajuela, Heredia, Cartago, Guanacaste, and Puntarenas. Breast cancer, colorectal cancer, and prostate cancer were the leading causes of cancer in both sexes. Mortality rates due to gastric cancer and prostate cancer were highest among men, while breast cancer was the leading cause of cancer mortality among women.
CONCLUSION: The results of this study underscore the need for targeted prevention and screening programs, improved access to treatment for patients living in rural areas, and a comprehensive cancer control program in Costa Rica. By implementing evidence-based interventions, such as tobacco control programs, cancer screening initiatives, and equitable access to cancer treatment, the cancer burden in Costa Rica can be mitigated, ultimately improving the overall health of the population.","2023",,"Open J Soc Sci"," This study aimed to analyze the trends in cancer incidence and mortality rates by tumor type , sex , age group , and geographic region using data from the Costa Rican National Cancer Registry ","other","NULL",,,1,"projTutoBreastCan","2024-02-02"
