"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"32968939","Significance of hyposmia in isolated REM sleep behavior disorder.","Iranzo A","OBJECTIVE: To determine if hyposmia in isolated REM sleep behavior disorder (IRBD) predicts short-term conversion to any α-synucleinopathy and declines with time.
METHODS: Olfaction was tested using the University of Pennsylvania Smell Identification Test (UPSIT-40) in 140 consecutive patients with polysomnography-confirmed IRBD and in 77 matched controls. Patients were followed-up during 5.6 ± 3.9 (range 0.2-13) years. Twenty-one patients underwent serial UPSIT-40 evaluations at 1-3 and 4-6 years after baseline.
RESULTS: UPSIT-40 score was lower in patients than in controls (20.2 ± 6.5 vs. 28.6 ± 5.0; p < 0.001). Hyposmia (UPSIT-40 score < 19 points) occurred in 42.9% patients. Forty-three (30.7%) patients developed Parkinson disease (PD = 27), dementia with Lewy bodies (DLB = 13) and multiple system atrophy (MSA = 3). Kaplan-Meier analysis showed that hyposmics had higher risk than normosmics to develop a synucleinopathy at the short term (p = 0.030). UPSIT-40 score was similar between patients who developed PD and DLB (p = 0.136). Normal smell occurred in all three (100%) IRBD patients who developed MSA, 12 of 27 (44%) who developed PD, and 4 of 13 (31%) that developed DLB. Serial UPSIT-40 evaluations showed no changes with time (p = 0.518).
CONCLUSION: In IRBD, hyposmia is a short-term risk for synucleinopathies but cannot distinguish underlying PD from DLB. Normosmia not only occurs in latent MSA but also in latent PD and DLB. In future IRBD neuroprotective trails, individuals at entry could be enriched for hyposmia, whereas serial evaluation of smell would not be useful to monitor the efficacy of a therapeutic intervention.","2021",,"J Neurol"," OBJECTIVE : To determine if hyposmia in isolated REM sleep behavior disorder ( IRBD ) predicts short-term conversion to any α-synucleinopathy and declines with time ","other","Anosmia, FALSE, Humans, FALSE, Multiple System Atrophy, TRUE, Parkinson Disease, TRUE, complications, Q000150, Polysomnography, FALSE, REM Sleep Behavior Disorder, TRUE, complications, Q000150",,,1,"projTutoMSA","2024-02-05"
,"32896712","Morbidity and mortality in orthostatic hypotension.","Farrell MC","This review summarizes the current literature on the epidemiology of orthostatic hypotension (OH) in the elderly and in patients with autonomic impairment also known as neurogenic OH (nOH); these two conditions have distinct pathophysiologies and affect different patient populations. The prevalence of OH in the elderly varies depending on the study population. In community dwellers, OH prevalence is estimated at 16%, whereas in institutionalized patients, it may be as high as 60%. The prevalence of OH increases exponentially with age, particularly in those 75 years and older. Multiple epidemiological studies have identified OH as a risk factor for all-cause mortality and cardiovascular disease including heart failure and stroke. Real-world data from administrative databases found polypharmacy, multiple co-morbid conditions, and high health-care utilization as common characteristics in OH patients. A comprehensive evaluation of medications associated with OH is discussed with particular emphasis on the use of anti-hypertensive therapy from two large clinical trials on high-intensive versus standard blood pressure management. Finally, we also review the epidemiology of nOH based on the underlying neurodegenerative disorder (either Parkinson's disease or multiple system atrophy), and the presence of co-morbid conditions such as hypertension and cognitive impairment.","2020",,"Auton Neurosci",," review","Aged, FALSE, Aged, 80 and over, FALSE, Cognitive Dysfunction, FALSE, epidemiology, Q000453, Comorbidity, FALSE, Humans, FALSE, Hypertension, FALSE, epidemiology, Q000453, Hypotension, Orthostatic, FALSE, epidemiology, Q000453, Multiple System Atrophy, FALSE, complications, Q000150, Parkinson Disease, FALSE, complications, Q000150",,,1,"projTutoMSA","2024-02-05"
,"32884367","Fibrous Meningioma in a Patient with Encephalocraniocutaneous Lipomatosis: A Rare Case with Unique Features.","Al Qawasmeh M","Encephalocraniocutaneous lipomatosis ""ECCL"" is a rare, sporadic neurocutaneous disorder that results from a lethal autosomal mutation surviving by somatic mosaicism. It is characterized by unilateral involvement of skin, eyes and central nervous system in addition to a propensity for mesenchymal tumors. A 30-year-old male with previously controlled epilepsy presented with recurrent seizures. Brain imaging revealed a left parietal parasagittal enhancing tumor, in addition to left sided gyriform calcifications, and bilateral cerebral atrophy and ventricular dilatation more prominent on the left side. He also presented multiple left sided sebaceous nevi and abundant subcutaneous lipomas in addition to left mandibular condylar cysts. The brain tumor was excised, and cytopathology revealed a WHO grade I fibrous meningioma. After a thorough evaluation and exclusion of alternative diagnoses, the patient was diagnosed with definite encephalocraniocutaneous lipomatosis as per Moog's criteria. Several cases of ECCL recently presented with different intracranial neoplasms. Here we report the first case of ECCL in association with meningioma.","2020",,"Int Med Case Rep J",,"other","NULL",,,1,"projTutoMSA","2024-02-05"
,"32878826","Prevalence and predictors of myopic macular degeneration among Asian adults: pooled analysis from the Asian Eye Epidemiology Consortium.","Wong YL","AIMS: To determine the prevalence and predictors of myopic macular degeneration (MMD) in a consortium of Asian studies.
METHODS: Individual-level data from 19 885 participants from four population-based studies, and 1379 highly myopic participants (defined as axial length (AL) >26.0 mm) from three clinic-based/school-based studies of the Asian Eye Epidemiology Consortium were pooled. MMD was graded from fundus photographs following the meta-analysis for pathologic myopia classification and defined as the presence of diffuse choroidal atrophy, patchy chorioretinal atrophy, macular atrophy, with or without 'plus' lesion (lacquer crack, choroidal neovascularisation or Fuchs' spot). Area under the curve (AUC) evaluation for predictors was performed for the population-based studies.
RESULTS: The prevalence of MMD was 0.4%, 0.5%, 1.5% and 5.2% among Asians in rural India, Beijing, Russia and Singapore, respectively. In the population-based studies, older age (per year; OR=1.13), female (OR=2.0), spherical equivalent (SE; per negative diopter; OR=1.7), longer AL (per mm; OR=3.1) and lower education (OR=1.9) were associated with MMD after multivariable adjustment (all p<0.001). Similarly, in the clinic-based/school-based studies, older age (OR=1.07; p<0.001), female (OR=2.1; p<0.001), longer AL (OR=2.1; p<0.001) and lower education (OR=1.7; p=0.005) were associated with MMD after multivariable adjustment. SE had the highest AUC of 0.92, followed by AL (AUC=0.87). The combination of SE, age, education and gender had a marginally higher AUC (0.94).
CONCLUSION: In this pooled analysis of multiple Asian studies, older age, female, lower education, greater myopia severity and longer AL were risk factors of MMD, and myopic SE was the strongest single predictor of MMD.","2021",,"Br J Ophthalmol"," AIMS : To determine the prevalence and predictors of myopic macular degeneration ( MMD ) in a consortium of Asian studies ","other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Area Under Curve, FALSE, Asian People, FALSE, ethnology, Q000208, Axial Length, Eye, FALSE, pathology, Q000473, China, FALSE, epidemiology, Q000453, Cross-Sectional Studies, FALSE, Female, FALSE, Humans, FALSE, India, FALSE, epidemiology, Q000453, Macular Degeneration, FALSE, diagnosis, Q000175, Male, FALSE, Middle Aged, FALSE, Myopia, Degenerative, FALSE, diagnosis, Q000175, Prevalence, FALSE, ROC Curve, FALSE, Refraction, Ocular, FALSE, physiology, Q000502, Republic of Korea, FALSE, epidemiology, Q000453, Risk Factors, FALSE, Singapore, FALSE, epidemiology, Q000453, Visual Acuity, FALSE, physiology, Q000502",,,1,"projTutoMSA","2024-02-05"
,"32871045","IL2RG-deficient minipigs generated via CRISPR/Cas9 technology support the growth of human melanoma-derived tumours.","Ren J","OBJECTIVES: Immunodeficient mice injected with human cancer cell lines have been used for human oncology studies and anti-cancer drug trials for several decades. However, rodents are not ideal species for modelling human cancer because rodents are physiologically dissimilar to humans. Therefore, anti-tumour drugs tested effective in rodents have a failure rate of 90% or higher in phase III clinical trials. Pigs are similar to humans in size, anatomy, physiology and drug metabolism rate, rendering them a desirable pre-clinical animal model for assessing anti-cancer drugs. However, xenogeneic immune rejection is a major barrier to the use of pigs as hosts for human tumours. Interleukin (IL)-2 receptor γ (IL2RG), a common signalling subunit for multiple immune cytokines including IL-2, IL-4, IL-7, IL-9, IL-15 and IL-21, is required for proper lymphoid development.
MATERIALS AND METHODS: IL2RG
RESULTS: Compared to age-matched wild-type pigs, IL2RG
CONCLUSIONS: Our results indicate that these pigs are promising hosts for modelling human cancer in vivo, which may aid in the discovery and development of anti-cancer drugs.","2020",,"Cell Prolif"," OBJECTIVES : Immunodeficient mice injected with human cancer cell lines have been used for human oncology studies and anti-cancer drug trials for several decades ","other","Animals, FALSE, Animals, Genetically Modified, FALSE, metabolism, Q000378, CRISPR-Cas Systems, FALSE, genetics, Q000235, Cell Line, Tumor, FALSE, Disease Models, Animal, FALSE, Gene Editing, FALSE, Humans, FALSE, Immune System, FALSE, metabolism, Q000378, Interleukin Receptor Common gamma Subunit, FALSE, antagonists & inhibitors, Q000037, Lymphopenia, FALSE, pathology, Q000473, Melanoma, FALSE, metabolism, Q000378, RNA Interference, FALSE, RNA, Small Interfering, FALSE, metabolism, Q000378, Skin Neoplasms, FALSE, metabolism, Q000378, Survival Rate, FALSE, Swine, FALSE, Swine, Miniature, FALSE, Transplantation, Heterologous, FALSE",,,1,"projTutoMSA","2024-02-05"
,"32902934","NULL",,"BACKGROUND: Palliative care is recommended to help meet the needs of patients with progressive non-cancer conditions, such as long-term neurological conditions. However, few trials have tested palliative care in this population.
OBJECTIVES: To determine the effectiveness and cost-effectiveness of short-term integrated palliative care in improving symptoms, improving patient- and caregiver-reported outcomes and reducing hospital use for people severely affected by long-term neurological conditions.
DESIGN: Pragmatic, randomised controlled, multicentre, fast-track trial, with an embedded qualitative component and surveys.
SETTING: Seven UK centres (South London, Nottingham, Liverpool, Cardiff, Brighton, Ashford and Sheffield) with multiprofessional palliative care teams and neurology services.
PARTICIPANTS: People living with multiple sclerosis, idiopathic Parkinson’s disease, motor neurone disease, multiple system atrophy or progressive supranuclear palsy, with unresolved symptoms and/or complex psychosocial needs. The qualitative study involved patients, caregivers and health-care staff.
INTERVENTIONS: Participants were randomised to receive short-term integrated palliative care, delivered by multiprofessional teams, immediately or after a 12-week wait (standard care group).
MAIN OUTCOME MEASURES: The primary outcome was a combined score of eight symptoms measured by the Integrated Palliative care Outcome Scale for Neurological conditions 8 symptom subscale (IPOS Neuro-S8) at 12 weeks. Secondary outcomes included patients’ other physical and psychological symptoms, quality of life (EuroQol-5 Dimensions, five-level version), care satisfaction, caregiver burden, service use and cost, and harms. Data were analysed using multiple imputation, generalised linear mixed models, incremental cost-effectiveness ratios (threshold was the National Institute for Health and Care Excellence £20,000 per quality-adjusted life-year) and cost-effectiveness planes. Qualitative data were analysed thematically.
RESULTS: We recruited 350 patients and 229 caregivers. There were no significant between-group differences for primary or secondary outcomes. Patients receiving short-term integrated palliative care had a significant improvement, from baseline to 12 weeks, on the primary outcome IPOS Neuro-S8 (–0.78, 95% confidence interval –1.29 to –0.26) and the secondary outcome of 24 physical symptoms (–1.95, 99.55% confidence interval –3.60 to –0.30). This was not seen in the control group, in which conversely, care satisfaction significantly reduced from baseline to 12 weeks (–2.89, 99.55% confidence interval –5.19 to –0.59). Incremental cost-effectiveness ratios were smaller than the set threshold (EuroQol-5 Dimensions index score –£23,545; IPOS Neuro-S8 –£1519), indicating that the intervention provided cost savings plus better outcomes. Deaths, survival and hospitalisations were similar between the two groups. Qualitative data suggested that the impact of the intervention encompassed three themes: (1) adapting to losses and building resilience, (2) attending to function, deficits and maintaining stability, and (3) enabling caregivers to care.
CONCLUSIONS: Our results indicate that short-term integrated palliative care provides improvements in patient-reported physical symptoms at a lower cost and without harmful effects when compared with standard care.
LIMITATIONS: Outcome measures may not have been sensitive enough to capture the multidimensional changes from the intervention. Our surveys found that the control/standard and intervention services were heterogeneous.
FUTURE WORK: Refining short-term integrated palliative care and similar approaches for long-term neurological conditions, focusing on better integration of existing services, criteria for referral and research to improve symptom management.
TRIAL REGISTRATION: Current Controlled Trials ISRCTN18337380.
FUNDING: This project was funded by the National Institute for Health Research (NIHR) Health Services and Delivery Research programme and will be published in full in ","NULL",,"Immediate versus delayed short-term integrated palliative care for advanced long-term neurological conditions: the OPTCARE Neuro RCT"," OBJECTIVES : To determine the effectiveness and cost-effectiveness of short-term integrated palliative care in improving symptoms , improving patient- and caregiver-reported outcomes and reducing hospital use for people severely affected by long-term neurological conditions ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"32857151","Effect of Short-term Integrated Palliative Care on Patient-Reported Outcomes Among Patients Severely Affected With Long-term Neurological Conditions: A Randomized Clinical Trial.","Gao W","IMPORTANCE: Palliative care has shown benefits in reducing symptom intensity and quality of life in patients with advanced cancer. However, high-quality evidence to support palliative care policy and service developments for patients with long-term neurological conditions (LTNCs) is lacking.
OBJECTIVE: To determine the effectiveness of a short-term integrated palliative care (SIPC) intervention for people with LTNCs.
DESIGN, SETTING, AND PARTICIPANTS: Multicenter, phase 3, randomized clinical trial conducted from April 1, 2015, to November 30, 2017, with a last follow-up date of May 31, 2018, in 7 UK hospitals with both neurology and palliative care services. A total of 535 patients with LTNC were assessed for eligibility and 350 were randomized. Inclusion criteria were patients 18 years or older with any advanced stage of multiple sclerosis, motor neuron disease, idiopathic Parkinson disease multiple system atrophy, or progressive supranuclear palsy. Data were analyzed from November 2018 to March 2019.
INTERVENTIONS: Patients were randomized 1:1 using minimization method to receive SIPC (intervention, n = 176) or standard care (control, n = 174).
MAIN OUTCOMES AND MEASURES: Primary outcome was change in 8 key palliative care symptoms from baseline to 12-weeks, measured by the Integrated Palliative care Outcome Scale for neurological conditions. Secondary outcomes included change in the burden of other symptoms, health-related quality of life, caregiver burden, and costs. Data were collected and analyzed blindly by intention to treat.
RESULTS: A total of 350 patients (mean [SD] age 67 [12] years; years since diagnosis, 12 [range, 0-56]; 51% men; 49% requiring considerable assistance) with an advanced stage of LTNC were recruited, along with informal caregivers (n = 229). There were no between-group differences in primary outcome (effect size, -0.16; 95% CI, -0.37 to 0.05), any other patient-reported outcomes, adverse events, or survival. Although there was more symptom reduction in the SIPC group in relation to mean change in primary outcome, the difference between the groups was not statistically significant (-0.78; 95% CI, -1.29 to -0.26 vs -0.28; 95% CI, -0.82 to 0.26; P = .14). There was a decrease in mean health and social care costs from baseline to 12 weeks -$1367 (95% CI, -$2450 to -$282) in the SIPC group and -653 (95% CI, -$1839 to -$532) in the control group, but this difference was not statistically significant (P = .12). SIPC was perceived by patients and caregivers as building resilience, attending to function and deficits, and enabling caregivers.
CONCLUSIONS AND RELEVANCE: In this study, SIPC was not statistically significantly different from standard care for the patient-reported outcomes. However, SIPC was associated with lower cost, and in qualitative analysis was well-received by patients and caregivers, and there were no safety concerns. Further research is warranted.
TRIAL REGISTRATION: isrctn.org Identifier: ISRCTN18337380.","2020",,"JAMA Netw Open"," OBJECTIVE : To determine the effectiveness of a short-term integrated palliative care ( SIPC ) intervention for people with LTNCs ","clinical trial","Aged, FALSE, Chronic Disease, FALSE, epidemiology, Q000453, Disease Progression, FALSE, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple Sclerosis, FALSE, epidemiology, Q000453, Neurodegenerative Diseases, FALSE, epidemiology, Q000453, Palliative Care, TRUE, Patient Reported Outcome Measures, FALSE"," change in 8 key palliative care symptoms from baseline"," change in 8 key palliative care symptoms",1,"projTutoMSA","2024-02-05"
,"32791228","Acute Postoperative Bilateral Vocal Fold Paralysis After Posterior Spinal Correction for Dropped Head Syndrome.","Thormodsson HS","BACKGROUND: Acute bilateral vocal fold paralysis is a life-threatening complication that can occur during spinal surgery but has almost exclusively occurred with anterior approaches. Bilateral vocal fold paralysis after posterior spinal surgery has been exceedingly rare.
CASE DESCRIPTION: We present a case of acute postoperative dyspnea due to vocal fold paralysis requiring intubation and surgical intervention after posterior spinal correction for the treatment of dropped head syndrome. The patient had had a previous diagnosis of atypical Parkinson disease but was later diagnosed with multiple system atrophy.
CONCLUSIONS: We suggest that multiple system atrophy can result in an increased risk of bilateral vocal fold paralysis during surgical intervention of dropped head syndrome. Thus, our report could be of interest for those who perform spinal surgery in patients with neurological conditions.","2020",,"World Neurosurg",,"other","Dyspnea, FALSE, etiology, Q000209, Electromyography, FALSE, Female, FALSE, Humans, FALSE, Kyphosis, FALSE, complications, Q000150, Middle Aged, FALSE, Multiple System Atrophy, FALSE, complications, Q000150, Neurosurgical Procedures, FALSE, adverse effects, Q000009, Postoperative Complications, FALSE, surgery, Q000601, Spine, FALSE, surgery, Q000601, Tracheostomy, FALSE, adverse effects, Q000009, Treatment Outcome, FALSE, Vocal Cord Paralysis, FALSE, etiology, Q000209",,,1,"projTutoMSA","2024-02-05"
,"32756187","Inflammatory cytokine levels in multiple system atrophy: A protocol for systematic review and meta-analysis.","Wang H","BACKGROUND: Multiple system atrophy (MSA) is a fatal neurodegenerative disease that progresses very rapidly and has a poor prognosis. Some studies indicate that the level of inflammatory cytokines may be related to MSA. However, no consistent conclusion has been drawn yet. The purpose of our research is to perform a meta-analysis to investigate whether the level of inflammatory cytokines is altered in MSA.
METHODS: Case-control studies on inflammatory cytokine levels in MSA will be searched in the following 3 databases: PubMed, Embase, and Web of Science from the database start time to March 17, 2020. Two independent authors will conduct research selection, data extraction, and quality evaluation. Data synthesis, subgroup analysis, sensitivity analysis, and the meta-analysis will be performed using Stata15.0 software.
RESULTS: This study will provide a comprehensive review of all studies on inflammatory cytokine levels in MSA.
CONCLUSION: To the best of our knowledge, this study will be the first meta-analysis that provides the quantitative evidence of inflammatory cytokine levels in MSA.
REGISTRATION NUMBER: INPLASY202060034.","2020",,"Medicine (Baltimore)"," The purpose of our research is to perform a meta-analysis to investigate whether the level of inflammatory cytokines is altered in MSA ","other","Adult, FALSE, Case-Control Studies, FALSE, Cytokines, FALSE, blood, Q000097, Female, FALSE, Humans, FALSE, Male, FALSE, Meta-Analysis as Topic, FALSE, Multiple System Atrophy, FALSE, blood, Q000097, Research Design, FALSE, Systematic Reviews as Topic, FALSE",,,1,"projTutoMSA","2024-02-05"
,"32733370","Elevated Percentage of CD3<sup>+</sup> T-Cells and CD4<sup>+</sup>/CD8<sup>+</sup> Ratios in Multiple System Atrophy Patients.","Cao B","α-synuclein is involved in the pathogenesis of multiple system atrophy (MSA) and can be regulated by peripheral immune activation (PIA). We aimed to clarify the correlations between PIA and the prevalence of MSA and to analyze the role of PIA in the progression of the disease. A total of 321 patients with probable MSA and 321 age- and gender-matched healthy controls were included in this study. Lymphocyte subsets, including CD3","2020",,"Front Neurol"," We aimed to clarify the correlations between PIA and the prevalence of MSA and to analyze the role of PIA in the progression of the disease ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"32712267","Somatic mutations in neurodegeneration: An update.","Proukakis C","Mosaicism, the presence of genomic differences between cells due to post-zygotic somatic mutations, is widespread in the human body, including within the brain. A role for this in neurodegenerative diseases has long been hypothesised, and technical developments are now allowing the question to be addressed in detail. The rapidly accumulating evidence is discussed in this review, with a focus on recent developments. Somatic mutations of numerous types may occur, including single nucleotide variants (SNVs), copy number variants (CNVs), and retrotransposon insertions. They could act as initiators or risk factors, especially if they arise in development, although they could also result from the disease process, potentially contributing to progression. In common sporadic neurodegenerative disorders, relevant mutations have been reported in synucleinopathies, comprising somatic gains of SNCA in Parkinson's disease and multiple system atrophy, and in Alzheimer's disease, where a novel recombination mechanism leading to somatic variants of APP, as well as an excess of somatic SNVs affecting tau phosphorylation, have been reported. In Mendelian repeat expansion disorders, mosaicism due to somatic instability, first detected 25 years ago, has come to the forefront. Brain somatic SNVs occur in DNA repair disorders, and there is evidence for a role of several ALS genes in DNA repair. While numerous challenges, and need for further validation, remain, this new, or perhaps rediscovered, area of research has the potential to transform our understanding of neurodegeneration.","2020",,"Neurobiol Dis",," review","Alzheimer Disease, FALSE, genetics, Q000235, Amyloid beta-Protein Precursor, FALSE, genetics, Q000235, Amyotrophic Lateral Sclerosis, FALSE, genetics, Q000235, DNA Copy Number Variations, FALSE, DNA Repair-Deficiency Disorders, FALSE, genetics, Q000235, DNA Repeat Expansion, FALSE, Humans, FALSE, Huntington Disease, FALSE, genetics, Q000235, Mosaicism, FALSE, Multiple System Atrophy, FALSE, genetics, Q000235, Mutagenesis, Insertional, FALSE, Mutation, TRUE, Neurodegenerative Diseases, FALSE, genetics, Q000235, Parkinson Disease, FALSE, genetics, Q000235, Phosphorylation, FALSE, genetics, Q000235, Polymorphism, Single Nucleotide, FALSE, Retroelements, FALSE, Synucleinopathies, FALSE, genetics, Q000235, alpha-Synuclein, FALSE, genetics, Q000235, tau Proteins, FALSE",,,1,"projTutoMSA","2024-02-05"
,"32708516","Sphingosine-1-Phosphate: Its Pharmacological Regulation and the Treatment of Multiple Sclerosis: A Review Article.","Cohan S","Sphingosine-1-phosphate (S1P), via its G-protein-coupled receptors, is a signaling molecule with important regulatory properties on numerous, widely varied cell types. Five S1P receptors (S1PR1-5) have been identified, each with effects determined by their unique G-protein-driven downstream pathways. The discovery that lymphocyte egress from peripheral lymphoid organs is promoted by S1P via S1PR-1 stimulation led to the development of pharmacological agents which are S1PR antagonists. These agents promote lymphocyte sequestration and reduce lymphocyte-driven inflammatory damage of the central nervous system (CNS) in animal models, encouraging their examination of efficacy in the treatment of multiple sclerosis (MS). Preclinical research has also demonstrated direct protective effects of S1PR antagonists within the CNS, by modulation of S1PRs, particularly S1PR-1 and S1PR-5, and possibly S1PR-2, independent of effects upon lymphocytes. Three of these agents, fingolimod, siponimod and ozanimod have been approved, and ponesimod has been submitted for regulatory approval. In patients with MS, these agents reduce relapse risk, sustained disability progression, magnetic resonance imaging markers of disease activity, and whole brain and/or cortical and deep gray matter atrophy. Future opportunities in the development of more selective and intracellular S1PR-driven downstream pathway modulators may expand the breadth of agents to treat MS.","2020",,"Biomedicines",," review","NULL",,,1,"projTutoMSA","2024-02-05"
,"32669353","α-Synuclein Induces Progressive Changes in Brain Microstructure and Sensory-Evoked Brain Function That Precedes Locomotor Decline.","Chu WT","NULL","2020",,"J Neurosci",,"other","Animals, FALSE, Behavior, Animal, FALSE, Brain, FALSE, drug effects, Q000187, Brain Mapping, FALSE, Diffusion Magnetic Resonance Imaging, FALSE, Evoked Potentials, Somatosensory, TRUE, Female, FALSE, Hot Temperature, FALSE, Humans, FALSE, Locomotion, FALSE, drug effects, Q000187, Male, FALSE, Mice, Transgenic, FALSE, Physical Stimulation, FALSE, Synucleinopathies, FALSE, pathology, Q000473, alpha-Synuclein, FALSE, administration & dosage, Q000008",,,1,"projTutoMSA","2024-02-05"
,"32626795","Mortality and Institutionalization After Percutaneous Endoscopic Gastrostomy in Parkinson's Disease and Related Conditions.","Brown L","BACKGROUND: Percutaneous endoscopic gastrostomy (PEG) can facilitate feeding and medication administration in dysphagic patients with Parkinson's disease and related disorders. Information on survival, institutionalization, and complications post PEG might inform feeding decisions.
METHOD: A total of 93 patients with Parkinson's disease and related disorders were identified by review of PEG registers and by searching the administrative databases in 2 large UK university hospitals (2005-2017); 83 case notes were available for retrospective review. Care processes and outcomes were assessed.
RESULTS: The following were the diagnoses: 58 (70%) had Parkinson's disease, 10 (12%) had progressive supranuclear palsy, 5 (6%) had multiple system atrophy, 3 (4%) had dementia with Lewy bodies, and 7 (8%) had vascular parkinsonism. The median age was 78 years (interquartile range 72-82); 29 (35%) were women. Care processes included a future care plan in place prior to admission for 18 patients (22%), and PEG was placed during emergency admission in 68 patients (82%). The outcomes included median survival at 422 days; 30-day mortality rate was 6% (5 patients); and of 56 patients admitted from home, 18 (32%) were discharged to institutions (nursing or care homes). The most common complication was aspiration pneumonia for 18 (22%) of patients. Age, sex, diagnosis, admission type, comorbidities, and place of residence did not predict survival. Discharge to own home and follow-up by the home enteral feeding team were associated with longer survival.
CONCLUSION: We recommend markers of advanced disease should prompt advanced care planning. Discussions about PEG feeding should include information about post-PEG survival, complications, and risk of institutionalization. Further research is needed on quality-of-life post PEG and ways to reduce aspiration pneumonia. All PEG patients should have nutrition team follow-up.","2020",,"Mov Disord Clin Pract",,"other","NULL",,,1,"projTutoMSA","2024-02-05"
,"32623306","GBA variation and susceptibility to multiple system atrophy.","Wernick AI","INTRODUCTION: Genetic variants in the glucocerebrosidase (GBA) gene have been previously associated with susceptibility to synucleinopathies. The risk is well-established in Lewy body disease but is not as confirmed for multiple system atrophy (MSA). We aim to evaluate associations between exonic variants in GBA and risk of neuropathologically-confirmed multiple system atrophy (MSA).
METHODS: Sanger gene sequencing of GBA was performed on 167 pathologically confirmed MSA patients collected at Mayo Clinic Florida Brain Bank, and data were extracted from whole-genome sequencing of 834 clinical controls. Common GBA variants were assessed for association with MSA. Rare GBA variants (and also all GBA variants) were collapsed together and evaluated for association with MSA risk using a gene-burden test.
RESULTS: A total of 17 exonic GBA variants were observed, including a novel p.Q112X variant that is likely pathogenic in a patient with mixed parkinsonism-cerebellar subtype MSA. The more common p.N409S and p.L483P variants that recessively cause Gaucher's disease (GD), and are associated with risk of Lewy body disease, were not observed. When collapsing across all GBA variants, the presence of any GBA variant was significantly more frequent in MSA patients than in controls (OR = 1.90, P = 0.031). However, this association was driven by p.T408M, which had a significantly higher frequency in MSA patients compared to controls (OR = 4.21, P = 0.002). There was no significant association with risk of MSA for the p.E365K variant (OR = 0.79, P = 0.72).
CONCLUSIONS: Other than the specific GBA p.T408M variant, coding GBA variants are not associated with risk of MSA.","2020",,"Parkinsonism Relat Disord"," We aim to evaluate associations between exonic variants in GBA and risk of neuropathologically-confirmed multiple system atrophy ( MSA ) ","other","Aged, FALSE, Aged, 80 and over, FALSE, Female, FALSE, Genetic Predisposition to Disease, FALSE, genetics, Q000235, Genome-Wide Association Study, FALSE, Genotype, FALSE, Glucosylceramidase, FALSE, genetics, Q000235, Humans, FALSE, Lewy Body Disease, FALSE, genetics, Q000235, Male, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, diagnosis, Q000175, Mutation, FALSE, genetics, Q000235, Parkinsonian Disorders, FALSE, genetics, Q000235, Risk, FALSE",,,1,"projTutoMSA","2024-02-05"
,"32620242","Autophagy in motor neuron diseases.","Rodríguez-Muela N","Motor neuron diseases (MNDs) are a wide group of neurodegenerative disorders characterized by the degeneration of a specific neuronal type located in the central nervous system, the motor neuron (MN). There are two main types of MNs, spinal and cortical MNs and depending on the type of MND, one or both types are affected. Cortical MNs innervate spinal MNs and these control a variety of cellular targets, being skeletal muscle their main one which is also affected in MNDs. A correct functionality of autophagy is necessary for the survival of all cellular types and it is particularly crucial for neurons, given their postmitotic and highly specialized nature. Numerous studies have identified alterations of autophagy activity in multiple MNDs. The scientific community has been particularly prolific in reporting the role that autophagy plays in the most common adult MND, amyotrophic lateral sclerosis, although many studies have started to identify physiological and pathological functions of this catabolic system in other MNDs, such as spinal muscular atrophy and spinal and bulbar muscular atrophy. The degradation of selective cargo by autophagy and how this process is altered upon the presence of MND-causing mutations is currently also a matter of intense investigation, particularly regarding the selective autophagic clearance of mitochondria. Thorough reviews on this field have been recently published. This chapter will cover the current knowledge on the functionality of autophagy and lysosomal homeostasis in the main MNDs and other autophagy-related topics in the MND field that have risen special interest in the research community.","2020",,"Prog Mol Biol Transl Sci",," review","Adult, FALSE, Amyotrophic Lateral Sclerosis, FALSE, genetics, Q000235, Animals, FALSE, Autophagy, TRUE, drug effects, Q000187, Autophagy-Related Proteins, FALSE, genetics, Q000235, C9orf72 Protein, FALSE, deficiency, Q000172, DNA Repeat Expansion, FALSE, Disease Models, Animal, FALSE, Endocytosis, FALSE, Humans, FALSE, Mice, Transgenic, FALSE, Motor Neuron Disease, FALSE, genetics, Q000235, Muscular Atrophy, Spinal, FALSE, genetics, Q000235, Mutation, FALSE, Neurodegenerative Diseases, FALSE, genetics, Q000235, Organelles, FALSE, RNA-Binding Protein FUS, FALSE, deficiency, Q000172, TDP-43 Proteinopathies, FALSE, genetics, Q000235",,,1,"projTutoMSA","2024-02-05"
