"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"34450102","Long-term survival of patients with mantle cell lymphoma after autologous haematopoietic stem-cell transplantation in first remission: a post-hoc analysis of an open-label, multicentre, randomised, phase 3 trial.","Zoellner AK","BACKGROUND: Autologous haematopoietic stem-cell transplantation (HSCT) in first remission is the current standard treatment in fit patients with mantle cell lymphoma. In this long-term follow-up study, we aimed to evaluate the efficacy of autologous HSCT versus interferon alfa maintenance after chemotherapy without or with rituximab in patients with primary advanced-stage mantle cell lymphoma.
METHODS: We did a post-hoc, long-term analysis of an open-label, multicentre, randomised, phase 3 trial done in 121 participating hospitals or practices across six European countries. Patients who were aged 18-65 years with previously untreated stage III-IV mantle cell lymphoma and an ECOG performance score of 0-2 were eligible for participation. Patients were randomly assigned (1:1) to receive either myeloablative radiochemotherapy (fractionated total body irradiation with 12 Gy/day 6-4 days before autologous HSCT and cyclophosphamide 60 mg/kg per day intravenously 3-2 days before autologous HSCT) followed by autologous HSCT (the autologous HSCT group) or interferon alfa maintenance (the interferon alfa maintenance group; 6 × 10
FINDINGS: Between Sept 30, 1996, and July 1, 2004, 269 patients were randomly assigned to receive either autologous HSCT or interferon alfa maintenance therapy. The median follow-up was 14 years (IQR 10-16), with the intention-to-treat population consisting of 174 patients (93 [53%] in the autologous HSCT group and 81 [47%] in the interferon alfa maintenance group) who responded to induction therapy. The median age was 55 years (IQR 47-60), and R-CHOP was used in 68 (39%) of 174 patients. The median progression-free survival was 3·3 years (95% CI 2·5-4·3) in the autologous HSCT group versus 1·5 years (1·2-2·0) in the interferon alfa maintenance group (log-rank p<0·0001; aHR 0·50 [95% CI 0·36-0·69]). The median overall survival was 7·5 years (95% CI 5·7-12·0) in the autologous HSCT group versus 4·8 years (4·0-6·6) in the interferon alfa maintenance group (log-rank p=0·019; aHR 0·66 [95% CI 0·46-0·95]). For patients treated without rituximab, the progression-free survival adjusted HR for autologous HSCT versus interferon alfa was 0·40 (0·26-0·61), in comparison to 0·72 (0·42-1·24) for patients treated with rituximab. For overall survival, the adjusted hazard ratio for HSCT versus interferon alfa was 0·52 (0·33-0·82) without rituximab and 1·05 (0·55-1·99) for patients who received rituximab.
INTERPRETATION: Our results confirm the long-term efficacy of autologous HSCT to treat mantle cell lymphoma established in the pre-rituximab era. The suggested reduced efficacy after immunochemotherapy supports the need for its re-evaluation now that antibody maintenance, high-dose cytarabine, and targeted treatments have changed the standard of care for patients with mantle cell lymphoma.
FUNDING: Deutsche Krebshilfe, the European Community, and the Bundesministerium für Bildung und Forschung, Kompetenznetz Maligne Lymphome.","2021",,"Lancet Haematol"," In this long-term follow-up study , we aimed to evaluate the efficacy of autologous HSCT versus interferon alfa maintenance after chemotherapy without or with rituximab in patients with primary advanced-stage mantle cell lymphoma ","clinical trial","Adult, FALSE, Aged, FALSE, Antineoplastic Combined Chemotherapy Protocols, FALSE, therapeutic use, Q000627, Female, FALSE, Follow-Up Studies, FALSE, Hematopoietic Stem Cell Transplantation, TRUE, Humans, FALSE, Interferon-alpha, FALSE, administration & dosage, Q000008, Lymphoma, Mantle-Cell, FALSE, mortality, Q000401, Male, FALSE, Middle Aged, FALSE, Neoplasm Staging, FALSE, Progression-Free Survival, FALSE, Proportional Hazards Models, FALSE, Rituximab, FALSE, administration & dosage, Q000008, Survival Rate, FALSE, Transplantation, Autologous, FALSE, Treatment Outcome, FALSE"," autologous HSCT versus interferon alfa maintenance"," survival",1,"projTutoLymphome","2024-02-06"
,"32444284","Hodkgin lymphoma concomitant of tuberculosis, a therapeutic challenge for multidisciplinary management.","Boilève A","Hodgkin lymphoma (HL) is a disease characterized by a high curability rate, and the treatment benefit-risk balance must be carefully addressed to achieve complete disease control with low risk of long-term toxicities. Most patients are treated with a combination of chemotherapy and radiotherapy, after disease staging and response to treatment evaluated by FDG PET/CT. We report the case of a 28-year-old patient concomitantly diagnosed of a Hodgkin lymphoma and active tuberculosis. Initial staging was difficult due to pulmonary and abdominal tuberculosis localization that induced FDG PET/CT hypermetabolism. Anti-tuberculosis treatment was first started, allowing secondary an early accurate Hodgkin lymphoma staging by FDG PET/CT. The patient was then treated by chemotherapy and radiotherapy. Helical TomoTherapy® was used with involved site (IS) irradiation volume was performed to decrease the high doses to organs-at-risk (OAR), especially lungs in this context of tuberculosis.","2020",,"Cancer Radiother",,"other","Adult, FALSE, Antineoplastic Combined Chemotherapy Protocols, FALSE, administration & dosage, Q000008, Antitubercular Agents, FALSE, therapeutic use, Q000627, Bleomycin, FALSE, administration & dosage, Q000008, Colonic Diseases, FALSE, complications, Q000150, Dacarbazine, FALSE, administration & dosage, Q000008, Doxorubicin, FALSE, administration & dosage, Q000008, Hodgkin Disease, FALSE, complications, Q000150, Humans, FALSE, Lung, FALSE, Lymph Nodes, FALSE, diagnostic imaging, Q000000981, Male, FALSE, Organs at Risk, FALSE, Positron Emission Tomography Computed Tomography, FALSE, Radiotherapy, Intensity-Modulated, FALSE, Risk Assessment, FALSE, Tomography, X-Ray Computed, FALSE, Tuberculosis, Gastrointestinal, FALSE, complications, Q000150, Tuberculosis, Pulmonary, FALSE, complications, Q000150, Vinblastine, FALSE, administration & dosage, Q000008",,,1,"projTutoLymphome","2024-02-06"
,"32233762","[Primary Sjögren's Syndrome - News on Diagnostics and Therapy].","Sprecher M","Primary Sjögren's Syndrome - News on Diagnostics and Therapy ","2020",,"Praxis (Bern 1994)",,"other","Antirheumatic Agents, TRUE, Biopsy, FALSE, Female, FALSE, Humans, FALSE, Lymphoma, TRUE, Rituximab, FALSE, Sjogren's Syndrome, TRUE, diagnosis, Q000175",,,1,"projTutoLymphome","2024-02-06"
,"32171674","Adolescents and young adults with classical Hodgkin lymphoma in northern Tunisia: insights from an adult single-institutional study.","Zawati I","PURPOSE: The aim of this study was to extensively describe the epidemiological, clinical and therapeutic outcomes of adolescents and young adults (AYA) population with classical Hodgkin Lymphoma (cHL). Then, a comparison between AYAs and adults and between the subgroups of AYAs treated with the same adult protocol was accomplished to further inform on optimal therapy approach of choice for adolescent patients.
MATERIAL AND METHODS: In this mono-centric, retrospective study, we reviewed the medical records. We analyzed 112 consecutive North Tunisian patients, including 66 AYAs (15 to 39 years) and 46 adults (≥40years) affected by cHL treated from 2000 to 2015 at Salah Azaiez Institute. Then, we performed a comparative analysis between AYA and 46 adult patients and a subgroup analysis between adolescents and young adults. All patients were treated according to the national protocol for HL, edited by the Tunisian Society of Hematology. The treatment included chemotherapy and involved-field radiotherapy (RT) at a dose of 20 or 30 Grays (Gy) for responders and 36Gy for non-responders.
RESULTS: AYA patients presented with adverse features with nodular sclerosis subtype (p=3.88×10
CONCLUSION: The treatment approach used is well tolerated by adult patients. However, the AYA patients and particularly adolescent subgroup had more advanced disease at diagnosis and should be treated more intensively in dedicated units. RT dose<36Gy and ABVD chemotherapy were associated with lower EFS in this population.","2020",,"Cancer Radiother"," PURPOSE : The aim of this study was to extensively describe the epidemiological , clinical and therapeutic outcomes of adolescents and young adults ( AYA ) population with classical Hodgkin Lymphoma ( cHL ) ","other","Adolescent, FALSE, Adult, FALSE, Age Factors, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Antineoplastic Combined Chemotherapy Protocols, FALSE, administration & dosage, Q000008, Bleomycin, FALSE, administration & dosage, Q000008, Cyclophosphamide, FALSE, administration & dosage, Q000008, Dacarbazine, FALSE, administration & dosage, Q000008, Disease-Free Survival, FALSE, Doxorubicin, FALSE, administration & dosage, Q000008, Etoposide, FALSE, administration & dosage, Q000008, Female, FALSE, Hodgkin Disease, FALSE, epidemiology, Q000453, Humans, FALSE, Kaplan-Meier Estimate, FALSE, Male, FALSE, Mechlorethamine, FALSE, administration & dosage, Q000008, Mediastinal Neoplasms, FALSE, pathology, Q000473, Middle Aged, FALSE, Organs at Risk, FALSE, radiation effects, Q000528, Prednisone, FALSE, administration & dosage, Q000008, Procarbazine, FALSE, administration & dosage, Q000008, Radiotherapy Dosage, FALSE, Recurrence, FALSE, Retrospective Studies, FALSE, Treatment Outcome, FALSE, Tunisia, FALSE, epidemiology, Q000453, Vinblastine, FALSE, administration & dosage, Q000008, Vincristine, FALSE, administration & dosage, Q000008, Young Adult, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31948699","[Low-grade dural extranodal marginal zone lymphoma].","Marguet F","Primary low-grade dural marginal zone lymphoma is an indolent low grade lymphoma occurring especially among middle-aged immunocompetent women, and is not associated to an infectious process, contrary to gastric or intestinal marginal zone lymphomas. Dural location is rare since only 105 cases have been reported so far. We report herein on two additional cases, a 72-year-old woman and a 36-year-old man whose lymphoma was revealed by partial seizures and headaches. Morphological analysis of surgical specimens displayed a tumoral proliferation made of small lymphocytes arranged in sheets or in nodules with CD20, CD79a and BCL2-immunopositivity, but CD5 and CD10 negativity. Molecular analysis using a panel of 34 genes involved in lymphomagenesis disclosed a deletion of SOCS1 and TNFAIP3 genes, implicated in the JAK/STAT and NFκB pathways respectively in the first patient that could explain unfavourable prognosis despite complementary radiotherapy. No anomaly was identified in the second patient who is alive with no recurrence or progression seven years after the diagnosis. Currently, there are no standardized treatment schedules, but the vast majority of patients are treated by surgery, then radiotherapy followed by adjuvant chemotherapy using methotrexate alone or in combination with rituximab. Literature review indicates that five-year survival has been estimated at 96.7%, suggesting a better prognosis compared to other locations.","2020",,"Ann Pathol",,"other","Adult, FALSE, Aged, FALSE, Biomarkers, Tumor, FALSE, Diagnosis, Differential, FALSE, Female, FALSE, Humans, FALSE, Lymphoma, B-Cell, Marginal Zone, TRUE, diagnosis, Q000175, Male, FALSE, Middle Aged, FALSE, Neoplasm Recurrence, Local, FALSE, diagnosis, Q000175, Prognosis, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31331683","[Thirty-six (36) French cases of Breast Implant-Associated Anaplastic Large Cell Lymphoma (BIA-ALCL): What do we know about their prosthetic histories, and what conclusions may be drawn?].","Ruffenach L","INTRODUCTION: Breast implant-associated anaplastic large cell lymphoma is a recent pathology; the one known risk factor is breast implantation.
METHODS: A retrospective study was conducted on the French BIA-ALCL cases diagnosed by the Lymphopath network and reported to the National Medical Safety Agency (ANSM). Wishing to obtain supplementary data on the prosthetic history of implants, we sent the referent surgeons a questionnaire.
RESULTS: By combining the relevant ANSM data and questionnaire data, we studied the histories of 32 unilateral cases of BIA-ALCL and 2 bilateral cases of BIA-ALCL. Mean patient age on diagnosis was 59 (29; 83). Twelve BIA-ALCL cases occurred after breast augmentation for esthetic purposes, 22 following mastectomy for neoplasia and 2 after symmetrization of the contralateral breast in reconstruction. Fifteen BIA-ALCL cases were diagnosed on single prostheses, all of them macrotextured with macrotexturing obtained by projection of biocell salt crystals, also known as the biocell ""salt loss"" technique. The other 21 BIA-ALCL cases were diagnosed on multiple prostheses (2 to 5), and all of them had had at least one contact with a biocell implant. Mean duration of exposure to implants was 11 years (4; 31). Mean duration of exposure to the macrotextured shell surfaces obtained by the salt loss technique was 9 years (2; 23). Six patients were exposed to a temporary macrotextured Expander implant obtained with the aforementioned salt loss technique. No patient was exposed to the macrotextured Expander implant alone.
CONCLUSION: Salt loss macrotextured implants, particularly those of the biocell-type, were found in the prosthetic history of all 36 BIA-ALCL cases in this series.","2019",,"Ann Chir Plast Esthet"," By combining the relevant ANSM data and questionnaire data , we studied the histories of 32 unilateral cases of BIA-ALCL and 2 bilateral cases of BIA-ALCL ","other","Adult, FALSE, Aged, FALSE, Breast Implants, FALSE, adverse effects, Q000009, Breast Neoplasms, FALSE, etiology, Q000209, Female, FALSE, France, FALSE, Humans, FALSE, Lymphoma, Large-Cell, Anaplastic, FALSE, etiology, Q000209, Middle Aged, FALSE, Postoperative Complications, FALSE, etiology, Q000209, Prosthesis Design, FALSE, Retrospective Studies, FALSE, Young Adult, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31283408","Late Health Outcomes After Contemporary Lymphome Malin de Burkitt Therapy for Mature B-Cell Non-Hodgkin Lymphoma: A Report From the Childhood Cancer Survivor Study.","Ehrhardt MJ","PURPOSE: The widely used, risk-based Lymphome Malin de Burkitt (LMB) chemotherapy regimen has improved survival rates for children with mature B-cell non-Hodgkin lymphoma (NHL); however, associated late effects remain understudied. We assessed late health outcomes after LMB treatment in the Childhood Cancer Survivor Study.
PATIENTS AND METHODS: Multivariable regression models compared chronic health conditions, health status, and socioeconomic and neurocognitive outcomes between survivors of NHL treated with the LMB regimen (n = 126), survivors of NHL treated with non-LMB regimens (n = 444), and siblings (n = 1,029).
RESULTS: LMB survivors were a median age of 10.2 years (range, 2.5 to 20.5 years) at diagnosis and 24.0 years (range, 10.3 to 35.3 years) at evaluation. Compared with siblings, LMB survivors were at increased risk for adverse health outcomes. However, survivors of NHL treated with LMB and non-LMB regimens did not differ with regard to risk of having any chronic health conditions, impaired health status, neurocognitive deficits, or poorer socioeconomic outcomes. Increased risk for the following specific neurologic conditions was observed in LMB survivors compared with non-LMB survivors: epilepsy (relative risk [RR], 15.2; 95% CI, 3.1 to 73.4); balance problems (RR, 8.9; 95% CI, 2.3 to 34.8); tremors (RR, 7.5; 95% CI, 1.9 to 29.9); weakness in legs (RR, 8.1; 95% CI, 2.5 to 26.4); severe headaches (RR, 3.2; 95% CI, 1.6 to 6.3); and prolonged arm, leg, or back pain (RR, 4.0; 95% CI, 2.2 to 7.1). The survivors from the group C LMB risk group (n = 50) were at the highest risk for these conditions; however, except for worse functional status (odds ratio, 2.7; 95% CI, 1.2 to 5.8), they were not at increased risk for other adverse health status or socioeconomic outcomes compared with non-LMB survivors.
CONCLUSION: Survivors treated with LMB and non-LMB regimens are largely comparable in late health outcomes except for excess neurotoxicity among LMB survivors. These data inform treatment efforts seeking to optimize disease control while minimizing toxicity.","2019",,"J Clin Oncol"," PURPOSE : The widely used , risk-based Lymphome Malin de Burkitt ( LMB ) chemotherapy regimen has improved survival rates for children with mature B-cell non-Hodgkin lymphoma ( NHL ) ; however , associated late effects remain understudied ","other","Adolescent, FALSE, Adult, FALSE, Cancer Survivors, FALSE, Child, FALSE, Child, Preschool, FALSE, Cohort Studies, FALSE, Female, FALSE, Humans, FALSE, Lymphoma, Non-Hodgkin, FALSE, drug therapy, Q000188, Male, FALSE, Retrospective Studies, FALSE, Surveys and Questionnaires, FALSE, Survival Rate, FALSE, Treatment Outcome, FALSE, Young Adult, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31257097","Protontherapy versus best photon for mediastinal Hodgkin lymphoma: Dosimetry comparison and treatment using ILROG guidelines.","Abbassi LM","The purpose of this work was reducing treatment-related toxicity for Hodgkin lymphomas using practical procedure inspired by the ILROG guidelines. Reporting the first case of localized Hodgkin lymphoma treated with protontherapy in France. A 24-year-old female with mediastinal, bulky, localized, mixed-cellularity, classic Hodgkin lymphoma required an involved-site radiation therapy after complete response following polychemotherapy. Three-dimensional conformal radiation therapy was not acceptable due to high doses to breasts, heart and lungs. We realized a four-dimensional computed tomography (CT) to evaluate target movements and another CT with gating and breath-hold technique. Delineation was performed on both CT using the initial fluorodeoxyglucose positron-emission tomography/CT. One dosimetric plan with rotational intensity-modulated radiation therapy with a helical Tomotherapy© was realized and compared to another one with conformational protontherapy. Ninety-five percent of the planning target volume was covered by 98 and 99% of the prescribed dose with protontherapy and helical Tomotherapy©. Protontherapy provided the best organ at risk protection. Lung and heart protections were better with protontherapy: lung mean dose (3.7Gy vs. 8.4Gy) and median dose (0.002Gy vs. 6.9Gy), heart mean dose (2.6Gy vs. 3.7Gy). Breast sparing was better for both breasts using protontherapy: right breast mean dose (2.4Gy vs. 4.4Gy) and left (1.9Gy vs. 4.6Gy). The biggest difference was seen with low doses, which were better with protontherapy: volume of lung receiving 5Gy was 17.5% vs. 54.2% with Helical Tomotherapy©. In view of these results, we decided to treat our patient with protontherapy using respiratory assessment. We delivered 30Gy (15 fractions) using protontherapy with one direct anterior field using pencil beam scanning and deep inspiration breath-hold technique. We observed only grade 1 skin erythema during treatment and no toxicity during early follow-up.","2019",,"Cancer Radiother","The purpose of this work was reducing treatment-related toxicity for Hodgkin lymphomas using practical procedure inspired by the ILROG guidelines ","other","Antineoplastic Combined Chemotherapy Protocols, FALSE, administration & dosage, Q000008, Bleomycin, FALSE, administration & dosage, Q000008, Cyclophosphamide, FALSE, administration & dosage, Q000008, Doxorubicin, FALSE, administration & dosage, Q000008, Etoposide, FALSE, administration & dosage, Q000008, Female, FALSE, Heart, FALSE, diagnostic imaging, Q000000981, Hodgkin Disease, FALSE, diagnostic imaging, Q000000981, Humans, FALSE, Lung, FALSE, diagnostic imaging, Q000000981, Mediastinal Neoplasms, FALSE, diagnostic imaging, Q000000981, Organ Sparing Treatments, FALSE, methods, Q000379, Organs at Risk, FALSE, diagnostic imaging, Q000000981, Photons, FALSE, therapeutic use, Q000627, Positron Emission Tomography Computed Tomography, FALSE, Practice Guidelines as Topic, FALSE, Prednisone, FALSE, administration & dosage, Q000008, Procarbazine, FALSE, administration & dosage, Q000008, Proton Therapy, FALSE, methods, Q000379, Radiation Injuries, FALSE, prevention & control, Q000517, Radiotherapy Planning, Computer-Assisted, FALSE, methods, Q000379, Radiotherapy, Intensity-Modulated, FALSE, Vincristine, FALSE, administration & dosage, Q000008, Young Adult, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31178272","The German Hodgkin Study Group risk model is useful for Hodgkin lymphoma patients receiving radiotherapy after autologous stem cell transplant.","Furlan C","PURPOSE: To apply the German Hodgkin Study Group (GHSG) risk model in patients with recurrent/refractory Hodgkin lymphoma receiving involved-field radiotherapy after autologous stem cell transplantation.
MATERIAL AND METHODS: The study consisted in the retrospective analysis of 30 consecutive patients with recurrent/refractory Hodgkin lymphoma who received involved-field radiotherapy after autologous stem cell transplantation. Our policy was of adding involved-field radiotherapy for patients with positive PET scan before autologous stem cell transplantation (23 out of 30 patients, 77%), and/or irradiating sites of bulky disease at relapse (11 out of 30 patients, 37%). Patients were stratified into four risk groups according to the presence of the five clinical risk factors identified by the GHSG; (1) stage IV disease; (2) time to relapse≤3 months; (3) ECOG-PS≥1; (4) bulk≥5cm; and (5) inadequate response to salvage chemotherapy.
RESULTS: The median interval from autologous stem cell transplantation to involved-field radiotherapy was 3 months (range, 1-7 months), and the median involved-field radiotherapy dose was 35Gy (range, 12-40Gy). At a median follow-up of 35 months (range, 1-132 months), the 2-year progression-free survival in the entire series was 60%. When examining the four different GHSG risk groups, the progression-free survival rate at 2 years was 86%, 83%, 50%, and 36% for patients with score=0, score=1, score=2, and score=3 to 5, respectively (P=0,01). Among the 12 patients havingat leastthree risk factors who underwent thoracic involved-field radiotherapy, three (25%) developed pneumonitis.
CONCLUSION: The adoption of the GHSG risk model at the time of recurrence/progression is a useful prognostic tool to select patients with Hodgkin lymphoma for consolidative involved-field radiotherapy after autologous stem cell transplantation.","2019",,"Cancer Radiother"," PURPOSE : To apply the German Hodgkin Study Group ( GHSG ) risk model in patients with recurrent / refractory Hodgkin lymphoma receiving involved-field radiotherapy after autologous stem cell transplantation ","other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Antineoplastic Combined Chemotherapy Protocols, FALSE, therapeutic use, Q000627, Combined Modality Therapy, FALSE, Female, FALSE, Hematopoietic Stem Cell Transplantation, TRUE, Hodgkin Disease, FALSE, diagnostic imaging, Q000000981, Humans, FALSE, Kaplan-Meier Estimate, FALSE, Male, FALSE, Middle Aged, FALSE, Models, Theoretical, TRUE, Neoplasm Staging, FALSE, Positron-Emission Tomography, FALSE, Prognosis, FALSE, Progression-Free Survival, FALSE, Radiation Pneumonitis, FALSE, epidemiology, Q000453, Radiotherapy, Adjuvant, TRUE, Retrospective Studies, FALSE, Risk Assessment, FALSE, methods, Q000379, Risk Factors, FALSE, Salvage Therapy, FALSE, Survival Rate, FALSE, Transplantation Conditioning, FALSE, Transplantation, Autologous, FALSE, Treatment Outcome, FALSE, Young Adult, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31155369","[Mesenteric lymph node cavitation in celiac disease: Report of four cases and literature review].","Ruch Y","INTRODUCTION: Mesenteric lymph node cavitation is an exceptional complication of celiac disease. We report four original observations of this syndrome, completed by a literature review.
DISCUSSION: The analysis of 38 cases showed that this complication occurred exclusively in adults, with a mean age at diagnosis of 54 years. It revealed the celiac disease in the majority of cases. Hyposplenism was almost systematically associated. The risk of lymphoma appeared higher, especially enteropathy-associated T-cell lymphoma. The prognosis was poor with nearly 50% mortality and seemed related to the clinical response to the gluten-free diet.
CONCLUSION: The severity of this complication deserves to be known and should lead to its research in celiac patients, especially in cases diagnosed in adulthood or in case of refractory disease.","2019",,"Rev Med Interne",," review","Celiac Disease, FALSE, complications, Q000150, Fatal Outcome, FALSE, Female, FALSE, Humans, FALSE, Lymph Nodes, FALSE, diagnostic imaging, Q000000981, Lymphatic Diseases, FALSE, diagnostic imaging, Q000000981, Male, FALSE, Middle Aged, FALSE, Necrosis, FALSE, diagnostic imaging, Q000000981, Tomography, X-Ray Computed, FALSE",,,1,"projTutoLymphome","2024-02-06"
,"31094173","Risk factors of unfavorable prognosis of chronic hepatitis C.","Shchanitcyna SE","AIM: To investigate risk factors of unfavorable prognosis in patients with chronic hepatitis C (CHC), including liver cirrhosis (LC), decompensated cirrhosis, hepatocellular carcinoma (HCC), cryoglobulinemic vasculitis (CryoVas) and B-cell non-Hodgkin's lymphoma.
MATERIALS AND METHODS: This was a retrospective study using data of 824 patients with CHC hospitalized between 2010 and 2016 in clinic named after E.M. Tareev. We used multivariate analysis including logistic regression to calculate odds ratios (ORs) for potential risk factors/predictors associated with unfavorable outcomes in patients with CHC.
RESULTS: The rate of LC, decompensated LC, HCC, serious CryoVas and B-cell lymphoma in patients with CHC was 39.1% (322/824), 14.0% (115/824), 2.8% (23/824), 5.2% (43/824) and 1.2% (10/824), respectively. After adjustment for sex and age the rate of LC, decompensated LC, HCC was 22.8, 8.0 and 1.5%, respectively. Annual rate of LC in patients with CHC was 1.5%; in cirrhotic patients annual rate of decompensated LC and HCC was 2.9 and 1%, respectively. Risk factors independently associated with development of LC were elevated body mass index (OR 1.43), immunosuppressive therapy (OR 1.67), diabetes type 2 (OR 2.03), absence of antiviral therapy (OR 2.15), alcohol abuse (OR 2.34), duration of infection ≥20 years (ОR 2.74) and an absence of sustained virological responce (SVR) (OR 2.98). Independent risk factors for decompensation in cirrhotic patients included diabetes type 2 (OR 1.47), alcohol abuse (OR 1.53), an absence of antiviral therapy (OR 2.36) and an absence of SVR (OR 1.94). An episode of decompensation was the independent predictor of HCC in cirrhotic patients (OR 3.99). Genotype 1b (OR 1.66) and an absence of antiviral therapy (OR 3.31) were independently associated with serious CryoVas. Two prognostic scales were offered for risk evaluation of LC and its complications.
CONCLUSION: Multivariate analysis showed several factors independently associated with higher risk for LC, decompensation of LC, HCC, serious CryoVas in patients with CHC. The rate of unfavorable outcomes of CHC is found, including rare extrahepatic manifestations.","2019",,"Ter Arkh"," AIM : To investigate risk factors of unfavorable prognosis in patients with chronic hepatitis C ( CHC ) , including liver cirrhosis ( LC ) , decompensated cirrhosis , hepatocellular carcinoma ( HCC ) , cryoglobulinemic vasculitis ( CryoVas ) and B-cell non-Hodgkin's lymphoma ","other","Antiviral Agents, FALSE, therapeutic use, Q000627, Carcinoma, Hepatocellular, FALSE, epidemiology, Q000453, Cryoglobulinemia, FALSE, epidemiology, Q000453, Hepatitis C, Chronic, FALSE, complications, Q000150, Humans, FALSE, Liver Cirrhosis, FALSE, complications, Q000150, Liver Neoplasms, FALSE, epidemiology, Q000453, Lymphoma, B-Cell, FALSE, epidemiology, Q000453, Prognosis, FALSE, Retrospective Studies, FALSE, Risk Factors, FALSE, Treatment Failure, FALSE, Vasculitis, FALSE, epidemiology, Q000453",,,1,"projTutoLymphome","2024-02-06"
,"31027874","[Sjögren's syndrome update: Clinical and therapeutic aspects].","Nocturne G","Sjögren's syndrome (SS) is a systemic orphan disease. It is characterized by the involvement of epithelial tissues leading to the term of autoimmune epithelitis. New classification criteria have been developed in 2016. New scores have also been developed: a patient-reported outcome called ESSPRI and a score assessing systemic activity of the disease called ESSDAI. These new tools are very helpful to better stratify patients and to customize the management of this very heterogeneous disease. Among the autoimmune diseases, SS is associated with the highest risk of lymphoma. Five to ten percent of the patients will have a B cell lymphoma mostly a low-grade lymphoma developing from mucosa-associated lymphoid tissue (MALT). Major advances have been made in this field: pathogeny is better understood, new predictors are available and progresses have been made in the management of this severe complication. Research in the field of SS is very dynamic as illustrated by the high number of therapeutic trials. There is hope that these innovations, reviewed in the present article, will have potential significant repercussions for the patients in the next few years.","2019",,"Rev Med Interne",," review","Humans, FALSE, Lymphoma, FALSE, diagnosis, Q000175, Patient Reported Outcome Measures, FALSE, Severity of Illness Index, FALSE, Sjogren's Syndrome, TRUE, classification, Q000145, Therapies, Investigational, FALSE, methods, Q000379",,,1,"projTutoLymphome","2024-02-06"
,"30843638","A population-based study of the prevalence and risk factors of low-grade Plasmodium falciparum malaria infection in children aged 0-15 years old in northern Tanzania.","Peprah S","OBJECTIVES: Northern Tanzania experiences significant malaria-related morbidity and mortality, but accurate data are scarce. We update the data on patterns of low-grade Plasmodium falciparum malaria infection among children in northern Tanzania.
METHODS: Plasmodium falciparum malaria prevalence (pfPR) was assessed in a representative sample of 819 children enrolled in 94 villages in northern Tanzania between October 2015 and August 2016, using a complex survey design. Individual- and household-level risk factors for pfPR were elicited using structured questionnaires. pfPR was assessed using rapid diagnostic tests (RDTs) and thick film microscopy (TFM). Associations with pfPR, based on RDT, were assessed using adjusted odds ratios (aOR) and confidence intervals (CI) from weighted survey logistic regression models.
RESULTS: Plasmodium falciparum malaria prevalence (pfPR) was 39.5% (95% CI: 31.5, 47.5) by RDT and 33.4% (26.0, 40.6) by TFM. pfPR by RDT was inversely associated with higher-education parents, especially mothers (5-7 years of education: aOR 0.55; 95% CI: 0.31, 0.96, senior secondary education: aOR 0.10; 95% CI: 0.02, 0.55), living in a house near the main road (aOR 0.34; 95% CI: 0.15, 0.76), in a larger household (two rooms: aOR 0.40; 95% CI: 0.21, 0.79, more than two rooms OR 0.35; 95% CI: 0.20, 0.62). Keeping a dog near or inside the house was positively associated with pfPR (aOR 2.01; 95% CI: 1.26, 3.21). pfPR was not associated with bed-net use or indoor residual spraying.
CONCLUSIONS: Nearly 40% of children in northern Tanzania had low-grade malaria antigenaemia. Higher parental education and household metrics but not mosquito bed-net use were inversely associated with pfPR.","2019",,"Trop Med Int Health"," OBJECTIVES : Northern Tanzania experiences significant malaria-related morbidity and mortality , but accurate data are scarce ","other","Adolescent, FALSE, Animals, FALSE, Antigens, FALSE, Child, FALSE, Child, Preschool, FALSE, Cross-Sectional Studies, FALSE, Dogs, FALSE, Educational Status, FALSE, Family Characteristics, FALSE, Female, FALSE, Housing, FALSE, Humans, FALSE, Infant, FALSE, Infant, Newborn, FALSE, Logistic Models, FALSE, Malaria, Falciparum, FALSE, epidemiology, Q000453, Male, FALSE, Odds Ratio, FALSE, Pets, FALSE, Plasmodium falciparum, TRUE, Prevalence, FALSE, Risk Factors, FALSE, Severity of Illness Index, FALSE, Tanzania, FALSE, epidemiology, Q000453",,,1,"projTutoLymphome","2024-02-06"
