"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName"
,"36228833",,,"",,,,,,,,,,,,"cardiovascular disease, heart failure, stroke, atherosclerosis",,1,"ckdIron"
,"32620237",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10406456",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31110308",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"34157296",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"36407262",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"29322715",,,"india",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"34849330",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"36554881",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"36816471",,,"",,,,,,,,,,,,"cardiovascular disease, ",,1,"ckdIron"
,"28701470",,,"",,,,"years",64,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"36453025",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37632465",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"28836730",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"37632674",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"30970349",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"24904420",,,"mali",,,,,,,,,,,,"cardiovascular disease, atherosclerosis, metabolic syndrome, diabetes",,1,"ckdIron"
,"36879446",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"30222663",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"35815543",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"35532871",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"22909065",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"26194551",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"30821294",,,"",,,,,65,,,,"90"," elderly or 65","mostly men","heart failure, iron deficiency","iron deficiency",1,"ckdIron"
,"29052292",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"31175900",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"27402492",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"25778532",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35159312",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31466321",,,"",,,,,,,,,,,,"iron deficiency, cardiovascular disease, heart failure",,1,"ckdIron"
,"30266362",,,"",,,,,,,,,,,,"heart failure, clinical trials, iron deficiency",,1,"ckdIron"
,"22365163",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"31593159",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"28115313",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"25716025",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31162883",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29174251",,"760","united kingdom",,,,,,,,,," mixed.","mostly men. This is because both studies included were related to patients with chronic heart failure (CHF), which is more commonly found in men than women.","heart failure, search","FCM was noted in mortality from worsening HF",1,"ckdIron"
,"25392825",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28039585",,,"",,,,,,,,,,,,"heart failure, iron deficiency, pros",,1,"ckdIron"
,"26481082",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"31920152",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"31630768",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28405775",,,"",,,,,,,,,,,,"iron deficiency, disability, heart failure, clinical trials",,1,"ckdIron"
,"24656105",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"37329419",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"24216080",,,"",,,,,,,,,,,,"iron deficiency, heart failure, disability",,1,"ckdIron"
,"21903059",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"37632463",,,"united states",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"33783780",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"30737269",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"35326646",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33721056",,"1701","",,,,"year",76,,,82,"43.8"," elderly. or 76 (68-82) years","43.8% women.","iron deficiency, heart failure","iron deficiency",1,"ckdIron"
,"33380357",,,"china",,,,"years",63,,,,,,,,,1,"ckdIron"
,"35487255",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"34277231",,,"pakistan, mali",,,,,,,,,,,,,,1,"ckdIron"
,"29892473",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"31791540",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"12730464",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37051919",,"1107","",,,,"year",73.7,,,,," adult or 73.7 versus 69.1 years","mostly men","heart failure, ",,1,"ckdIron"
,"29854274",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35262258",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"34003689",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"8970483",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"8401008",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"26387139",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21239817",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"30917972",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11166657",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28446734",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"24176079",,,"",,,,,,,,,,,,"iron deficiency, genes",,1,"ckdIron"
,"9566484",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36501175",,"1248","",,,,"year",,,10,74,," adult. or 10−74 years","mostly women.","Inadequate iron intake and iron deficiency",,1,"ckdIron"
,"33553263",,,"",,,,,,,,,,,,"iron deficiency, genes",,1,"ckdIron"
,"15708305",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33596750",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"22940847",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"34610649",,"12164","",,,,"year",59,,,68,"54.8"," ""adult"" or 59 (45-68) years","45.2% men.","iron deficiency, ","cardiovascular (CV) disease",1,"ckdIron"
,"15231242",,,"finland",,,,,,,,,,,,,,1,"ckdIron"
,"33620455",,,"",,,,"years",74.3,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"36964671",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"36688211",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"25668155",,,"",,,,,,,,,,,,"cardiovascular disease, clinical trials",,1,"ckdIron"
,"32458571",,"2223","",,,,"year",59,,,,," mixed, because both adult and elderly individuals are included in the study. or ≤59 years","1) most... (man) y) mixed ...and ...women.
Mixed refers to man and woman which implies that both men and women were included in the study.","heart failure, iron deficiency","iron deficiency",1,"ckdIron"
,"29803668",,,"united states",,,,"years",50.4,,,,,,,,,1,"ckdIron"
,"30853478",,"1404","",,,,,,,,,," mixed.","mainly women","heart failure, ",,1,"ckdIron"
,"31610927",,"107","",,,,"year",,,1,21,," children. or 1-21 years","mostly men.","iron deficiency, heart failure",,1,"ckdIron"
,"24957529",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"30037035",,"111","",,,,,1.7,,,,"42.8"," ""adult"". or hr 1.73","mostly women","iron deficiency, heart failure",,1,"ckdIron"
,"10421276",,,"united kingdom",,,,,,,,,,,,"atherosclerosis, cardiovascular disease",,1,"ckdIron"
,"31759486",,,"",,,,,,,,,,,,"chronic kidney disease, ",,1,"ckdIron"
,"22948485",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"10491367",,,"",,,,,,,,,,,,"cardiovascular disease, NA",,1,"ckdIron"
,"11904355",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"27545647",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"26669811",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"23375327",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23721262",,,"",,,,,,,,,,,,"cardiovascular disease, ",,1,"ckdIron"
,"35436828",,,"india",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"34801431",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10799402",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"10721924",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32658883",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"30218980",,,"",,,,,,,,,,,,"myeloperoxidase deficiency, character(0)",,1,"ckdIron"
,"32165346",,"30","",,,,,15,,,,," ""mixed"", which represents the participation of both adult and elderly patients with CHF and ID. or 15","mostly men","heart failure, ","Iron deficiency",1,"ckdIron"
,"33834234",,,"united states",,,,,,,,,"93.4"," mixed, because it includes various age groups including children, adults and elderly population","mostly women","iron deficiency, ",,1,"ckdIron"
,"27412574",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"9034408",,,"",,,,,,,,,,,,"cardiovascular disease, atherosclerosis",,1,"ckdIron"
,"35000281",,,"cuba",,,,,,,,,,,,,,1,"ckdIron"
,"21195349",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"37202214",,"1416","japan",,,,"year",,,,75,," elderly (age range: 20-75 years).
The context provides the following details about the sample included: There were 1416 patients aged 20-75 with pre-dialysis chronic kidney disease. This age classification represents a mixture of ages because people younger than 20, or older than 75 are not considered to have pre-dialysis CKD; instead they'll likely fall under pediatric or elderly categories respectively. or 20-75 years","mostly men","chronic kidney disease, cardiovascular disease","pre-dialysis chronic kidney disease",1,"ckdIron"
,"27471736",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10084298",,,"",,,,,,,,,,,,"cardiovascular disease, ",,1,"ckdIron"
,"23668746",,"418","italy",,,,,1,,,30,," mixed. or 1 march 2010 to 30 march 2011.","mostly women.","heart failure, iron deficiency","iron deficiency anemia",1,"ckdIron"
,"32402587",,,"",,,,,,,,,,,,"cardiovascular disease, NA",,1,"ckdIron"
,"33586856",,"1947","",,,,,,,,,," mixed.","information not available.","heart failure, ",,1,"ckdIron"
,"33292849",,"599","",,,,,31,,,,," mixed. or 31","mostly men.","iron deficiency, heart failure, cancer",,1,"ckdIron"
,"34964300",,,"mali",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"21057903",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"37315201",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"21838524",,"906","italy",,,,"year",61.1,17.1,,,," elderly, as they were aged 61.1±17.1 years at the beginning of the study. or 61.1±17.1 years","mostly women.","cardiovascular morbidity","low and high iron levels",1,"ckdIron"
,"31269687",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"26898550",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33843814",,,"mali",,,,,,,,,,,,"iron deficiency, chest pain",,1,"ckdIron"
,"8935217",,,"finland",,,,,,,,,,,,,,1,"ckdIron"
,"36363528",,"52","",,,,,,,,,," mixed.","mostly women","iron deficiency, heart failure",,1,"ckdIron"
,"25318751",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"25378535",,,"",,,,,,,,,,,,"sickle cell disease, genes",,1,"ckdIron"
,"25500370",,,"united states",,,,,40,,,,," : elderly or 40","mostly men","prediabetes","elevated iron markers",1,"ckdIron"
,"35706153",,,"",,,,"years",,,,,,,,,,1,"ckdIron"
,"26043148",,"149","denmark",,,,"years",70,,,,"25"," elderly. or 70","mostly men.","iron deficiency, heart failure",,1,"ckdIron"
,"24331117",,,"",,,,,,,,,,,,"hemochromatosis, NA",,1,"ckdIron"
,"37623500",,"104","",,,,,84,,,,," elderly. or 84","information not available","heart failure, iron deficiency",,1,"ckdIron"
,"34131705",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"36843397",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"20865450",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21263129",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"32439287",,,"",,,,"years",72,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"25951130",,,"",,,,"months",,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"27516242",,,"",,,,,,,,,," mixed.
mixed","most women.","iron deficiency, ","iron deficiency",1,"ckdIron"
,"36611912",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32378295",,,"mali",,,,,,,,,,,,"liver disease, ",,1,"ckdIron"
,"27543471",,,"india",,,,,,,,,"32"," adult","68% males and 32% females.","iron deficiency, heart failure",,1,"ckdIron"
,"32533907",,,"spain",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"31006624",,"110","france",,,,"year",81,,,,," elderly. or 81 years","information not available.","heart failure, ",,1,"ckdIron"
,"20699672",,,"",,,,,,,,,,,,"heart failure, diagnostic tests , iron deficiency, clinical trials",,1,"ckdIron"
,"22064877",,,"chile",,,,,,,,,,,,,,1,"ckdIron"
,"23601212",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35046130",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"25462819",,"235","",,,,,93,,,,," mixed. or 93","mostly men.","cardiovascular events and 21 patients from sepsis","mortality",1,"ckdIron"
,"22190024",,,"",,,,,,,,,," adult","mostly men","iron deficiency, tuberculosis","anemia",1,"ckdIron"
,"15147368",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33481797",,,"",,,,"years",,,,,,,,,,1,"ckdIron"
,"32574618",,,"",,,,,,,,,,,,"chronic kidney disease, genes",,1,"ckdIron"
,"22172865",,,"poland",,,,,,,,,"62"," adult","information not available","iron deficiency, ",,1,"ckdIron"
,"34783364",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21744260",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33969559",,"179","norway",,,,,30,,,,," adult. or id(f30","mainly women.
MAIN OUTCOME MEASURE(S) Prevalence of iron deficiency, according to various definitions; factors associated with iron deficiency in heart transplant recipients.","iron deficiency, ",,1,"ckdIron"
,"35170249",,"1661","france",,,,"year",78,,,,," elderly. or 78 years","mostly men","iron deficiency, heart failure",,1,"ckdIron"
,"11399125",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35279929",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"21606083",,"68","belgium",,,,"year",36.9,14.2,,,"69.1"," adult. or 36.9 ± 14.2 years","mostly men.","iron deficiency, ",,1,"ckdIron"
,"20620535",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21063931",,,"",,,,,,,,,,,,"iron deficiency, heart failure, chronic kidney disease",,1,"ckdIron"
,"29890135",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33446747",,,"",,,,,,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"22986645",,,"japan",,,,,,,,,,,,"cardiovascular disease, stroke, cancer",,1,"ckdIron"
,"37632415",,"4501","",,,,,,,,,," : adult","mostly men","heart failure, iron deficiency","heart failure",1,"ckdIron"
,"33910844",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37130747",,"197152","",,,,"year",50,,,,," elderly. or ≥50 years","mostly men. This is because Greater Glasgow region has a predominantly male population, with around 51% males and 49% females.","iron deficiency, cardiovascular disease, heart failure, cancer, cancer","anaemia and iron deficiency",1,"ckdIron"
,"21860702",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29238166",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"20404750",,"116","",,,,"year",,,10,18,," Children or 10-18 years old","mostly women","iron deficiency, ","Helicobacter pylori-associated ID",1,"ckdIron"
,"22162919",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37599005",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33843393",,,"mali",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"35869741",,"1082","",,,,,,,,,," : elderly","mostly men","iron deficiency, heart failure","male sex",1,"ckdIron"
,"27257345",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31791539",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"34816550",,"2151","",,,,,70.5,,,,"26.7","70.5 (interquartile range 61.4-78.1).
From the context provided, the age class of the study participants is 70.5 (interquartile range 61.4-78.1), which falls into the ""elderly"" category.","most men.","iron deficiency, chronic kidney disease, heart failure, cancer",,1,"ckdIron"
,"37309696",,"248","south korea",,,,"year",67.6,14.9,,,"38.2","67.6 ± 14.9 years (adult). or 67.6 ± 14.9 years","mostly women.","iron deficiency, heart failure",,1,"ckdIron"
,"19812941",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29963255",,,"",,,,,,,,,,,,"cancer, character(0)",,1,"ckdIron"
,"28666715",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28739199",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"31908613",,,"",,,,,,,,,,,,"heart failure, iron deficiency, clinical trials",,1,"ckdIron"
,"34191394",,,"switzerland, italy",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"23787722",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"11273140",,"58","india",,,,,,,,,," adult.","information not available","coronary heart disease",,1,"ckdIron"
,"21777744",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"36384408",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"31581494",,"503","",,,,"day",,,,,," adult","mostly men","iron deficiency, heart failure",,1,"ckdIron"
,"19006228",,,"",,,,,,,,,,,,"thalassemia, ",,1,"ckdIron"
,"31580153",,,"italy",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"37592272",,"1108","",,,,,,,,,"38.5"," mixed. or 231","mostly men.","heart failure, iron deficiency","previous myocardial infarction",1,"ckdIron"
,"34994220",,,"israel",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"36786662",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"15083854",,,"",,,,"years",,,,,,,,,,1,"ckdIron"
,"7886058",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10200130",,,"",,,,"years",,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"21330119",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"33794590",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"22226595",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31514541",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"19054334",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"15817853",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35334136",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"27038128",,,"",,,,,,,,,,,,"thalassemia, ",,1,"ckdIron"
,"31311224",,,"india",,,,,,,,,,,,"heart failure, chronic kidney disease, osteoporosis",,1,"ckdIron"
,"25246505",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30629202",,"1243","ghana",,,,,,,,,"91"," mixed because the participants were pregnant women, which can include various ages from teenagers to older individuals.","mostly women.","iron deficiency, ",,1,"ckdIron"
,"24722935",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"19372448",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23794608",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"24902020",,,"",,,,,,,,,,,,"diabetes, ",,1,"ckdIron"
,"16033854",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"20593115",,,"",,,,,,,,,,,,"iron deficiency, hemochromatosis",,1,"ckdIron"
,"15218543",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23227165",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31385673",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36805379",,,"italy, south korea",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"9662199",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37598795",,,"",,,,,,,,,,,,"heart failure, clinical trials, iron deficiency, atrial fibrillation, type 2 diabetes",,1,"ckdIron"
,"15153574",,"32566","",,,,,1,,,,," mixed. or 1 yr","mostly women. This is based on the fact that dialysis patients usually have multiple comorbidities, which tend to be more prevalent in females.","morbidity","iron dosing and mortality",1,"ckdIron"
,"29961562",,"190","",,,,,,,,,," mixed. or 190","mostly women","iron deficiency, chronic kidney disease, heart failure","iron-deficiency anemia",1,"ckdIron"
,"18037416",,,"",,,,,,,,,,,,"myelodysplastic syndrome, ",,1,"ckdIron"
,"31021531",,,"france",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"16094610",,,"south korea",,,,,,,,,,,,,,1,"ckdIron"
,"35766071",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"36653310",,,"japan",,,,"years",,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"35503997",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"36286810",,,"united kingdom",,,,,,,,,"50"," mixed","mostly women","iron deficiency, heart failure",,1,"ckdIron"
,"37114346",,"15197","sweden",,,,,,,,,," ""mixed"", which represents both adults and elderly individuals with HF.","mostly men.","iron deficiency, heart failure",,1,"ckdIron"
,"18817783",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24923867",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"35687248",,,"switzerland",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"30208847",,,"",,,,,,,,,,,,"iron deficiency, chronic kidney disease",,1,"ckdIron"
,"37400990",,"4422","",,,,"year",75,,,82,"40"," elderly. or 75 (68-82) years","mainly men
mainly women","iron deficiency, heart failure",,1,"ckdIron"
,"25649970",,,"spain",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"36718652",,,"france, germany, poland, spain, sweden",,,,,,,,,,,,"iron deficiency, heart failure, disability",,1,"ckdIron"
,"32518682",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"28730869",,"1197","belgium",,,,,1.4,,,,"29"," adult. or 1.4","71% male.","iron deficiency, heart failure",,1,"ckdIron"
,"33111457",,"25","",,,,,25,,,,," mixed. or 25","mostly men.","heart failure, ","Iron deficiency",1,"ckdIron"
,"17507339",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"17507338",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30058211",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33504934",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"19155800",,,"",,,,,,,,,,,,"menopause, NA",,1,"ckdIron"
,"17312669",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36476095",,"3","switzerland, italy",,,,,,,,,," mixed.","mostly men.","iron deficiency, heart failure",,1,"ckdIron"
,"22073795",,,"",,,,,,,,,,,,,,1,"ckdIron"
