"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName","uploadDate"
,"11502797",,"third percentile",,,"subjects  systolic blood pressure",,"54 %","%",1,"allChronicFatigue","2023-12-05"
,"11502797",,"diastolic blood pressure",,,"subjects",,"42 %","%",1,"allChronicFatigue","2023-12-05"
,"11502797",,"null heterozygote",,,"idiopathic chronic fatigue",,"86 %","%",1,"allChronicFatigue","2023-12-05"
,"11531735",,"LPA",,,"class one",,"68 %","%",1,"allChronicFatigue","2023-12-05"
,"11531735",,"somatoform illness",,,"class two subjects",,"32 %","%",1,"allChronicFatigue","2023-12-05"
,"11555128",,"Holmes",,,"cfs group",,"60.3 %","%",1,"allChronicFatigue","2023-12-05"
,"11595249",,"CFS",,,"defensive high anxious",,"46 %","%",1,"allChronicFatigue","2023-12-05"
,"11600166",,"liaison psychiatry",,,"questionnaire response rate",,"61 %","%",1,"allChronicFatigue","2023-12-05"
,"11600166",,"pretreatment",,,"those work study",,"53 %","%",1,"allChronicFatigue","2023-12-05"
,"11600166",,"Those in work or study",,,"pretreatment",,"29 %","%",1,"allChronicFatigue","2023-12-05"
,"11600166",,"contributory factor in their illness",,,"occupational stress",,"65 %","%",1,"allChronicFatigue","2023-12-05"
,"11887477",,"periodontitis",,,"diabetes",,"6 %","%",1,"allChronicFatigue","2023-12-05"
,"11887477",,"polygenic disorders",,,"diabetes mellitus periodontitis",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"11887477",,"9 %",,,"periodontitis diabetics non diabetics",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"11887477",,"periodontitis",,,"diabetes",,"6.3 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"NA",,,"patients syndrome",,"80 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"CFS",,,"total ige < iu ml",,"78 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"allergens",,,"positive test allergen specific ige class i greater",,"26 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"allergens",,,"total ige > iu ml",,"22 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"allergens",,,"positive test allergen specific ige",,"73 %","%",1,"allChronicFatigue","2023-12-05"
,"11894732",,"CFS patients",,,"allergen specific ige",,"36 %","%",1,"allChronicFatigue","2023-12-05"
,"11961172",,"anti-Ro and anti-La",,,"antinuclear antibodies",,"19 %","%",1,"allChronicFatigue","2023-12-05"
,"11993585",,".5 %",,,"fatigue",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"11993585",,"social and demographic characteristics",,,"doctor",,"6.5 %","%",1,"allChronicFatigue","2023-12-05"
,"11993585",,"social and demographic characteristics",,,"years",,"19 %","%",1,"allChronicFatigue","2023-12-05"
,"11993585",,"female",,,"eligible free gp services",,"48 %","%",1,"allChronicFatigue","2023-12-05"
,"12034582",,"As of July 1 , 1999",,,"seabees contacted returned questionnaire",,"68.6 %","%",1,"allChronicFatigue","2023-12-05"
,"12034582",,"illness",,,"gulf war seabee participants",,"22 %","%",1,"allChronicFatigue","2023-12-05"
,"12069875",,"CPRS",,,"high baseline incidence",,"70 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"men",,,"cf",,"8.7 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"95 % CI = 5.5-10.7 %",,,"men",,"7.8 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"women",,,"women",,"11.0 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"women",,,"cf without minor psychiatric disorders",,"4.5 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"men",,,"cf without minor psychiatric disorders",,"3.9 %","%",1,"allChronicFatigue","2023-12-05"
,"12091584",,"women",,,"women",,"6.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12219066",,"gender",,,"female",,"71 %","%",1,"allChronicFatigue","2023-12-05"
,"12219066",,"Beighton scores",,,"joint hypermobility",,"24 %","%",1,"allChronicFatigue","2023-12-05"
,"12232494",,"Baseline characteristics",,,"female",,"83.3 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"endometriosis",,,"pain",,"99 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"1.5 %",,,"infertility",,"41 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"endometriosis",,,"hypothyroidism",,"1.5 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"5.9",,,"fibromyalgia",,"3.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"4.6",,,"chronic fatigue syndrome",,"0.03 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"hyperthyroidism or diabetes",,,"na",,"1.2 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"hyperthyroidism or diabetes",,,"na",,"0.04 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"NA",,,"p <",,"0.07 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"Allergies and asthma",,,"endometriosis",,"61 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"women with endometriosis",,,"p <",,"12 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"women with endometriosis",,,"fibromyalgia chronic fatigue syndrome",,"88 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"fibromyalgia or chronic fatigue syndrome",,,"p <",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"5 %",,,"na p <",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"12351553",,"NA",,,"p <",,"5 %","%",1,"allChronicFatigue","2023-12-05"
,"12357281",,"CFS patients",,,"abnormal blood pressure heart rate response head tilt",,"27.8 %","%",1,"allChronicFatigue","2023-12-05"
,"12357281",,"controls",,,"cfs patients",,"16.7 %","%",1,"allChronicFatigue","2023-12-05"
,"12357281",,"CFS",,,"head tilt negative controls",,"13.6 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"patients",,,"cfs surveillance system",,"87 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"Group II",,,"group i",,"23 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"101",,,"group iv",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"white",,,"cfs patients",,"96 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"111 ( 85 % ) were women .7 years",,,"women",,"85 %","%",1,"allChronicFatigue","2023-12-05"
,"12412768",,"8.7 per 100,000 population",,,"graduated college",,"38 %","%",1,"allChronicFatigue","2023-12-05"
,"12421157",,"CDC criteria for CFS",,,"patients fss scores greater",,"84.1 %","%",1,"allChronicFatigue","2023-12-05"
,"12421157",,"without headache",,,"patients met cdc criteria cfs",,"66.7 %","%",1,"allChronicFatigue","2023-12-05"
,"12421157",,"without headache",,,"thirty two patients met modified cdc criteria",,"50.8 %","%",1,"allChronicFatigue","2023-12-05"
,"12423773",,"two out of 36 ( 5.6 % ) in the control sample",,,"infected least one species mycoplasma",,"68.6 %","%",1,"allChronicFatigue","2023-12-05"
,"12423773",,"control sample",,,"sample",,"5.6 %","%",1,"allChronicFatigue","2023-12-05"
,"12423773",,"M . hominis",,,"sample",,"36.8 %","%",1,"allChronicFatigue","2023-12-05"
,"12423773",,"M . penetrans",,,"multiple mycoplasmal infections",,"17.2 %","%",1,"allChronicFatigue","2023-12-05"
,"12470318",,"0 to 4.9 % , with the most established criteria",,,"prevalence",,"4.9 %","%",1,"allChronicFatigue","2023-12-05"
,"12470318",,"most established criteria",,,"prevalence",,"1.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12470318",,"majority",,,"women",,"78 %","%",1,"allChronicFatigue","2023-12-05"
,"12508473",,"infection-free",,,"c burnetii infection",,"24.1 %","%",1,"allChronicFatigue","2023-12-05"
,"12508473",,"eosinophil",,,"c degrees c",,"3.6 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"syncope of unknown cause",,,"patients cfs",,"79 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"CFS",,,"syncope unknown cause",,"46 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"healthy subjects",,,"non cfs chronic fatigue",,"35 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,".02",,,"healthy subjects",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"Presyncope or syncope during tilt",,,"cfs patients",,"38 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"Presyncope or syncope during tilt",,,"patients non cfs chronic fatigue",,"21 %","%",1,"allChronicFatigue","2023-12-05"
,"12528078",,"non-CFS chronic fatigue",,,"patients recurrent syncope",,"43 %","%",1,"allChronicFatigue","2023-12-05"
,"12530602",,"CFS",,,"unexplained fatigue",,"5.1 %","%",1,"allChronicFatigue","2023-12-05"
,"12530602",,"Centers for Disease Control",,,"cfs",,"2.2 %","%",1,"allChronicFatigue","2023-12-05"
,"12530602",,"CFS patients",,,"veterans reported sudden onset symptoms",,"19 %","%",1,"allChronicFatigue","2023-12-05"
,"12530602",,"veterans",,,"gradual onset",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"12563023",,"controls",,,"cfs",,"72 %","%",1,"allChronicFatigue","2023-12-05"
,"12622305",,"prevalence 9.9 % in the previous year",,,"fatigue if individual twins",,"9.9 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"MCS",,,"met criteria fm",,"37 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"FM",,,"mcs",,"33 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"CFS",,,"depression",,"27.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"CFS / FM",,,"depression",,"52.3 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"FM",,,"cfs mcs group",,"45.2 %","%",1,"allChronicFatigue","2023-12-05"
,"12651994",,"CFS / FM / MCS",,,"depression",,"69.2 %","%",1,"allChronicFatigue","2023-12-05"
,"12663711",,"HDSs",,,"cf",,"16 %","%",1,"allChronicFatigue","2023-12-05"
,"12663711",,"TCSs",,,"hdss",,"24 %","%",1,"allChronicFatigue","2023-12-05"
,"12663711",,"TCSs",,,"genpop",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"12685490",,"C282Y homozygotes",,,"ts > two five men",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"12685490",,".3 %",,,"three female patients",,"45 %","%",1,"allChronicFatigue","2023-12-05"
,"12685490",,"95 % confidence interval 0-5.5 %",,,"prevalence",,"2.3 %","%",1,"allChronicFatigue","2023-12-05"
,"12745311",,"Fatigue",,,"participation rate",,"79.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12745311",,"Psychiatric",,,"unexplained chronic fatigue",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"12765866",,"CF",,,"subjects",,"37 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,".5 % positive",,,"mycoplasmal infections",,"52 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,"positive",,,"chlamydia pneumoniae",,"7.5 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,"positive",,,"human herpes virus",,"30.5 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,"Control subjects",,,"mycoplasmal",,"6 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,"Control subjects",,,"active hhv",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"12887507",,"chlamydial",,,"infections",,"1 %","%",1,"allChronicFatigue","2023-12-05"
,"12913943",,"Amish",,,"pain",,"34.3 %","%",1,"allChronicFatigue","2023-12-05"
,"12913943",,"25.4 %",,,"pain upper extremities",,"25.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12913943",,"pain",,,"extremities",,"22.5 %","%",1,"allChronicFatigue","2023-12-05"
,"12913943",,"women",,,"age point prevalence",,"10.4 %","%",1,"allChronicFatigue","2023-12-05"
,"12913943",,"women",,,"age sex prevalence",,"7.3 %","%",1,"allChronicFatigue","2023-12-05"
,"12962595",,"NA 32 %",,,"na",,"32 %","%",1,"allChronicFatigue","2023-12-05"
,"12962595",,"expatriates",,,"positive schistosomiasis",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"14757548",,"women",,,"=",,"80 %","%",1,"allChronicFatigue","2023-12-05"
,"14757548",,"96 % being women ( n = 1432",,,"women",,"96 %","%",1,"allChronicFatigue","2023-12-05"
,"14757548",,"a ) having been given such a diagnosis",,,"employees fulfilled criteria paa",,"4.8 %","%",1,"allChronicFatigue","2023-12-05"
,"14757548",,"divorced",,,"single",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"14757548",,"13 %",,,"divorced",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"14980991",,"70 subjects",,,"cfs symptoms",,"41 %","%",1,"allChronicFatigue","2023-12-05"
,"14980991",,"21",,,"symptoms",,"30 %","%",1,"allChronicFatigue","2023-12-05"
,"14980991",,"CFS",,,"symptoms",,"29 %","%",1,"allChronicFatigue","2023-12-05"
,"14980991",,"CFS",,,"symptoms",,"20 %","%",1,"allChronicFatigue","2023-12-05"
,"14980991",,"CFS",,,"children",,"21 %","%",1,"allChronicFatigue","2023-12-05"
,"14982142",,"FM criteria",,,"lifetime ptsd",,"20 %","%",1,"allChronicFatigue","2023-12-05"
,"14982142",,"FM criteria",,,"lifetime mdd",,"42 %","%",1,"allChronicFatigue","2023-12-05"
,"14983104",,"SLE patients",,,"nmh",,"47.9 %","%",1,"allChronicFatigue","2023-12-05"
,"14983104",,"systolic blood pressure",,,"sle patients fm",,"23.7 %","%",1,"allChronicFatigue","2023-12-05"
,"14983104",,"TP",,,"least one tender point",,"67.1 %","%",1,"allChronicFatigue","2023-12-05"
,"14983104",,"poor health status",,,"sle without fm",,"69.4 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"MAIN OUTCOME MEASURE",,,"eligible subjects",,"69 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"chronic fatigue syndrome",,,"partial improvement",,"31 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"chronic fatigue syndrome",,,"improvement",,"44 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"chronic fatigue syndrome",,,"the idiopathic chronic fatigue group near complete recovery",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"partial in 10 %",,,"partial",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"14993080",,"idiopathic chronic fatigue group",,,"improvement",,"40 %","%",1,"allChronicFatigue","2023-12-05"
,"15016586",,"personality disorders",,,"depressed group",,"73 %","%",1,"allChronicFatigue","2023-12-05"
,"15016586",,"depressed",,,"healthy group diagnosed personality disorders",,"4 %","%",1,"allChronicFatigue","2023-12-05"
,"15078735",,"2.8 %",,,"osa",,"0.8 %","%",1,"allChronicFatigue","2023-12-05"
,"15078735",,"2.8 %",,,"osa",,"2.8 %","%",1,"allChronicFatigue","2023-12-05"
,"15078735",,"men",,,"osa",,"3.2 %","%",1,"allChronicFatigue","2023-12-05"
,"15078735",,"1.8 %",,,"women",,"1.4 %","%",1,"allChronicFatigue","2023-12-05"
,"15078735",,"OSA",,,"women",,"1.8 %","%",1,"allChronicFatigue","2023-12-05"
,"15090670",,"employees",,,"cfs like cases",,"3.6 %","%",1,"allChronicFatigue","2023-12-05"
,"15090670",,"a physician",,,"diagnosed cfs",,"0.36 %","%",1,"allChronicFatigue","2023-12-05"
,"15172940",,"chronic",,,"fatigue",,"65 %","%",1,"allChronicFatigue","2023-12-05"
,"15172940",,"chronic fatigue syndrome",,,"fatigue",,"77 %","%",1,"allChronicFatigue","2023-12-05"
,"15172940",,"chronic fatigue syndrome",,,"fatigue",,"2.34 %","%",1,"allChronicFatigue","2023-12-05"
,"15172940",,"adult operationally",,,"chronic fatigue syndrome",,"1.29 %","%",1,"allChronicFatigue","2023-12-05"
,"15180222",,"49 % females and 51 % males age range 18-72 years",,,"females",,"49 %","%",1,"allChronicFatigue","2023-12-05"
,"15180222",,"age range 18-72 years",,,"males",,"51 %","%",1,"allChronicFatigue","2023-12-05"
,"15180222",,"cerebral palsy",,,"general population",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"15193572",,"adolescents",,,"chronic fatigue",,"78 %","%",1,"allChronicFatigue","2023-12-05"
,"15246671",,"medical",,,"na",,"3 %","%",1,"allChronicFatigue","2023-12-05"
,"15266475",,"CFS is a serious health-care problem with a prevalence",,,"cfs",,"3 %","%",1,"allChronicFatigue","2023-12-05"
,"15273883",,"SPMS form",,,"rr ms form",,"88 %","%",1,"allChronicFatigue","2023-12-05"
,"15273883",,"SPMS form",,,"years",,"12 %","%",1,"allChronicFatigue","2023-12-05"
,"15273883",,"sleep disorders",,,"depression",,"44 %","%",1,"allChronicFatigue","2023-12-05"
,"15340544",,"0 %",,,"p less",,"0 %","%",1,"allChronicFatigue","2023-12-05"
,"15351380",,"CFS",,,"maximal voluntary contraction level",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"serum ferritin",,,"transferrin saturation",,"45 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"transferrin saturation",,,"patients presented serum ferritin",,"38 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"45 %",,,"transferrin saturation",,"27 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"pathological",,,"twenty two patients",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"male",,,"patients serum ferritin",,"89 %","%",1,"allChronicFatigue","2023-12-05"
,"15363617",,"hereditary haemochromatosis",,,"confidence interval",,"2.5 %","%",1,"allChronicFatigue","2023-12-05"
,"15369178",,"CFS patients",,,"abnormal cardiac wall motion",,"11.5 %","%",1,"allChronicFatigue","2023-12-05"
,"15369178",,"ACWM",,,"stress exercise",,"24.1 %","%",1,"allChronicFatigue","2023-12-05"
,"15369178",,"controls",,,"acwm",,"2 %","%",1,"allChronicFatigue","2023-12-05"
,"15534161",,"demographic and symptom characteristics",,,"cfs",,"16 %","%",1,"allChronicFatigue","2023-12-05"
,"15534161",,"higher-income",,,"subjects",,"29 %","%",1,"allChronicFatigue","2023-12-05"
