"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName"
,"12360556",,,,,"msa",,"40 %","%",1,"MSA"
,"12360556",,,,,"apd fog",,"47 %","%",1,"MSA"
,"12360556",,,,,"psp",,"53 %","%",1,"MSA"
,"12360556",,,,,"msa",,"54 %","%",1,"MSA"
,"12501577",,,,,"abnormal findings",,"60 %","%",1,"MSA"
,"12501577",,,,,"depression related complaints",,"57 %","%",1,"MSA"
,"12566288",,,,,"antigliadin antibodies",,"14 %","%",1,"MSA"
,"12566288",,,,,"sporadic idiopathic group",,"41 %","%",1,"MSA"
,"12566288",,,,,"antigliadin antibodies",,"15 %","%",1,"MSA"
,"12566288",,,,,"normal controls",,"12 %","%",1,"MSA"
,"12566288",,,,,"the prevalence sporadic idiopathic group",,"32 %","%",1,"MSA"
,"12566288",,,,,"ocular signs",,"84 %","%",1,"MSA"
,"12566288",,,,,"dysarthria",,"66 %","%",1,"MSA"
,"12566288",,,,,"upper limb ataxia",,"75 %","%",1,"MSA"
,"12566288",,,,,"limb ataxia",,"90 %","%",1,"MSA"
,"12566288",,,,,"gastrointestinal symptoms",,"13 %","%",1,"MSA"
,"12566288",,,,,"atrophy cerebellum",,"79 %","%",1,"MSA"
,"12566288",,,,,"white matter hyperintensities",,"19 %","%",1,"MSA"
,"12566288",,,,,"gluten sensitive enteropathy",,"24 %","%",1,"MSA"
,"12566288",,,,,"hla dq",,"72 %","%",1,"MSA"
,"12567332",,,,,"sensitivity",,"83 %","%",1,"MSA"
,"12567332",,,,,"sensitivity",,"49 %","%",1,"MSA"
,"12567332",,,,,"between  elderly demented cases",,"20 %","%",1,"MSA"
,"12573873",,,,,"msa patients",,"75 %","%",1,"MSA"
,"12573873",,,,,"patients msa p",,"82 %","%",1,"MSA"
,"12573873",,,,,"patients msa c",,"50 %","%",1,"MSA"
,"12589575",,,,,"vermian cerebellar atrophy",,"45 %","%",1,"MSA"
,"12589575",,,,,"cortical atrophy",,"50 %","%",1,"MSA"
,"12589575",,,,,"ventricle enlargement",,"75 %","%",1,"MSA"
,"12589575",,,,,"positive predictive value ppv",,"90 %","%",1,"MSA"
,"12589575",,,,,"putaminal",,"70 %","%",1,"MSA"
,"12646759",,,,,"cases diagnosed stridor",,"69 %","%",1,"MSA"
,"12691416",,,,,"stimulation compared stimulation condition",,"15 %","%",1,"MSA"
,"12700909",,,,,"sca",,"84 %","%",1,"MSA"
,"12700909",,,,,"degenerative ataxia",,"5.2 %","%",1,"MSA"
,"12705434",,,,,"exaggerated asrs",,"86 %","%",1,"MSA"
,"12784273",,,,,"patients",,"75 %","%",1,"MSA"
,"12955551",,,,,"systemic vascular resistance",,"6 %","%",1,"MSA"
,"14502669",,,,,"misdiagnosed cases",,"70 %","%",1,"MSA"
,"14502669",,,,,"h tau haplotype",,"80 %","%",1,"MSA"
,"14502669",,,,,"hh genotype",,"66 %","%",1,"MSA"
,"14502669",,,,,"apoe epsilon carrier state",,"41 %","%",1,"MSA"
,"14506467",,,,,"patients",,"20 %","%",1,"MSA"
,"14526181",,,,,"spinocerebellar ataxias",,"40 %","%",1,"MSA"
,"14526181",,,,,"na",,"30 %","%",1,"MSA"
,"14568810",,,,,"patients excluded study",,"15 %","%",1,"MSA"
,"14568810",,,,,"patients pd",,"14 %","%",1,"MSA"
,"14568810",,,,,"patients multiple system atrophy",,"60 %","%",1,"MSA"
,"14608654",,,,,"ventricular dilatation",,"40 %","%",1,"MSA"
,"15016010",,,,,"pd",,"2.7 %","%",1,"MSA"
,"15016010",,,,,"rriv abnormalities",,"18.2 %","%",1,"MSA"
,"15016010",,,,,"rriv abnormalities",,"30 %","%",1,"MSA"
,"15253687",,,,,"nabs",,"5 %","%",1,"MSA"
,"15253687",,,,,"ifnbeta",,"24 %","%",1,"MSA"
,"15253687",,,,,"ifnbeta b",,"45 %","%",1,"MSA"
,"15258214",,,,,"patients iloca",,"85.7 %","%",1,"MSA"
,"15258214",,,,,"disturbance gait",,"90.7 %","%",1,"MSA"
,"15258214",,,,,"cerebellar syndrome",,"33.3 %","%",1,"MSA"
,"15258214",,,,,"extracerebellar neurological features",,"66.7 %","%",1,"MSA"
,"15258214",,,,,"ambulant",,"92 %","%",1,"MSA"
,"15300657",,,,,"msa patients",,"93 %","%",1,"MSA"
,"15488031",,,,,"ncis",,"9.1 %","%",1,"MSA"
,"15488031",,,,,"ncis",,"25.8 %","%",1,"MSA"
,"15488031",,,,,"nnis",,"9.2 %","%",1,"MSA"
,"15488031",,,,,"nnis",,"9.0 %","%",1,"MSA"
,"15509623",,,,,"snd",,"34 %","%",1,"MSA"
,"15509623",,,,,"opca predominant",,"17 %","%",1,"MSA"
,"15509623",,,,,"snd opca pathology",,"49 %","%",1,"MSA"
,"15509623",,,,,"lewy body pathology",,"10 %","%",1,"MSA"
,"15546601",,,,,"cgg expansions",,"4.6 %","%",1,"MSA"
,"15582091",,,,,"visual impairment",,"78 %","%",1,"MSA"
,"15582091",,,,,"genetic",,"53 %","%",1,"MSA"
,"15582091",,,,,"prenatal",,"34 %","%",1,"MSA"
,"15582091",,,,,"retinal diseases",,"31 %","%",1,"MSA"
,"15582091",,,,,"neuro ophthalmologic disorders",,"26 %","%",1,"MSA"
,"15582091",,,,,"optic nerve atrophy",,"20 %","%",1,"MSA"
,"15582091",,,,,"congenital cataract",,"13 %","%",1,"MSA"
,"15582091",,,,,"blindness",,"40 %","%",1,"MSA"
,"15582091",,,,,"blindness systemic disease multiple handicap",,"43 %","%",1,"MSA"
,"15582091",,,,,"blindness systemic disease multiple handicap",,"45 %","%",1,"MSA"
,"15824342",,,,,"hippocampal cavities",,"40 %","%",1,"MSA"
,"15824342",,,,,"hippocampal cavities",,"31 %","%",1,"MSA"
,"15824342",,,,,"cavities",,"53 %","%",1,"MSA"
,"15824342",,,,,"cavities  one normal volunteers",,"99 %","%",1,"MSA"
,"15824342",,,,,"cavities  patients tga",,"93 %","%",1,"MSA"
,"15907346",,,,,"act aa genotype  patients msa",,"20.0 %","%",1,"MSA"
,"15907346",,,,,"controls",,"10.5 %","%",1,"MSA"
,"15954131",,,,,"oh related events",,"11.5 %","%",1,"MSA"
,"15954131",,,,,"oh related events",,"12.0 %","%",1,"MSA"
,"15954131",,,,,"fludrocortisone",,"66.7 %","%",1,"MSA"
,"15954131",,,,,"heptaminol",,"42.9 %","%",1,"MSA"
,"15954131",,,,,"midodrine",,"45.5 %","%",1,"MSA"
,"15954131",,,,,"midodrine plus fludrocortisone",,"28.6 %","%",1,"MSA"
,"15956170",,,,,"middle cerebellar peduncles",,"87 %","%",1,"MSA"
,"15956170",,,,,"pons",,"97 %","%",1,"MSA"
,"15991040",,,,,"midodrine",,"49.4 %","%",1,"MSA"
,"15991040",,,,,"per patient",,"66.6 %","%",1,"MSA"
,"15991040",,,,,"serious",,"17.0 %","%",1,"MSA"
,"15991040",,,,,"unexpected",,"11.3 %","%",1,"MSA"
,"16007636",,,,,"haplotype diversity",,"95 %","%",1,"MSA"
,"16007638",,,,,"cases  investigated spemg",,"4.4 %","%",1,"MSA"
,"16007915",,,,,"g kg",,"20 %","%",1,"MSA"
,"16291887",,,,,"< year",,"25 %","%",1,"MSA"
,"16291887",,,,,"neurogenic change",,"62 % -52 %","%",1,"MSA"
,"16291887",,,,,"neurogenic change",,"83 %","%",1,"MSA"
,"16413961",,,,,"interferons beta reduce relapse rate",,"30 %","%",1,"MSA"
,"16413961",,,,,"conventional mri activity",,"50 %","%",1,"MSA"
,"16482566",,,,,"phase i",,"96 %","%",1,"MSA"
,"16482566",,,,,"phase ii",,"94 %","%",1,"MSA"
,"16482566",,,,,"parkinsonism types",,"7.2 %","%",1,"MSA"
,"16482566",,,,,"prevalence",,"3.3 %","%",1,"MSA"
,"16482566",,,,,"vascular parkinsonism",,"1.1 %","%",1,"MSA"
,"16508226",,,,,"aga",,"36 %","%",1,"MSA"
,"16508226",,,,,"disease controls without cerebellar ataxia",,"4 %","%",1,"MSA"
,"16508226",,,,,"normal controls",,"2 %","%",1,"MSA"
,"16508226",,,,,"aga positive group",,"60 %","%",1,"MSA"
,"16508226",,,,,"aga negative group",,"0 %","%",1,"MSA"
,"16543523",,,,,"haplotype diversity",,"95 %","%",1,"MSA"
,"16602104",,,,,"mean midbrain volume",,"30 %","%",1,"MSA"
,"16602104",,,,,"smaller msa p",,"15 %","%",1,"MSA"
,"16602104",,,,,"mean cerebellar volumes",,"20 %","%",1,"MSA"
,"16602104",,,,,"smaller psp",,"18 %","%",1,"MSA"
,"16602104",,,,,"smaller psp",,"25 %","%",1,"MSA"
,"16688361",,,,,"rpar",,"60 %","%",1,"MSA"
,"16688361",,,,,"females",,"40 %","%",1,"MSA"
,"16688361",,,,,"alkaline reflux gastritis",,"72.6 %","%",1,"MSA"
,"16688361",,,,,"gastroduodenal reflux",,"7.39 %","%",1,"MSA"
,"16688361",,,,,"cholecystectomy",,"5.69 %","%",1,"MSA"
,"16688361",,,,,"biliary anastomosis",,"1.73 %","%",1,"MSA"
,"16688361",,,,,"erythema gastric mucosa",,"64.43 %","%",1,"MSA"
,"16688361",,,,,"bile",,"57.83 %","%",1,"MSA"
,"16688361",,,,,"gastric folds",,"9.55 %","%",1,"MSA"
,"16688361",,,,,"erosions cases",,"5.22 %","%",1,"MSA"
,"16688361",,,,,"na",,"2.17 %","%",1,"MSA"
,"16688361",,,,,"gastric polyp one case",,"0.43 %","%",1,"MSA"
,"16688361",,,,,"chronic inflammation",,"84.06 %","%",1,"MSA"
,"16688361",,,,,"foveolar hyperplasia",,"40.44 %","%",1,"MSA"
,"16688361",,,,,"intestinal metaplasia",,"34.83 %","%",1,"MSA"
,"16688361",,,,,"helicobacter pylori infection",,"16.08 %","%",1,"MSA"
,"16688361",,,,,"gastric polyps cases",,"13.46 %","%",1,"MSA"
,"16688361",,,,,"benign ulcerations seven cases",,"11.23 %","%",1,"MSA"
,"16688361",,,,,"na edema six cases",,"3.04 %","%",1,"MSA"
,"16688361",,,,,"na",,"6.74 %","%",1,"MSA"
,"16688361",,,,,"medical study",,"2.24 %","%",1,"MSA"
,"16691119",,,,,"psp cases",,"10 %","%",1,"MSA"
,"16691119",,,,,"lbs  psp cases",,"11 %","%",1,"MSA"
,"16723388",,,,,"premutation alleles",,"1.5 %","%",1,"MSA"
,"16723388",,,,,"premutation alleles",,"2 %","%",1,"MSA"
,"16723388",,,,,"premutation alleles larger repeats",,"86 %","%",1,"MSA"
,"16723388",,,,,"premutation alleles larger repeats general population",,"22 %","%",1,"MSA"
,"16754691",,,,,"abnormal pupils",,"66 %","%",1,"MSA"
,"16754691",,,,,"pupil abnormalities bilateral symmetrical",,"85 %","%",1,"MSA"
,"16781987",,,,,"patients developed neurological disorder",,"45 %","%",1,"MSA"
,"16835130",,,,,"perfumes",,"0.5 %","%",1,"MSA"
,"16835130",,,,,"cresol",,"1.5 %","%",1,"MSA"
,"16835130",,,,,"minimal adult reproductive postnatal toxicity",,"1.0 %","%",1,"MSA"
,"16835130",,,,,"o cresol noael",,"0.2 %","%",1,"MSA"
,"16835130",,,,,"pcmc",,"2 %","%",1,"MSA"
,"16865356",,,,,"sma cases",,"95 %","%",1,"MSA"
,"17035703",,,,,"bmd",,"15.2 %","%",1,"MSA"
,"17035703",,,,,"women",,"24.6 %","%",1,"MSA"
,"17226744",,,,,"dementia",,"25 %","%",1,"MSA"
,"17226744",,,,,"clinic attendees",,"22 %","%",1,"MSA"
,"17235428",,,,,"rbd",,"0.5 %","%",1,"MSA"
,"17235428",,,,,"cases reported literature",,"60 %","%",1,"MSA"
,"17235429",,,,,"rbd",,"19 %","%",1,"MSA"
,"17235429",,,,,"rbd",,"77 %","%",1,"MSA"
,"17235429",,,,,"tauopathies",,"0 %to 27 %","%",1,"MSA"
,"17235429",,,,,"tauopathies",,"27 %","%",1,"MSA"
,"17296454",,,,,"pimecrolimus cream",,"1 %","%",1,"MSA"
,"17296454",,,,,"application site reactions",,"10.4 % -14.5 %","%",1,"MSA"
,"17296454",,,,,"nasopharyngitis",,"10.1 % -28.9 %","%",1,"MSA"
,"17296454",,,,,"headache",,"13.9 % -23.0 %","%",1,"MSA"
,"17296454",,,,,"cough",,"11.6 % -19.3 %","%",1,"MSA"
,"17296454",,,,,"pyrexia",,"7.5 % -15.4 %","%",1,"MSA"
,"17296454",,,,,"influenza",,"3.0 % -14.6 %","%",1,"MSA"
,"17324547",,,,,"multiple prca",,"6.25 %","%",1,"MSA"
,"17324547",,,,,"solitary prcc",,"12.5 %","%",1,"MSA"
,"17324547",,,,,"crccs",,"25 %","%",1,"MSA"
,"17324547",,,,,"bilateral renal tumors",,"60 %","%",1,"MSA"
,"17365256",,,,,"na",,"50 %","%",1,"MSA"
,"17514065",,,,,"co inhalation",,"5 %","%",1,"MSA"
,"17644483",,,,,"headache",,"33 %","%",1,"MSA"
,"17644483",,,,,"abnormalities gait coordination",,"27 %","%",1,"MSA"
,"17644483",,,,,"papilloedema  intracranial tumours",,"13 %","%",1,"MSA"
,"17644483",,,,,"visual acuity",,"41 %","%",1,"MSA"
,"17644483",,,,,"na",,"24 %","%",1,"MSA"
,"17644483",,,,,"children aged years intracranial tumours",,"21 %","%",1,"MSA"
,"17644483",,,,,"na",,"16 %","%",1,"MSA"
,"17644483",,,,,"intracranial tumour neurofibromatosis",,"15 %","%",1,"MSA"
,"17644483",,,,,"headache",,"75 %","%",1,"MSA"
,"17644483",,,,,"na",,"67 %","%",1,"MSA"
,"17644483",,,,,"na",,"60 %","%",1,"MSA"
,"17644483",,,,,"posterior fossa tumours",,"34 %","%",1,"MSA"
,"17644483",,,,,"na",,"47 %","%",1,"MSA"
,"17644483",,,,,"na",,"38 %","%",1,"MSA"
,"17644483",,,,,"na",,"49 %","%",1,"MSA"
,"17644483",,,,,"central brain tumours",,"19 %","%",1,"MSA"
,"17644483",,,,,"cranial nerve palsies",,"78 %","%",1,"MSA"
,"17644483",,,,,"na",,"52 %","%",1,"MSA"
,"17644483",,,,,"brainstem tumours",,"23 %","%",1,"MSA"
,"17644483",,,,,"na",,"42 %","%",1,"MSA"
,"17644483",,,,,"na",,"39 %","%",1,"MSA"
,"17644483",,,,,"spinal cord tumours",,"20 %","%",1,"MSA"
,"17712857",,,,,"sca sca mutations",,"0.5 %","%",1,"MSA"
,"18006592",,,,,"dat spect findings normal  patients",,"71 %","%",1,"MSA"
,"18006592",,,,,"abnormal mri findings suggestive atherosclerotic lesions",,"73 %","%",1,"MSA"
,"18018485",,,,,"cases showed equivalent snd opca pathologies",,"39 %","%",1,"MSA"
,"18018485",,,,,"opca showed snd predominant pathology",,"33 %","%",1,"MSA"
,"18018485",,,,,"snd predominant pathology",,"22 %","%",1,"MSA"
,"18018485",,,,,"extremely mild changes",,"6 %","%",1,"MSA"
,"18350363",,,,,"mmse abnormal",,"47 %","%",1,"MSA"
,"18350363",,,,,"patients b deficiency neurological syndromes",,"45.5 %","%",1,"MSA"
,"18368301",,,,,"prevalence oh",,"30 %","%",1,"MSA"
,"18418674",,,,,"sporadic scas",,"67.2 %","%",1,"MSA"
,"18418674",,,,,"olivopontocerebellar atrophy",,"64.7 %","%",1,"MSA"
,"18418674",,,,,"patients opca able walk least one stick",,"33 %","%",1,"MSA"
,"18418674",,,,,"patients opca able stand alone",,"43 %","%",1,"MSA"
,"18418674",,,,,"patients cca",,"76 %","%",1,"MSA"
,"18450497",,,,,"primary dystonia",,"4.18 %","%",1,"MSA"
,"18450497",,,,,"msa",,"5.26 %","%",1,"MSA"
,"18450497",,,,,"taiwanese controls",,"5 %","%",1,"MSA"
,"18553090",,,,,"incidental lewy bodies",,"15 %","%",1,"MSA"
,"18553090",,,,,"na",,"0.4 %","%",1,"MSA"
,"18553090",,,,,"gci",,"0.8 %","%",1,"MSA"
,"18553090",,,,,"per persons",,"0.004 %","%",1,"MSA"
,"18954877",,,,,"pd",,"46 %","%",1,"MSA"
,"18954877",,,,,"scd",,"42 %","%",1,"MSA"
,"18954877",,,,,"msa",,"63 %","%",1,"MSA"
,"18954877",,,,,"als",,"61 %","%",1,"MSA"
,"18971794",,,,,"doses",,"0.1 %","%",1,"MSA"
,"19099114",,,,,"dystonia",,"50 %","%",1,"MSA"
,"19099114",,,,,"=  msa group",,"30.4 %","%",1,"MSA"
,"19099114",,,,,"psp group",,"62.5 %","%",1,"MSA"
,"19101631",,,,,"corticobasal syndrome",,"31 %","%",1,"MSA"
,"19101631",,,,,"frontotemporal dementia motorneuron disease",,"29 %","%",1,"MSA"
,"19101631",,,,,"behavioral variant frontotemporal dementia",,"15 %","%",1,"MSA"
,"19101631",,,,,"primary progressive aphasia",,"9.5 %","%",1,"MSA"
,"19101631",,,,,"dementia lewy bodies",,"2 %","%",1,"MSA"
,"19101631",,,,,"progressive supranuclear palsy multiple system atrophy cases",,"0 %","%",1,"MSA"
,"19101631",,,,,"cbs",,"75 %","%",1,"MSA"
,"19101631",,,,,"ftd mnd",,"50 %","%",1,"MSA"
,"19101631",,,,,"ftd",,"27 %","%",1,"MSA"
,"19101631",,,,,"ppa",,"18 %","%",1,"MSA"
,"19101631",,,,,"familial ftld",,"28 %","%",1,"MSA"
,"19169038",,,,,"autosomal dominant cerebellar ataxias",,"40.4 %","%",1,"MSA"
,"19169038",,,,,"multiple system atrophy",,"24.7 %","%",1,"MSA"
,"19169038",,,,,"cortical cerebellar atrophy",,"13.3 %","%",1,"MSA"
,"19169038",,,,,"autosomal recessive cerebellar ataxia",,"0.3 %","%",1,"MSA"
,"19169038",,,,,"sca",,"63.3 %","%",1,"MSA"
,"19169038",,,,,"sca",,"20.0 %","%",1,"MSA"
,"19169038",,,,,"chromosome q",,"10.0 %","%",1,"MSA"
,"19169038",,,,,"dentatorubral pallidoluysian atrophy",,"4.4 %","%",1,"MSA"
,"19169038",,,,,"sca",,"1.1 %","%",1,"MSA"
,"19169038",,,,,"genetically confirmed adcas",,"90 %","%",1,"MSA"
,"19187260",,,,,"hcbs sca patients",,"8.7 %","%",1,"MSA"
,"19187260",,,,,"sca",,"25.7 %","%",1,"MSA"
,"19187260",,,,,"sca",,"1.3 %","%",1,"MSA"
,"19243063",,,,,"urinary dysfunction",,"70 %","%",1,"MSA"
,"19243063",,,,,"urinary dysfunction",,"76 %","%",1,"MSA"
,"19243063",,,,,"bowel dysfunction",,"40 %","%",1,"MSA"
,"19243063",,,,,"sexual dysfunction",,"26 %","%",1,"MSA"
,"19243063",,,,,"sexual dysfunction",,"45 %","%",1,"MSA"
,"19669613",,,,,"sleep disturbances",,"70 %","%",1,"MSA"
,"19669613",,,,,"cbd",,"36 %","%",1,"MSA"
,"19669613",,,,,"skin respiratory disorders",,"30 %","%",1,"MSA"
,"19768815",,,,,"pd",,"48 %","%",1,"MSA"
,"19768815",,,,,"psp",,"40 %","%",1,"MSA"
,"19825276",,,,,"corpus callosum",,"93 %","%",1,"MSA"
,"19825276",,,,,"cc atrophy",,"39.2 %","%",1,"MSA"
,"19825276",,,,,"patients edss",,"32 %","%",1,"MSA"
,"19825276",,,,,"patients edss",,"58 %","%",1,"MSA"
,"19825276",,,,,"edss ≥",,"24 %","%",1,"MSA"
,"19825276",,,,,"mep latency",,"43 %","%",1,"MSA"
,"19825276",,,,,"patients abnormal mep amplitude",,"85 %","%",1,"MSA"
,"19825276",,,,,"cmct",,"41 %","%",1,"MSA"
,"20012145",,,,,"patients pd + noh",,"74 %","%",1,"MSA"
,"20012145",,,,,"msa",,"68 %","%",1,"MSA"
,"20012145",,,,,"paf",,"63 %","%",1,"MSA"
,"20012145",,,,,"pd without noh",,"28 %","%",1,"MSA"
,"20012145",,,,,"pd",,"24 %","%",1,"MSA"
,"20108376",,,,,"pd years age",,"3.4 %","%",1,"MSA"
,"20108376",,,,,"women",,"2.6 %","%",1,"MSA"
,"20108376",,,,,"the cumulative incidence pd",,"2.9 %","%",1,"MSA"
,"20108378",,,,,"new cases pd",,"34 %","%",1,"MSA"
,"20108378",,,,,"aps  comorbid depressive symptoms",,"50 %","%",1,"MSA"
,"20142524",,,,,"ftd spectrum cases",,"6.9 %","%",1,"MSA"
,"20142524",,,,,"cases pathological diagnosis ftld u",,"21.4 %","%",1,"MSA"
,"20142524",,,,,"ftd spectrum cases",,"16.0 %","%",1,"MSA"
,"20142524",,,,,"cases ftld u family history",,"56.2 %","%",1,"MSA"
,"20157015",,,,,"mutational carriers",,"20 %","%",1,"MSA"
,"20195938",,,,,"parkinsonian patients abnormal echogenity substantia nigra",,"90 %","%",1,"MSA"
,"20195938",,,,,"normal population",,"10 %","%",1,"MSA"
,"20385007",,,,,"limit normal",,"10 %","%",1,"MSA"
,"20479358",,,,,"dlb",,"12 %","%",1,"MSA"
,"20479358",,,,,"pd",,"7 %","%",1,"MSA"
,"20571046",,,,,"cases opc predominant pathology",,"40 %","%",1,"MSA"
,"20571046",,,,,"strn predominant pathology",,"18 %","%",1,"MSA"
,"20571046",,,,,"strn opc pathology",,"42 %","%",1,"MSA"
,"20571046",,,,,"opc predominant pathology",,"17 %","%",1,"MSA"
,"20571046",,,,,"strn predominant pathology",,"34 %","%",1,"MSA"
,"20571046",,,,,"equivalent strn opc pathology",,"49 %","%",1,"MSA"
,"20658542",,,,,"urinary urgency",,"76 %","%",1,"MSA"
,"20658542",,,,,"constipation",,"58 %","%",1,"MSA"
,"20658542",,,,,"urination",,"79 %","%",1,"MSA"
,"20658542",,,,,"na",,"72 %","%",1,"MSA"
,"20658542",,,,,"na",,"31 %","%",1,"MSA"
,"20669316",,,,,"persons idiopathic rem sleep behavior disorder",,"50 %","%",1,"MSA"
,"20669316",,,,,"male",,"86 %","%",1,"MSA"
,"21088341",,,,,"spinocerebellar ataxia",,"77.7 %","%",1,"MSA"
,"21088341",,,,,"cases",,"10.6 %","%",1,"MSA"
,"21305587",,,,,"brain diseases",,"9.6 %","%",1,"MSA"
,"21305587",,,,,"psychogenic bladder dysfunction",,"20.0 %","%",1,"MSA"
,"21305587",,,,,"parkinsons disease",,"8.1 %","%",1,"MSA"
,"21320989",,,,,"patients msa",,"28 %","%",1,"MSA"
,"21320989",,,,,"patients pd",,"29 %","%",1,"MSA"
,"21320989",,,,,"healthy subjects",,"2 %","%",1,"MSA"
,"21320989",,,,,"patients pd",,"14 %","%",1,"MSA"
,"21320989",,,,,"healthy subjects",,"7 %","%",1,"MSA"
,"2138923",,,,,"most lesions  patients primary progressive disease",,"85 %","%",1,"MSA"
,"21553114",,,,,"urinary symptoms",,"60 %","%",1,"MSA"
,"21660918",,,,,"female",,"74.1 %","%",1,"MSA"
,"21660918",,,,,"oh",,"29.3 %","%",1,"MSA"
,"21689962",,,,,"symptomatic oh",,"81 %","%",1,"MSA"
,"21689962",,,,,"pd patients",,"18 %","%",1,"MSA"
,"21689962",,,,,"patients non msa atypical parkinsonism",,"19 %","%",1,"MSA"
