"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName"
,"12214547",,,,,"mild",,"83 %","%",1,"ckdIron"
,"12214547",,,,,"iron deficiency anemia",,"39.2 %","%",1,"ckdIron"
,"12214547",,,,,"folate deficiency anemia",,"11.98 %","%",1,"ckdIron"
,"12214547",,,,,"combined anemia",,"11.52 %","%",1,"ckdIron"
,"12406023",,,,,"cy homozygosity",,"0.2 %","%",1,"ckdIron"
,"12406023",,,,,"cy heterozygosity",,"12.4 %","%",1,"ckdIron"
,"12406023",,,,,"cy heterozygosity",,"11.4 %","%",1,"ckdIron"
,"12427496",,,,,"men",,"12 %","%",1,"ckdIron"
,"12427496",,,,,"women",,"7 %","%",1,"ckdIron"
,"12427496",,,,,"coronary heart disease",,"10 %","%",1,"ckdIron"
,"12472786",,,,,"iron dextran sensitive patients exposed sfgc",,"2.1 %","%",1,"ckdIron"
,"12472786",,,,,"suspected allergic reaction placebo",,"0.7 %","%",1,"ckdIron"
,"12472786",,,,,"sfgc intolerance",,"0.3 %","%",1,"ckdIron"
,"12472786",,,,,"suspected allergic events",,"0.2 %","%",1,"ckdIron"
,"12472786",,,,,"serious events",,"0.0 %","%",1,"ckdIron"
,"12472786",,,,,"iron dextran tolerant patients",,"0.09 %","%",1,"ckdIron"
,"12839658",,,,,"overweight",,"58.7 %","%",1,"ckdIron"
,"12839658",,,,,"women",,"11.3 %","%",1,"ckdIron"
,"12839658",,,,,"incidence mortality rates stroke",,"54.7 %","%",1,"ckdIron"
,"12839658",,,,,"stroke",,"74.3 %","%",1,"ckdIron"
,"12880954",,,,,"german patients registered german childhood cancer registry",,"96 %","%",1,"ckdIron"
,"14722368",,,,,"diarrhoea",,"72 %","%",1,"ckdIron"
,"14722368",,,,,"malena",,"44 %","%",1,"ckdIron"
,"14722368",,,,,"hemetemesis",,"33 %","%",1,"ckdIron"
,"14722368",,,,,"vin rose colour urine",,"31 %","%",1,"ckdIron"
,"14988640",,,,,"female vegans < years",,"42 %","%",1,"ckdIron"
,"14988640",,,,,"yw",,"40 %","%",1,"ckdIron"
,"14988640",,,,,"yw",,"20 %","%",1,"ckdIron"
,"14988640",,,,,"tim  ow",,"12 %","%",1,"ckdIron"
,"15037530",,,,,"taurine",,"25 %to 50 %","%",1,"ckdIron"
,"15037530",,,,,"amino acid pool",,"50 %","%",1,"ckdIron"
,"15037530",,,,,"taurine supplementation myocardial taurine levels",,"45 %","%",1,"ckdIron"
,"15186702",,,,,"traditional factors account  incidence cardiac disease",,"50 %","%",1,"ckdIron"
,"15201636",,,,,"ppvs",,"50 %","%",1,"ckdIron"
,"15450037",,,,,"cp seropositivity",,"75 %","%",1,"ckdIron"
,"15482700",,,,,"malnutrition",,"57.1 %","%",1,"ckdIron"
,"15482700",,,,,"hospital mortality",,"14.3 %","%",1,"ckdIron"
,"15906681",,,,,"lung dysfunction",,"33.3 %","%",1,"ckdIron"
,"15906681",,,,,"carbon monoxide diffusion capacity",,"87.9 %","%",1,"ckdIron"
,"15906681",,,,,"hypoxemia",,"7.6 %","%",1,"ckdIron"
,"15931646",,,,,"transferrin saturation",,"20 %","%",1,"ckdIron"
,"15931646",,,,,"tsat index",,"28.7 %","%",1,"ckdIron"
,"15931646",,,,,"group b",,"24.3 %","%",1,"ckdIron"
,"1604480",,,,,"anemia",,"31 %","%",1,"ckdIron"
,"1604480",,,,,"chronic anemia",,"18 %","%",1,"ckdIron"
,"1604480",,,,,"autoantibodies",,"25 %","%",1,"ckdIron"
,"16053011",,,,,"male",,"60 %","%",1,"ckdIron"
,"16053011",,,,,"coronary disease",,"16.7 %","%",1,"ckdIron"
,"16053011",,,,,"heart failure",,"13.9 %","%",1,"ckdIron"
,"16053011",,,,,"arrhythmia",,"11.6 %","%",1,"ckdIron"
,"16053011",,,,,"stroke",,"1.7 %","%",1,"ckdIron"
,"16053011",,,,,"peripheral artery disease",,"5.5 %","%",1,"ckdIron"
,"16053011",,,,,"hypertension",,"75.8 %","%",1,"ckdIron"
,"16053011",,,,,"patients received antihypertensive drugs",,"74.4 %","%",1,"ckdIron"
,"16053011",,,,,"patients inadequate blood pressure control",,"40 %","%",1,"ckdIron"
,"16053011",,,,,"dyslipidemic",,"34.1 %","%",1,"ckdIron"
,"16053011",,,,,"dyslipidemic",,"69.5 %","%",1,"ckdIron"
,"16053011",,,,,"hyperlipidemia",,"30.5 %","%",1,"ckdIron"
,"16053011",,,,,"hyperlipidemia",,"10.4 %","%",1,"ckdIron"
,"16053011",,,,,"former smoker",,"26.6 %","%",1,"ckdIron"
,"16053011",,,,,"patients corporal mass index  patients",,"47.4 %","%",1,"ckdIron"
,"16053011",,,,,"secondary hyperparathyroidism",,"22.2 %","%",1,"ckdIron"
,"16053011",,,,,"hemodialysis patients",,"68.8 %","%",1,"ckdIron"
,"16053011",,,,,"ferritin levels ng ml",,"89.4 %","%",1,"ckdIron"
,"16053011",,,,,"transferrin saturation index",,"20 %","%",1,"ckdIron"
,"16053011",,,,,"met three objectives",,"61.1 %","%",1,"ckdIron"
,"16314228",,,,,"composite end point death",,"27.6 %","%",1,"ckdIron"
,"16314228",,,,,"patients middle tertile",,"24.4 %","%",1,"ckdIron"
,"16314228",,,,,"patients upper tertile",,"28.4 %","%",1,"ckdIron"
,"16314228",,,,,"restenosis",,"27.8 %","%",1,"ckdIron"
,"16314228",,,,,"=",,"25.8 %","%",1,"ckdIron"
,"16314228",,,,,"stfr ferritin ratio",,"27.5 %","%",1,"ckdIron"
,"16411053",,,,,"prevalence",,"41 %","%",1,"ckdIron"
,"16411053",,,,,"quit rate",,"19.4 %","%",1,"ckdIron"
,"16467042",,,,,"diagnostic sensitivity",,"63 %","%",1,"ckdIron"
,"16639418",,,,,"microg dl",,"18.7 %","%",1,"ckdIron"
,"16639418",,,,,"anemic",,"30.2 %","%",1,"ckdIron"
,"16730616",,,,,"white",,"86.7 %","%",1,"ckdIron"
,"16730616",,,,,"male",,"66.7 %","%",1,"ckdIron"
,"16730616",,,,,"incidence aes",,"28.0 %","%",1,"ckdIron"
,"16730616",,,,,"study population",,"23.0 %","%",1,"ckdIron"
,"16730616",,,,,"mild",,"73.7 %","%",1,"ckdIron"
,"16730616",,,,,"moderate  severity",,"23.7 %","%",1,"ckdIron"
,"16730616",,,,,"teaes",,"86.8 %","%",1,"ckdIron"
,"16730616",,,,,"nausea",,"4.0 %","%",1,"ckdIron"
,"16730616",,,,,"hypercholesterolemia",,"2.7 %","%",1,"ckdIron"
,"16730616",,,,,"population",,"2.8 %","%",1,"ckdIron"
,"16730616",,,,,"antidiabetics",,"25 %","%",1,"ckdIron"
,"16730616",,,,,"took antilipemic medications",,"47 %","%",1,"ckdIron"
,"16730616",,,,,"mycologic cure",,"64.0 %","%",1,"ckdIron"
,"16730616",,,,,"clinical cure",,"41.3 %","%",1,"ckdIron"
,"16825086",,,,,"thirty five subjects",,"87.5 %","%",1,"ckdIron"
,"16825086",,,,,"heart rate response valsalva maneuver",,"50 %","%",1,"ckdIron"
,"16825086",,,,,"blood pressure response hand grip exercise tests",,"77.5 %","%",1,"ckdIron"
,"17086384",,,,,"rash",,"85 %","%",1,"ckdIron"
,"17086384",,,,,"arthritis",,"64 %","%",1,"ckdIron"
,"17086384",,,,,"lymphadenopathy",,"60 %","%",1,"ckdIron"
,"17086384",,,,,"splenomegaly",,"57 %","%",1,"ckdIron"
,"17086384",,,,,"hepatomegaly",,"35 %","%",1,"ckdIron"
,"17086384",,,,,"pleural effusion",,"17.9 %","%",1,"ckdIron"
,"17086384",,,,,"pericardial effusion",,"3.6 %","%",1,"ckdIron"
,"17086384",,,,,"leukocytosis",,"96 %","%",1,"ckdIron"
,"17086384",,,,,"normocytic anemia",,"54 %","%",1,"ckdIron"
,"17086384",,,,,"serum ferritin levels",,"89 %","%",1,"ckdIron"
,"17086384",,,,,"patients",,"28.6 %","%",1,"ckdIron"
,"17094096",,,,,"female",,"52 %","%",1,"ckdIron"
,"17174186",,,,,"iron deficiency anemia",,"73 %","%",1,"ckdIron"
,"17174186",,,,,"dilutional anemia",,"5.4 %","%",1,"ckdIron"
,"17174186",,,,,"drug induced anemia",,"2.7 %","%",1,"ckdIron"
,"17174186",,,,,"anemia chronic disease",,"18.9 %","%",1,"ckdIron"
,"17927713",,,,,"biliary cirrhosis",,"2.8 %","%",1,"ckdIron"
,"17927713",,,,,"hepatitis b",,"16.7 %","%",1,"ckdIron"
,"17927713",,,,,"hepatitis c",,"15.1 %","%",1,"ckdIron"
,"17927713",,,,,"hh",,"14.9 %","%",1,"ckdIron"
,"18077841",,,,,"female",,"53 %","%",1,"ckdIron"
,"18098140",,,,,"negative",,"10 %","%",1,"ckdIron"
,"18098140",,,,,"ttv positive patients",,"30.7 %","%",1,"ckdIron"
,"18098140",,,,,"ttv positive patients",,"33.6 %","%",1,"ckdIron"
,"18098140",,,,,"patients ttv hcv co infections",,"70.0 %","%",1,"ckdIron"
,"18098140",,,,,"patients ttv hcv co infections",,"56.6 %","%",1,"ckdIron"
,"18098140",,,,,"ttv positive patients",,"28.0 %","%",1,"ckdIron"
,"18098140",,,,,"patients ttv hcv co infections",,"36.3 %","%",1,"ckdIron"
,"18163909",,,,,"serum na < mm",,"13 %","%",1,"ckdIron"
,"18446714",,,,,"habit",,"17.2 %","%",1,"ckdIron"
,"18446714",,,,,"habit",,"8.5 %","%",1,"ckdIron"
,"18446714",,,,,"habit",,"25 %","%",1,"ckdIron"
,"18446714",,,,,"overweight",,"77.1 %","%",1,"ckdIron"
,"18446714",,,,,"obese",,"65 %","%",1,"ckdIron"
,"18446714",,,,,"hypertension",,"53.4 %","%",1,"ckdIron"
,"18446714",,,,,"diabetes",,"22.8 %","%",1,"ckdIron"
,"18446714",,,,,"diabetes",,"30 %","%",1,"ckdIron"
,"18446714",,,,,"normal weight patients",,"6.9 %","%",1,"ckdIron"
,"18570861",,,,,"patients normal myocardial perfusion wall motion",,"97.6 %","%",1,"ckdIron"
,"18570861",,,,,"patients normal myocardial perfusion wall motion",,"78.5 %","%",1,"ckdIron"
,"18675097",,,,,"evl  csa subjects anemic",,"41.7 %","%",1,"ckdIron"
,"18675097",,,,,"csa subjects anemic",,"80 %","%",1,"ckdIron"
,"18762767",,,,,"day mortality",,"9 %","%",1,"ckdIron"
,"18762767",,,,,"death",,"43 %","%",1,"ckdIron"
,"18762767",,,,,"p =",,"44 %","%",1,"ckdIron"
,"1891415",,,,,"developed pressure sores",,"85 %","%",1,"ckdIron"
,"1891415",,,,,"subjects without cancer",,"70 %","%",1,"ckdIron"
,"1891415",,,,,"subjects without cancer",,"21 %","%",1,"ckdIron"
,"1891415",,,,,"subjects cancer  subjects without cancer died",,"39 %","%",1,"ckdIron"
,"1891415",,,,,"subjects without cancer died",,"15 %","%",1,"ckdIron"
,"19010148",,,,,"anemic patients",,"59.4 %","%",1,"ckdIron"
,"19010148",,,,,"transferrin saturation index",,"25.5 %","%",1,"ckdIron"
,"19010148",,,,,"iron insufficiency",,"36.2 %","%",1,"ckdIron"
,"19010148",,,,,"na",,"20.1 %","%",1,"ckdIron"
,"19010148",,,,,"treatment oral intravenous iron",,"9.9 %","%",1,"ckdIron"
,"19028750",,,,,"males",,"63 %","%",1,"ckdIron"
,"19028750",,,,,"renal failure",,"26 %","%",1,"ckdIron"
,"19028750",,,,,"patients  karnofsky score",,"57 %","%",1,"ckdIron"
,"19028750",,,,,"followed  nephrologist",,"27 %","%",1,"ckdIron"
,"19028750",,,,,"hypertension",,"86 %","%",1,"ckdIron"
,"19028750",,,,,"dyslipidaemia  history cardiovascular disease",,"43 %","%",1,"ckdIron"
,"19028750",,,,,"cardiovascular disease",,"44 %","%",1,"ckdIron"
,"19028750",,,,,"initial vascular access",,"30 %","%",1,"ckdIron"
,"19028750",,,,,"permanent catheter",,"16 %","%",1,"ckdIron"
,"19028750",,,,,"g dl  patients",,"54 %","%",1,"ckdIron"
,"19028750",,,,,"within k doqi guidelines four bone mineral markers",,"6.7 %","%",1,"ckdIron"
,"19028750",,,,,"haemoglobin < g dl",,"59 %","%",1,"ckdIron"
,"19028750",,,,,"agents",,"41 %","%",1,"ckdIron"
,"19028750",,,,,"saturated transferrin",,"50 %","%",1,"ckdIron"
,"19058587",,,,,"control group",,"19.2 %","%",1,"ckdIron"
,"19058587",,,,,"height velocity",,"11.1 %","%",1,"ckdIron"
,"19101240",,,,,"ferritin > ng ml",,"45.5 %","%",1,"ckdIron"
,"19125674",,,,,"children intervention group",,"52 %","%",1,"ckdIron"
,"19125674",,,,,"control group iron deficiency",,"58 %","%",1,"ckdIron"
,"19125674",,,,,"iron deficiency anemia",,"19 %","%",1,"ckdIron"
,"19131126",,,,,"patients",,"39.5 %","%",1,"ckdIron"
,"19131126",,,,,"present least days week",,"66.7 %","%",1,"ckdIron"
,"19167679",,,,,"survival",,"63.5 %","%",1,"ckdIron"
,"19167679",,,,,"nrm",,"13.7 %","%",1,"ckdIron"
,"19257919",,,,,"h pylori",,"25.1 %","%",1,"ckdIron"
,"19257919",,,,,"bolivia",,"74.0 %","%",1,"ckdIron"
,"19257919",,,,,"h pylori infection",,"47.5 %to 81.8 %","%",1,"ckdIron"
,"19257919",,,,,"h pylori infection",,"81.8 %","%",1,"ckdIron"
,"19257919",,,,,"anaemia prevalence",,"11.3 %","%",1,"ckdIron"
,"19257919",,,,,"bolivia",,"15.4 %","%",1,"ckdIron"
,"19257919",,,,,"brazil",,"20.6 %","%",1,"ckdIron"
,"19257919",,,,,"cuba",,"10.5 %","%",1,"ckdIron"
,"19257919",,,,,"venezuela",,"8.9 %","%",1,"ckdIron"
,"19402865",,,,,"adverse reactions developed days infusion",,"26 %","%",1,"ckdIron"
,"19402865",,,,,"severe systemic reactions",,"8 %","%",1,"ckdIron"
,"19426168",,,,,"unhealthy alcohol use",,"15 %","%",1,"ckdIron"
,"19699425",,,,,"iron transferrin saturation",,"34.1 %","%",1,"ckdIron"
,"19699425",,,,,"iron transferrin saturation",,"13.6 %","%",1,"ckdIron"
,"19699425",,,,,"anemia prevalence",,"17.6 %","%",1,"ckdIron"
,"19699425",,,,,"iron deficient",,"14.9 %","%",1,"ckdIron"
,"19699425",,,,,"anemic",,"50.3 %","%",1,"ckdIron"
,"19699425",,,,,"iron store depletion",,"27.3 %","%",1,"ckdIron"
,"19699425",,,,,"iron store depletion",,"24.5 %","%",1,"ckdIron"
,"19699425",,,,,"iron store depletion",,"15 %","%",1,"ckdIron"
,"19809759",,,,,"obesity",,"8.0 %","%",1,"ckdIron"
,"19809759",,,,,"obesity",,"1.3 %","%",1,"ckdIron"
,"19809759",,,,,"obesity",,"10.4 %","%",1,"ckdIron"
,"19809759",,,,,"prevalence anemia",,"16.5 %","%",1,"ckdIron"
,"19809759",,,,,"children aged months",,"35.3 %","%",1,"ckdIron"
,"19809759",,,,,"prevalence subclinical vitamin a deficiency",,"14.3 %","%",1,"ckdIron"
,"19809759",,,,,"vitamin d deficiency",,"2.8 %","%",1,"ckdIron"
,"20010866",,,,,"veno occlusive disease vod developed transplants",,"15.4 %","%",1,"ckdIron"
,"20075703",,,,,"rhs aosd patients",,"15.3 %","%",1,"ckdIron"
,"20075703",,,,,"glycosylated ferritin",,"5 %","%",1,"ckdIron"
,"20075703",,,,,"glycosylated ferritin",,"15 %","%",1,"ckdIron"
,"20404750",,,,,"transferrin saturation",,"10 %","%",1,"ckdIron"
,"20404750",,,,,"diagnosed ida",,"86.2 %","%",1,"ckdIron"
,"20404750",,,,,"inadequate intake group i",,"55.6 %","%",1,"ckdIron"
,"20404750",,,,,"blood loss groups ii",,"46.1 %","%",1,"ckdIron"
,"20404750",,,,,"forty five",,"78.9 %","%",1,"ckdIron"
,"20406791",,,,,"men",,"68 %","%",1,"ckdIron"
,"20406791",,,,,"results",,"81 %","%",1,"ckdIron"
,"20406791",,,,,"results baseline follow",,"51 %","%",1,"ckdIron"
,"20406791",,,,,"results",,"23 %","%",1,"ckdIron"
,"20406791",,,,,"cdt",,"58 %","%",1,"ckdIron"
,"20406791",,,,,"cdt",,"34 %","%",1,"ckdIron"
,"20470300",,,,,"malnutrition inflammation",,"44.1 %","%",1,"ckdIron"
,"20470300",,,,,"malnutrition inflammation",,"43.9 %","%",1,"ckdIron"
,"20536513",,,,,"macroangiopathy",,"43 %","%",1,"ckdIron"
,"20536513",,,,,"coronary artery disease",,"31 %","%",1,"ckdIron"
,"20536513",,,,,"steatohepatitis",,"64 %","%",1,"ckdIron"
,"20536513",,,,,"liver enzymes",,"33 %","%",1,"ckdIron"
,"20536513",,,,,"liver enzymes",,"42 %","%",1,"ckdIron"
,"20536513",,,,,"liver enzymes",,"72 %","%",1,"ckdIron"
,"20570952",,,,,"males",,"88 %","%",1,"ckdIron"
,"20570952",,,,,"left ventricular ejection fraction",,"7 %","%",1,"ckdIron"
,"20570952",,,,,"iron deficiency",,"20 %","%",1,"ckdIron"
,"20570952",,,,,"iron deficiency",,"4 %","%",1,"ckdIron"
,"20570952",,,,,"deaths",,"28 %","%",1,"ckdIron"
,"20570952",,,,,"heart transplantations",,"6 %","%",1,"ckdIron"
,"20620527",,,,,"anemia",,"40 %","%",1,"ckdIron"
,"20620527",,,,,"variation hepcidin",,"76 %","%",1,"ckdIron"
,"20702143",,,,,"patients",,"12 %","%",1,"ckdIron"
,"20702143",,,,,"anemia",,"23 %","%",1,"ckdIron"
,"20832571",,,,,"anemia",,"71 %to 75 %","%",1,"ckdIron"
,"20832571",,,,,"anemia",,"75 %","%",1,"ckdIron"
,"20832571",,,,,"a ≥ g l drop hb",,"25 %","%",1,"ckdIron"
,"21059833",,,,,"antipyretic analgesics",,"58.2 %","%",1,"ckdIron"
,"21059833",,,,,"aristolochic acids",,"47.3 %","%",1,"ckdIron"
,"21059833",,,,,"medication users",,"18.3 %","%",1,"ckdIron"
,"21059833",,,,,"g",,"26.6 %","%",1,"ckdIron"
,"21103365",,,,,"iron deficiency",,"30.5 %","%",1,"ckdIron"
,"21103365",,,,,"acute seizures",,"33.8 %","%",1,"ckdIron"
,"21103365",,,,,"malaria  two thirds seizures",,"27.1 %","%",1,"ckdIron"
,"21103365",,,,,"iron deficiency",,"21.9 %","%",1,"ckdIron"
,"21168677",,,,,"kt patients",,"37 %","%",1,"ckdIron"
,"21168677",,,,,"oht patients",,"34 %","%",1,"ckdIron"
,"21168677",,,,,"variation hepcidin",,"78 %","%",1,"ckdIron"
,"21168677",,,,,"serum hepcidin",,"68 %","%",1,"ckdIron"
,"21228565",,,,,"anemia",,"21.1 %","%",1,"ckdIron"
,"21228565",,,,,"anemia",,"16.6 %","%",1,"ckdIron"
,"21228565",,,,,"iron deficiency",,"24.3 %","%",1,"ckdIron"
,"21228565",,,,,"iron deficiency",,"14.7 %","%",1,"ckdIron"
,"21228565",,,,,"thalassemia",,"58.8 %","%",1,"ckdIron"
,"21228565",,,,,"iron deficiency",,"30.8 %","%",1,"ckdIron"
,"21228565",,,,,"roi et",,"9.6 %","%",1,"ckdIron"
,"21272704",,,,,"children used vitamin fluoride iron supplement",,"61 %","%",1,"ckdIron"
,"21272704",,,,,"children used vitamin fluoride iron supplement",,"23.1 %","%",1,"ckdIron"
,"21272704",,,,,"vitamins",,"20 %","%",1,"ckdIron"
,"21272704",,,,,"supplemental fluoride",,"3.3 %","%",1,"ckdIron"
,"21272704",,,,,"supplemental iron",,"9.7 %","%",1,"ckdIron"
,"21272704",,,,,"year olds",,"30 %","%",1,"ckdIron"
,"21356607",,,,,"na",,"60 %","%",1,"ckdIron"
,"21356607",,,,,"metabolic syndrome",,"28 %","%",1,"ckdIron"
,"21591509",,,,,"iron deficiency",,"16.9 %","%",1,"ckdIron"
,"21649592",,,,,"men",,"40.7 %","%",1,"ckdIron"
,"21649592",,,,,"women",,"59.3 %","%",1,"ckdIron"
,"21649592",,,,,"nyha class iv iii ii",,"12 %","%",1,"ckdIron"
,"21649592",,,,,"glomerular filtration rate",,"8.5 %","%",1,"ckdIron"
,"21649592",,,,,"deficiency iron",,"32.8 %","%",1,"ckdIron"
,"21649592",,,,,"vitamin b deficiency",,"1.3 %","%",1,"ckdIron"
,"21649592",,,,,"hemodilution",,"12.6 %","%",1,"ckdIron"
,"21649592",,,,,"anemia",,"44.8 %","%",1,"ckdIron"
,"21649592",,,,,"hospital mortality",,"18.3 %","%",1,"ckdIron"
,"21649592",,,,,"death rates",,"13.5 %","%",1,"ckdIron"
,"21705484",,,,,"iron deficiency",,"20 %","%",1,"ckdIron"
,"21705484",,,,,"iron deficiency",,"61.3 %","%",1,"ckdIron"
,"21838524",,,,,"nonfatal cerebrovascular events",,"3.3 %","%",1,"ckdIron"
,"21838524",,,,,"nonfatal cerebrovascular events",,"0.7 %","%",1,"ckdIron"
,"21838524",,,,,"na",,"6.6 %","%",1,"ckdIron"
,"21838524",,,,,"nonfatal coronary events",,"4.3 %","%",1,"ckdIron"
,"21838524",,,,,"na",,"1.7 %","%",1,"ckdIron"
,"21838524",,,,,"na",,"7.9 %","%",1,"ckdIron"
,"21838524",,,,,"na",,"5.0 %","%",1,"ckdIron"
,"21852667",,,,,"women",,"37.6 %","%",1,"ckdIron"
,"22172865",,,,,"heart transplant recipients",,"62 %","%",1,"ckdIron"
,"22172865",,,,,"kidney transplant recipients",,"26 %","%",1,"ckdIron"
,"22172865",,,,,"heart",,"35 %","%",1,"ckdIron"
,"22172865",,,,,"kidney transplant recipients",,"8 %","%",1,"ckdIron"
,"22172865",,,,,"heart",,"4 %","%",1,"ckdIron"
,"22172865",,,,,"kidney transplant recipients",,"6 %","%",1,"ckdIron"
,"22190024",,,,,"anemia",,"64 %","%",1,"ckdIron"
,"22354919",,,,,"parasitemia",,"23 %","%",1,"ckdIron"
,"22354919",,,,,"malaria",,"38 %","%",1,"ckdIron"
,"22354919",,,,,"cause mortality",,"60 %","%",1,"ckdIron"
,"22354919",,,,,"malaria mortality",,"66 %","%",1,"ckdIron"
,"22535158",,,,,"epo",,"68 %","%",1,"ckdIron"
,"22535158",,,,,"patients",,"72.3 %","%",1,"ckdIron"
,"22535158",,,,,"heart disease",,"29.1 %","%",1,"ckdIron"
,"22535158",,,,,"heart failure",,"16.4 %","%",1,"ckdIron"
,"22535169",,,,,"anemia",,"20.6 %","%",1,"ckdIron"
,"22535169",,,,,"mild cases",,"14 %","%",1,"ckdIron"
,"22535169",,,,,"moderate  cases",,"6.38 %","%",1,"ckdIron"
,"22535169",,,,,"iron deficiency",,"42.17 %","%",1,"ckdIron"
,"22535169",,,,,"g dl",,"9 %","%",1,"ckdIron"
,"22535169",,,,,"cases anemia  either folate vitamin b deficiencies",,"2 %","%",1,"ckdIron"
,"22589472",,,,,"drug related adverse events",,"6.6 %","%",1,"ckdIron"
,"22589472",,,,,"rash",,"4.8 %","%",1,"ckdIron"
,"22589472",,,,,"diarrhea",,"3.6 %","%",1,"ckdIron"
,"22686591",,,,,"anemia",,"47.8 %","%",1,"ckdIron"
,"22686591",,,,,"died follow assessment",,"23.6 %","%",1,"ckdIron"
,"22686591",,,,,"refused participate",,"16.3 %","%",1,"ckdIron"
,"22686591",,,,,"traced",,"12.3 %","%",1,"ckdIron"
,"22686591",,,,,"persistent recurrent anemia",,"58.8 %","%",1,"ckdIron"
,"22686591",,,,,"renal disease",,"62 %","%",1,"ckdIron"
,"22686591",,,,,"chronic inflammation",,"35 %","%",1,"ckdIron"
,"22891845",,,,,"patients male",,"60 %","%",1,"ckdIron"
,"22891845",,,,,"patients apoferritin levels < ng ml",,"45 %","%",1,"ckdIron"
