"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName","uploadDate"
,"18359408",,"WHO",,,"anemia",,"11.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18359408",,"WHO",,,"anemia",,"5.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"Hb < or = 11 g / dl",,,"patients = severely anemic",,"23 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"antianemic",,,"oral iron",,"10 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"ESA",,,"agents",,"7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"antianemic",,,"folic acid",,"4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"antianemic",,,"severely anemic patients actually treated",,"35 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"comorbidity",,,"hypertension",,"89 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"diabetes",,,"hypercholesterolemia",,"32 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"hypertension , 32 % hypercholesterolemia",,,"diabetes",,"13 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"16 %",,,"azathioprine",,"16 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"62",,,"acei angiotensin ii receptor antagonists",,"62 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"Hb < or = 11 g / dl",,,"anemic",,"66 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"iron and / or ESA",,,"= treated",,"58 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"iron and / or ESA",,,"= treated",,"55 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417",,"patients not treated for anemia",,,"hb level g dl",,"74 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"CKD",,,"dialysis therapy",,"60 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"placebo",,,"ferumoxytol",,"21.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"16.7 % ) with placebo",,,"placebo",,"16.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"ferumoxytol",,,"related adverse events",,"5.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,".9 %",,,"placebo",,"4.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"21 patients",,,"serious adverse events",,"2.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,".1 %",,,"placebo",,"1.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18824288",,"placebo",,,"serious related adverse events",,"0.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19010148",,"erythropoietin ( EPO )",,,"anemic patients",,"59.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19010148",,"Anemic patients",,,"transferrin saturation index",,"25.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19010148",,"transferrin saturation index",,,"iron insufficiency",,"36.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19010148",,"vitamin B12",,,"na",,"20.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19010148",,"anemic",,,"treatment oral intravenous iron",,"9.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19131346",,"eGFR",,,"haemoglobin",,"88.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19131346",,"3 .73 m",,,"ckd stage",,"35 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19187880",,"residents",,,"ckd",,"45.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19187880",,"ADLs",,,"anemia",,"60.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19218791",,"56 %",,,"age prevalence anemia",,"17 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19218791",,"anemia",,,"gfr < ml min m",,"56 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19526304",,"Anemia",,,"hematocrit level",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19526304",,"Anemia",,,"women aged < years",,"32 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19526304",,"Anemia",,,"women aged > = years",,"35 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19850955",,"eccentric",,,"lvh",,"47 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030475",,"4.5 %",,,"treatment related adverse events",,"5.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030475",,"4.5 %",,,"treatment related adverse events",,"4.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030475",,"normal saline",,,"ferumoxytol",,"2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,".6 %",,,"male",,"70 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"glomerular",,,"chronic kidney disease",,"11.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"glomerular",,,"interstitial",,"10.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"chronic kidney disease",,,"vascular",,"29.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"type 1",,,"diabetic",,"16.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"diabetes ( 2.5 % type 1",,,"patients comorbidities",,"33.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"diabetes",,,"type",,"2.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"comorbidities",,,"dyslipidemia",,"69 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"comorbidities",,,"hypertension",,"93 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"comorbidities",,,"patients developed anemia",,"12.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"Diabetic",,,"cardiovascular events",,"24.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"BMI",,,"obesity",,"25.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20030520",,"proteinuria",,,"na",,"27.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"stage 3a",,,"ckd",,"50 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"CKD",,,"stage",,"47.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"stage 3a",,,"stage b",,"39.27 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"SD 2.2",,,"stage",,"13.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"without CKD",,,"comorbidities",,"57 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20129213",,"comorbidities",,,"stage ckd",,"87 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20130525",,"chronic kidney disease patients",,,"anemia",,"41 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20620527",,"World Health Organization",,,"anemia",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20620527",,"ferritin",,,"variation hepcidin",,"76 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20924174",,"males",,,"diabetes prior cardiovascular disease",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20924174",,"70.3 %",,,"hb goal",,"75.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20924174",,"75.7 %",,,"prevalence hb goal",,"70.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20924174",,"88 ± 61 μg / month",,,"cera dose",,"11.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20924174",,"88 ± 61 μg / month ) . Out of the 438 visits",,,"cera dose",,"8.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739",,"41.3 % at visit 1",,,"mild anemia",,"41.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739",,"RES",,,"per patients",,"22 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739",,"PER",,,"res",,"10 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739",,"PER",,,"pro",,"26 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"heart failure",,,"ejection fraction",,"35 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"4 %",,,"lvsd",,"4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"group I",,,"death rate",,"3.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"group IV",,,"death rate",,"12 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"1.5 % per year vs group IV : 8 % per year",,,"hfh rate",,"1.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"IV",,,"per year",,"8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21091612",,"group I . Among patients with ULVSD",,,"angiotensin enzyme inhibitors",,"65 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21234785",,"30.1",,,"patients hb level target g dl",,"61.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21234785",,"Hb level of < 11 and < 10 g / dL",,,"esa therapy",,"55.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21240875",,"Patients",,,"agent esa treatment",,"82 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21240875",,"13 patients",,,"nineteen treatment related aes",,"7.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21240875",,"patients not currently treated with parenteral",,,"treatments",,"3.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21311153",,"proteinuria",,,"chronic kidney disease",,"50 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21337818",,"WHO",,,"anemia",,"21 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"Cox proportional hazard analysis",,,"prevalence anemia",,"81 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"Hb < 6.5 g / dL",,,"grade",,"6.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"6.5 = Hb < 8.0 g / dL",,,"grade",,"13.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"8.0 = Hb < 10.0 g / dL",,,"grade",,"29.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"non-anemia cases",,,"grade i",,"31.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"NA",,,"non anemia cases",,"19.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21370576",,"medical",,,"prevalence ckd",,"25 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"hemoglobin levels below 12 g / dL",,,"anemia",,"42 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"33 %",,,"anemia",,"33 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"48 %",,,"anemia",,"48 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"71 %",,,"anemia",,"71 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"71 % , and 82 % in the stages from 1 to 5",,,"anemia",,"82 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"11 g / dL",,,"hemoglobin levels",,"21 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"17 %",,,"hemoglobin levels",,"17 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21566300",,"hemoglobin",,,"stages",,"72 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21820220",,"0.01 ng / mL",,,"detectable tnt",,"45 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21820220",,"cardiac biomarkers",,,"ci",,"16.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21872790",,"Erythrocyte-stimulating agents",,,"amino acid sequence feline hormone",,"83 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21872790",,"ESA therapy",,,"target packed cell volume",,"25 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21940838",,"all cohorts",,,"patients achieved hemoglobin response",,"96 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21940838",,"drug-related serious event",,,"serious adverse events",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21940838",,"11.5 % reported possibly drug-related events",,,"adverse events",,"81 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21940838",,"adverse events",,,"possibly drug related events",,"11.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439",,"anemia",,,"ckd",,"53.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439",,"World Health Organization definition",,,"anemia",,"27.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"hemoglobinuria",,,"macro albuminuria",,"5.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"hemoglobinuria",,,"micro albuminuria",,"44.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"30",,,"hemoglobinuria",,"41.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"eGFR",,,"subjects hyperfiltration",,"30.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"eGFR",,,"albuminuria",,"36.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"albuminuria",,,"stage ckd",,"25.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22237246",,"two",,,"stage ckd albuminuria",,"2.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22384844",,"logistic regression",,,"anemic",,"25.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22732334",,"erythropoiesis stimulating agents",,,"most patients",,"92.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22732334",,"TVEs",,,"thrombotic vascular events",,"11.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22732334",,"0.0299 per patient year",,,"tumor incidence",,"1.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22732334",,"Hb target",,,"patients",,"57.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22732334",,"anti-epoetin antibodies",,,"patients within hb target range",,"66.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"anemia",,,"ckd",,"43 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"CKD",,,"anemia",,"46 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"index",,,"residents laboratory defined ckd",,"2.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"index",,,"residents laboratory defined ckd",,"14.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
