"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"16149210",,,"mali",,,,"year",30,,,,"5",,,"sleep apnea, cardiovascular disease, stroke, heart failure","Sleep-disordered breathing",1,"stridorIahMortality","2023-11-13"
,"10201066",,"128","",,,,,28,,0,,,,,"sleep apnea, stroke","obstructive sleep apnea",1,"stridorIahMortality","2023-11-13"
,"17043257",,,"united states",,,,"years",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"12938814",,,"japan",,,,,,,,,,,,"cognitive impairment, depression, disability, stroke, diabetes, dementia",,1,"stridorIahMortality","2023-11-13"
,"15793042",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19629569",,"68","",,,,,,,,,"57.1",,,"stroke, ","sleep-related breathing disorders",1,"stridorIahMortality","2023-11-13"
,"19647881",,,"india",,,,"months",10.5,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"1776648",,,"",,,,,,,,,,,,"tracheomalacia, ",,1,"stridorIahMortality","2023-11-13"
,"10702648",,,"",,,,,26,,,,,,,"obstructive sleep apnea , sleep apnea, coronary artery disease","Obstructive sleep apnea",1,"stridorIahMortality","2023-11-13"
,"16024243",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"8571419",,"47","mali",,,,"day",13,,,,,,,"stroke, ","sleep-disordered breathing",1,"stridorIahMortality","2023-11-13"
,"11339721",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19168390",,"60","",,,,,,,,,,,,"ischemic stroke, stroke",,1,"stridorIahMortality","2023-11-13"
,"8445701",,"16","lebanon",,,,,,,,,,,,"tuberculosis, ","Tuberculosis of the larynx",1,"stridorIahMortality","2023-11-13"
,"17903628",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"11208620",,,"",,,,,,,,,,,,"cardiovascular disease, heart failure, stroke",,1,"stridorIahMortality","2023-11-13"
,"18516588",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"11734445",,,"",,,,,,,,,,,,"coronary artery disease, ",,1,"stridorIahMortality","2023-11-13"
,"15467327",,,"",,,,,,,,,,,,"central sleep apnea , sleep apnea, heart failure",,1,"stridorIahMortality","2023-11-13"
,"16007511",,,"united kingdom",,,,,,,,,,,,"ischemic stroke, ",,1,"stridorIahMortality","2023-11-13"
,"19567156",,"195","",,,,,,,,,,,,"heart failure, sleep apnea","sleep-related breathing disorder",1,"stridorIahMortality","2023-11-13"
,"12874394",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16242787",,"823","",,,,"year",2.3,,,,,,,"Airway foreign bodies",,1,"stridorIahMortality","2023-11-13"
,"19015401",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea, atherosclerosis",,1,"stridorIahMortality","2023-11-13"
,"19115894",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16162727",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"18212612",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17060809",,"89","italy",,,,"year",62,11,,11,"15",,,"metabolic syndrome, sleep apnea","Metabolic syndrome",1,"stridorIahMortality","2023-11-13"
,"17187265",,"180","united states",,,,,,,,,"30",,,"obesity, sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"12557859",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"11491220",,,"australia",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"15666159",,,"mali",,,,"months",4.5,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9682938",,,"japan",,,,"years",,,,,,,,"obstructive sleep apnea , hypertension ",,1,"stridorIahMortality","2023-11-13"
,"10673174",,"161","spain",,,,,10,,,,,,,"stroke, ",,1,"stridorIahMortality","2023-11-13"
,"8542128",,,"",,,,,,,,,,,,"heart failure, ",,1,"stridorIahMortality","2023-11-13"
,"18763420",,,"",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"17622332",,,"",,,,"years",18.2,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"15189929",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"23074535",,,"",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"19643504",,,"",,,,,,,,,,,,"kaposiform hemangioendothelioma, rare head and neck tumor",,1,"stridorIahMortality","2023-11-13"
,"18215724",,,"",,,,"years",57,,,,,,,"obstructive sleep apnea , sleep apnea, obesity, fibromyalgia, migraine, depression",,1,"stridorIahMortality","2023-11-13"
,"15212407",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8021785",,"243","",,,,"year",8.1,,,,,,,"postextubation stridor",,1,"stridorIahMortality","2023-11-13"
,"1857497",,,"",,,,,,,,,,,,"pelizaeus merzbacher disease, ",,1,"stridorIahMortality","2023-11-13"
,"2357085",,"485","sweden",,,,"year",15,,,,,,,"epiglottitis, meningitis","difficulties in swallowing own saliva or water",1,"stridorIahMortality","2023-11-13"
,"18982135",,,"",,,,,,,,,,,,"coronary artery disease, obstructive sleep apnea ",,1,"stridorIahMortality","2023-11-13"
,"16115548",,"90","",,,,"year",64,,,,"35",,,"stroke, ",,1,"stridorIahMortality","2023-11-13"
,"16236864",,"95","",,,,"year",72.7,9.4,,9.4,,,,"sleep apnea, ischemic stroke",,1,"stridorIahMortality","2023-11-13"
,"12733328",,,"mali",,,,,,,,,,,,"sleep apnea, obesity, hypertension , stroke",,1,"stridorIahMortality","2023-11-13"
,"19032755",,,"cuba",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"10878877",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17702268",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10086966",,,"",,,,,,,,,,,,"heart failure, ",,1,"stridorIahMortality","2023-11-13"
,"17275399",,,"",,,,,,,,,,,,"sleep apnea, stroke",,1,"stridorIahMortality","2023-11-13"
,"1428033",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9068473",,,"",,,,"months",93.3,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"1788120",,,"",,,,"years",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9488213",,,"",,,,"years",46.8,,,,,,,"obstructive sleep apnea , ",,1,"stridorIahMortality","2023-11-13"
,"7488367",,"44","mali",,,,,,,,,,,,"congenital abnormalities",,1,"stridorIahMortality","2023-11-13"
,"12952844",,,"",,,,,,,,,,,,"sleep apnea, atherosclerosis, stroke, diabetes, dementia",,1,"stridorIahMortality","2023-11-13"
,"7492062",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9060222",,,"kenya",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"18727890",,"23","united kingdom",,,,"year",51,,,,,,,"sleep disorders",,1,"stridorIahMortality","2023-11-13"
,"10519334",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"12467824",,,"",,,,"years",22.3,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19742269",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9303023",,"39","",,,,"year",57,,,,,,,"obstructive sleep apnea (OSA) in patients with acute stroke","obstructive sleep apnea",1,"stridorIahMortality","2023-11-13"
,"17673692",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea, stroke",,1,"stridorIahMortality","2023-11-13"
,"12756424",,,"israel",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"10504017",,,"",,,,"years",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16675228",,,"mali",,,,,,,,,,,,"congenital tracheal stenosis, ",,1,"stridorIahMortality","2023-11-13"
,"12150608",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8256932",,,"",,,,"years",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9282247",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17033258",,,"",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"16478837",,,"australia",,,,"years",73.2,,,,,,,"ischemic stroke, dysphagia , stroke",,1,"stridorIahMortality","2023-11-13"
,"17072038",,,"germany",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16730551",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19558268",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"17917313",,,"",,,,,,,,,,,,"obstructive sleep apnea , ",,1,"stridorIahMortality","2023-11-13"
,"11214745",,"68","peru",,,,"year",,,,,,,,"coronary artery disease",,1,"stridorIahMortality","2023-11-13"
,"8756883",,"189","",,,,,,,,,,,,"hyperkalemic periodic paralysis, periodic paralysis, ",,1,"stridorIahMortality","2023-11-13"
,"2030475",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17583616",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16939680",,,"mali",,,,,,,,,,,,"aortic arch anomalies, right aortic arch, tracheomalacia",,1,"stridorIahMortality","2023-11-13"
,"16478836",,,"",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"14623753",,"99","united kingdom",,,,,,,,,,,,"lower airway symptoms",,1,"stridorIahMortality","2023-11-13"
,"12753354",,,"",,,,"years",,,,,,,,"heart failure, ",,1,"stridorIahMortality","2023-11-13"
,"18635479",,"8","",,,,,2,,,,,,,"obstructive sleep apnea , obesity, sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"14657548",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16717439",,,"",,,,"years",51.3,,,,,,,"sleep apnea, atherosclerosis",,1,"stridorIahMortality","2023-11-13"
,"7933397",,"129","",,,,"year",47,,,,,,,"epiglottitis, ","sitting erect",1,"stridorIahMortality","2023-11-13"
,"18799876",,"74","",,,,,76,,,,,,,"stroke, ",,1,"stridorIahMortality","2023-11-13"
,"12226023",,"23","china",,,,"year",64.2,13,,13,,,,"ischemic stroke, stroke","sleep-disordered breathing",1,"stridorIahMortality","2023-11-13"
,"19203550",,,"",,,,,,,,,,,,"sleep apnea, ",,1,"stridorIahMortality","2023-11-13"
,"17335012",,,"",,,,"years",21,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"1755680",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"2166869",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10319824",,"54","",,,,"year",60.4,,,,,,,"obstructive sleep apnea , stroke, type 2 diabetes, diabetes, diabetes","type 2 diabetes mellitus",1,"stridorIahMortality","2023-11-13"
,"2346338",,,"",,,,"years",,,,,,,,"tracheomalacia, ",,1,"stridorIahMortality","2023-11-13"
,"15885339",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8090974",,"43","mali, spain",,,,"month",17,,,,,,,"pulmonary infection","tracheo-broncho malacia",1,"stridorIahMortality","2023-11-13"
,"8989080",,"405","",,,,"month",18,,,,,,,"Pulmonary complications","traumatic injury admissions over 18 months. INTERVENTIONS: None",1,"stridorIahMortality","2023-11-13"
,"10845284",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8921651",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17003096",,,"",,,,,,,,,,,,"prader willi syndrome, ",,1,"stridorIahMortality","2023-11-13"
,"12821429",,,"mali",,,,"months",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8915213",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"7999273",,,"",,,,"years",19,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"21337760",,"120","iceland, russia",,,,,15,,,,,,,"obstructive sleep apnea , stroke, heart failure, atrial fibrillation, atrial fibrillation",,1,"stridorIahMortality","2023-11-13"
,"16272771",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea, cardiovascular disease",,1,"stridorIahMortality","2023-11-13"
,"8746395",,,"",,,,,,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"16723796",,,"",,,,"years",51.3,,,,,,,"obstructive sleep apnea , sleep apnea, cardiovascular disease",,1,"stridorIahMortality","2023-11-13"
,"17552381",,,"",,,,,,,,,,,,"heart failure, stroke, sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"12873435",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"17196456",,"89","japan",,,,,10,,,,,,,"obstructive sleep apnea , sleep apnea","obstructive sleep apnea",1,"stridorIahMortality","2023-11-13"
,"12515745",,,"",,,,,,,,,,,,"sleep apnea, hypertension ",,1,"stridorIahMortality","2023-11-13"
,"12170557",,,"cuba, united states",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16826038",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10944939",,,"united kingdom",,,,,10,,,,"23.8",,,"sleep apnea, cardiovascular disease, stroke, diabetes","sleep-disordered breathing",1,"stridorIahMortality","2023-11-13"
,"14577067",,,"mali",,,,,,,,,,,,"congenital tracheal stenosis, ",,1,"stridorIahMortality","2023-11-13"
,"7872582",,"42","",,,,,,,,,,,,"heart failure, ",,1,"stridorIahMortality","2023-11-13"
,"15947323",,,"",,,,,,,,,,,,"sleep apnea, cardiovascular disease",,1,"stridorIahMortality","2023-11-13"
,"18671453",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"8945486",,,"",,,,,,,,,,,,"epiglottitis, ",,1,"stridorIahMortality","2023-11-13"
,"15886619",,"46","taiwan",,,,,,,,,,,,"epiglottitis, ",,1,"stridorIahMortality","2023-11-13"
,"15921787",,,"",,,,,,,,,,,,"heart failure, sleep apnea, depression",,1,"stridorIahMortality","2023-11-13"
,"10072233",,,"mali",,,,"years",7.2,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10981861",,,"",,,,,,,,,,,,"hypertension , shortness of breath, central sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"7533806",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9237581",,,"mali",,,,"years",33.1,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"15117618",,"139","united kingdom",,,,"year",73.6,,,,"41",,,"ischemic stroke, stroke, sleep apnea","obstructive apneas",1,"stridorIahMortality","2023-11-13"
,"1714832",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"18929710",,"71","",,,,,,,,,,,,"heart failure, ","sleep-disordered breathing",1,"stridorIahMortality","2023-11-13"
,"23074469",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19660146",,,"mali",,,,"months",,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16369150",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"18716358",,,"",,,,"years",,,,,,,,"obstructive sleep apnea , sleep apnea",,1,"stridorIahMortality","2023-11-13"
,"9990635",,"10","",,,,,7,,,,,,,"cardiac disease","sleep-related breathing disorders",1,"stridorIahMortality","2023-11-13"
,"10922232",,,"new zealand",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"16510650",,,"mali",,,,,,,,,,,,"chronic lung disease","neurodevelopmental abnormalities",1,"stridorIahMortality","2023-11-13"
,"16954652",,,"",,,,"years",58.1,,,,,,,"obstructive sleep apnea , ",,1,"stridorIahMortality","2023-11-13"
,"9710189",,"47","united states",,,,"year",59.2,,,,,,,"obstructive sleep apnea , sleep apnea, stroke",,1,"stridorIahMortality","2023-11-13"
,"2023072",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"15488982",,,"",,,,,,,,,,,,"laryngomalacia, ",,1,"stridorIahMortality","2023-11-13"
,"17036092",,,"mali",,,,,,,,,,,,"recurrent respiratory papillomatosis, ",,1,"stridorIahMortality","2023-11-13"
,"19573656",,,"mali",,,,"years",,,,,,,,"aortic arch anomalies, institutions, right aortic arch",,1,"stridorIahMortality","2023-11-13"
,"12047617",,,"japan",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"9063545",,,"",,,,,,,,,,,,"anaphylaxis, ",,1,"stridorIahMortality","2023-11-13"
,"15510891",,"27","poland",,,,"year",66,10,,10,,,,"sleep apnea, stroke",,1,"stridorIahMortality","2023-11-13"
,"9686128",,,"united kingdom",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"12325331",,"12","united kingdom",,,,,52.7,12.8,,12.8,,,,"obstructive sleep apnea , sleep apnea, stroke",,1,"stridorIahMortality","2023-11-13"
,"12018723",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10547485",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"19394852",,,"mali",,,,"months",21.3,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"10695210",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"12422346",,,"mali",,,,,,,,,,,,"crouzon syndrome, craniosynostosis, absent pulmonary valve syndrome",,1,"stridorIahMortality","2023-11-13"
,"9006511",,,"",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"18229586",,,"mali",,,,,,,,,,,,,,1,"stridorIahMortality","2023-11-13"
,"15674835",,,"",,,,,,,,,,,,"obstructive sleep apnea , atherosclerosis, stroke",,1,"stridorIahMortality","2023-11-13"
,"11311685",,,"",,,,,,,,,,,,"obstructive sleep apnea , insomnia",,1,"stridorIahMortality","2023-11-13"
