"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"37425910",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37416941",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37388914",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37376440",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37351425",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37336145",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37322068",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37307243",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37236879",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37204214",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37185741",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37121104",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37095443",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," myopic maculopathy",,1,"projTutoMSA","2024-02-05"
,"37095427",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37094997",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37085700",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37052776",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"37023638",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36991261",,,,,"denmark",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36982356",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36951957",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36933579",,,,,"bangladesh, pakistan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36926706",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36873431",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36843472",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36840692",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36785484",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36779855",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36773806",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36768569",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36768367",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36765380",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36740453",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36695111",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36647224",,,,,"south korea",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36635882",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36630736",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36585649",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"36579555",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36540145",,,,,"canada",," ANSWERNOTFOUND",,,,,,,,,," Parkinson Disease and Other Neurodegenerative Movement Disorders.",,1,"projTutoMSA","2024-02-05"
,"36526431",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"36526430",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36508411",,,,,"tunisia",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36481217",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36430804",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36421810",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35201709",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36380891",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36333098",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36314213",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36313023",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36302764",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36301603",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36289920",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36259668",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36251404",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36246952",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36232361",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36222764",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36156206",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36123012",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36097244",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36073537",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36056634",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36051644",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"36041331",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35986084",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35948371",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35936586",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35903017",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35885927",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35875461",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35860494",,"81",,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"35855480",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35852957",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35841911",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35790426",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35768852",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35748722",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35732412",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35694072",,,,,"india",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35668573",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35668433",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35629260",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35627253",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35593123",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35513505",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35501501",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35482908",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35462702",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"35417458",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35400321",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35384153",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35381010",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35350553",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35305144",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35288028",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35283328",,,,,"france",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35262657",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35235596",,,,,"denmark",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35234025",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35217144",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35173191",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35122320",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35087473",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35063370",,,,,"japan",," infection",,,,,,,,,," multiple system atrophy.",,1,"projTutoMSA","2024-02-05"
,"35058467",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35052739",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35052506",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35038852",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35028746",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35007998",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34987378",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34971021",,,,,"france",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"34961443",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34955876",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34925212",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34873556",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34868249",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34773420",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34764851",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34718269",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34663646",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34635668",,,,,"scotland",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"34608334",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"34573238",,,,,"germany",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34566557",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34537326",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34494209",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34486218",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34472165",,,,,"germany",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34455210",,,,,"japan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"34360863",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34222866",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34210538",,,,,"spain",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34205249",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34181865",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34132390",,"174",,,"",," ANSWERNOTFOUND",,,,,,,,,," multiple system atrophy.",,1,"projTutoMSA","2024-02-05"
,"34126454",,,,,"united kingdom",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34105000",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34052041",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34047339",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"34015516",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33949131",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33910524",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33893230",,"85",,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"33839029",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33836934",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33822892",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33821292",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33816667",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33809527",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33798739",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33780948",,,,,"denmark",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33769989",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33709974",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33705537",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33662165",,,,,"germany",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33601380",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33600908",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33581485",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33558361",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33553491",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33517229",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33502644",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33486257",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33466753",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33463481",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35465274",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33453372",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33410930",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33395989",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33382439",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33328969",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33284134",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33262983",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33248288",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33193032",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33192462",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33189969",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33189759",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33161394",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33151313",,"308",,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"33150438",,"21",,,"mali, israel",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"33096655",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33028107",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33013295",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"33010794",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32980799",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32968939",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32896712",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32884367",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32878826",,,,,"india, russia, singapore, china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32871045",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32902934",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32857151",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," Long-term Neurological Conditions:",,1,"projTutoMSA","2024-02-05"
,"32791228",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32756187",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32733370",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32712267",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32708516",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32669353",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32626795",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32623306",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32620242",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32607605",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32546656",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32535680",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32516630",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32479692",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32450546",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32403316",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32320519",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"32284306",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32260484",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32248368",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32234825",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32234335",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32233169",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32232888",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32170820",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32166422",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"32151945",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32088203",,,,,"united kingdom",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32087288",,,,,"france",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32066523",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32059082",,,,143,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"32036336",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32033023",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32030948",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"32014710",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31996623",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31992680",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31957322",,"7582",,,"japan",," ANSWERNOTFOUND",,,,,,,,,," cancer",,1,"projTutoMSA","2024-02-05"
,"34316623",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"35111522",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31861253",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31846136",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31809947",,,,,"mali",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31736705",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31733702",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31725670",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31715596",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31661696",,"7750",,,"denmark",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31650377",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31621603",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
