"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"31170159_6_OR","31170159","mortality",,"NULL","NULL",,"mortality","mortality",0.89,0.78,1.01,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_7_OR","31170159","mortality",,"NULL","NULL",,"mortality","death",1.08,0.96,1.2,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_8_OR","31170159","mortality",,"NULL","NULL",,"mortality","mortality",1.1,0.99,1.22,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_3_OR","31170159","iron deficiency",,"NULL","NULL",,"mortality","mortality",1.15,1.03,1.28,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_9_OR","31170159","mortality",,"NULL","NULL",,"mortality","mortality",1.15,1.04,1.27,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_4_OR","31170159","epo",,"NULL","NULL",,"mortality","mortality",1.17,1.05,1.29,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_5_OR","31170159","iron deficiency",,"NULL","NULL",,"mortality","mortality",1.2,1.1,1.32,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31170159_1_OR","31170159","transferrin saturation ( tsat",,"NULL","NULL",,"mortality","mortality",1,0.84,95,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_2_OR","31641775","absolute ida",,"NULL","NULL",,"cardiovascular hospitalization","cardiovascular hospitalization",1.11,1.05,1.17,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_3_OR","31641775","absolute ida",,"NULL","NULL",,"absolute ida","cardiovascular hospitalization",1.11,1.07,1.14,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_6_OR","31641775","ferritin",,"NULL","NULL",,"cardiovascular hospitalization","cardiovascular hospitalization",1.13,1.07,1.21,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_1_OR","31641775","absolute ida",,"NULL","NULL",,"absolute ida","cardiovascular hospitalization",1.2,1.12,1.28,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_5_OR","31641775","iron deficiency",,"NULL","NULL",,"functional ida","cardiovascular hospitalization",1.21,1.1,1.3,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"31641775_7_OR","31641775","ferritin",,"NULL","NULL",,"ferritin","mortality",1.38,1.26,1.51,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32390704_4_OR","32390704","estimated glomerular filtration rate",,"NULL","NULL",,"mortality","mortality",0.99,0.98,0.99,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32390704_5_OR","32390704","packed red blood cell transfusion",,"NULL","NULL",,"iron metabolism imbalance","mortality",1.05,1.03,1.08,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32390704_3_OR","32390704","hepatocellular carcinoma",,"NULL","NULL",,"hepatocellular carcinoma","mortality",1.58,1.15,2.26,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32390704_2_OR","32390704","iron metabolism imbalance",,"NULL","NULL",,"mortality","mortality",1.62,1.12,2.35,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32390704_1_OR","32390704","iron metabolism imbalance",,"NULL","NULL",,"mortality","mortality",1.73,1.14,2.63,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"32993549_1_OR","32993549","iron deficiency anaemia",,"NULL","NULL",,"iron deficiency anaemia","chronic kidney disease",1.0003,1.0001,1.0005,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"32993549_2_OR","32993549","hepcidin",,"NULL","NULL",,"iron deficiency anaemia","iron deficiency anaemia",1.003,1.0004,1.0055,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"33302891_1_OR","33302891","iron deficiency",,"NULL","NULL",,"iron deficiency","chronic kidney disease",0.46,0.2,0.91,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"33863963_1_OR","33863963","low serum iron",,"NULL","NULL",,"normal tsat normal iron","anemia",1.56,1.13,2.16,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"33863963_4_OR","33863963","low serum iron",,"NULL","NULL",,"low serum iron","anemia",1.69,1,2.83,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"33863963_5_OR","33863963","low serum iron",,"NULL","NULL",,"low serum iron","anemia",1.94,1.11,3.4,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"33863963_3_OR","33863963","low serum iron",,"NULL","NULL",,"normal tsat normal iron","anemia",2.36,1.76,3.18,"odd ratio (OR)",,,1,"ckdIronPub","2023-12-21"
,"34162484_1_OR","34162484","time to first cardiovascular ae",,"NULL","NULL",,"cardiovascular adverse events","cardiovascular adverse events",0.59,0.37,0.92,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"34339746_1_OR","34339746","iron deficiency",,"NULL","NULL",,"iron deficiency","mortality",1.28,1.04,1.58,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"34339746_2_OR","34339746","functional iron deficiency",,"NULL","NULL",,"functional iron deficiency","mortality",1.33,1.02,1.73,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"34339746_3_OR","34339746","mixed iron deficiency",,"NULL","NULL",,"mortality","mortality",1.54,1.24,1.91,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"34339746_4_OR","34339746","iron deficiency and functional iron deficiency",,"NULL","NULL",,"heart failure","mortality",1.58,1.21,2.05,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"35871036_1_OR","35871036","roxadustat",,"NULL","NULL",,"control","chronic kidney disease",1.03,1,1.07,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"35871036_2_OR","35871036","roxadustat",,"NULL","NULL",,"control","chronic kidney disease",1.08,1,1.15,"relative risk (RR)",,,1,"ckdIronPub","2023-12-21"
,"36983703_3_OR","36983703","iron deficiency",,"NULL","NULL",,"non","decline in renal function",0.715,0.568,0.898,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"36983703_1_OR","36983703","iron deficiency",,"NULL","NULL",,"iron deficiency","renal outcomes",0.718,0.579,0.889,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
,"37915900_1_OR","37915900","oral iron replacement therapy",,"NULL","NULL",,"veterans","mortality",1,0.84,1.19,"hazard ratio (HR)",,,1,"ckdIronPub","2023-12-21"
