"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"17435186_2_OR","17435186","age",,"NULL","NULL",,"dementia","dementia","1.04","1.01","1.08","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"17435186_3_OR","17435186","age",,"NULL","NULL",,"age","dementia","1.08","1.02","1.13","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"17435186_4_OR","17435186","diabetes mellitus",,"NULL","NULL",,"diabetes mellitus","dementia","3.52","1.46","8.47","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"17435186_1_OR","17435186","early epileptic seizures",,"NULL","NULL",,"early epileptic seizures","dementia","3.81","1.13","12.82","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"17462546_3_OR","17462546","copd",,"NULL","NULL",,"copd","mortality","0.73","0.65","0.81","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"18028342_2_OR","18028342","bmi",,"NULL","NULL",,"baseline bmi","dementia","0.75","0.59","0.96","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18028342_4_OR","18028342","severe bmi loss",,"NULL","NULL",,"bmi loss","dementia","2.18","1.27","3.74","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18028344_3_OR","18028344","difficulty at baseline",,"NULL","NULL",,"difficulty at baseline","dementia","2.15","1.13","4.08","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"18028344_1_OR","18028344","sex , and education",,"NULL","NULL",,"age","dementia","2.59","1.24","5.38","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"18413464_5_OR","18413464","serum urate",,"NULL","NULL",,"men","reaching end point declined","0.39","0.26","0.6","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18413464_3_OR","18413464","serum urate concentration",,"NULL","NULL",,"baseline serum urate concentration","reaching end point","0.51","0.37","0.72","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18413464_6_OR","18413464","serum urate",,"NULL","NULL",,"women","loss","0.77","0.39","1.5","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18824671_3_OR","18824671","low levels",,"NULL","NULL",,"low levels of serum cystatin c","ad","1.29","1.03","1.63","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"18841007_2_OR","18841007","hypertensives",,"NULL","NULL",,"hypertensives","cognitive decline","0.48","0.26","0.9","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"18841007_1_OR","18841007","mean age",,"NULL","NULL",,"cognitive impairment","cognitive impairment","4.1","1.11","15.1","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19265054_2_OR","19265054","large white matter hyperintensity",,"NULL","NULL",,"silent cerebral infarcts","silent cerebral infarcts","1.19","1.03","1.38","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19265054_1_OR","19265054","silent cerebral infarcts",,"NULL","NULL",,"silent cerebral infarcts","aging","1.21","1.03","1.43","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19265054_3_OR","19265054","internal carotid stenosis",,"NULL","NULL",,"internal carotid stenosis","lower total brain volume","1.77","1.25","2.53","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19265054_5_OR","19265054","large white matter hyperintensity",,"NULL","NULL",,"internal carotid stenosis","poorer performance on executive function","2.35","1.08","5.13","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19265054_4_OR","19265054","internal carotid stenosis",,"NULL","NULL",,"internal carotid stenosis","silent cerebral infarcts","2.53","1.17","5.44","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19560102_1_OR","19560102","elevated c",,"NULL","NULL",,"oldest","dementia","3","1.2","7.3","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19560102_2_OR","19560102","elevated",,"NULL","NULL",,"oldest","cause dementia","5","1.9","12.9","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19606474_1_OR","19606474","rs2230805",,"NULL","NULL",,"rs2230805","dementia","1.39","1.23","1.57","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"19965782_1_OR","19965782","fibrinogen",,"NULL","NULL",,"dementia","dementia","1.68","1.02","2.76","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"19965782_3_OR","19965782","factor viii",,"NULL","NULL",,"dementia","dementia","1.79","1.09","3","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"19965782_4_OR","19965782","plasminogen activator inhibitor 1",,"NULL","NULL",,"vascular dementia","dementia","3.13","1.73","5.7","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"19968671_1_OR","19968671","ins",,"NULL","NULL",,"parkinson's disease","parkinson's disease","2.05","1.36","3.08","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20065134_1_OR","20065134","dementia",,"NULL","NULL",,"cognitive impairment","impaired memory","1.5","1","2.1","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20065134_3_OR","20065134","visuospatial",,"NULL","NULL",,"cognitive impairment","impaired memory","1.6","1","2.3","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20065134_4_OR","20065134","apoe epsilon4 allele",,"NULL","NULL",,"elderly","impaired memory","2.7","1.6","4.4","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20660506_1_OR","20660506","white matter hyperintensities",,"NULL","NULL",,"white matter hyperintensities","stroke","3.3","2.6","4.4","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"20660864_1_OR","20660864","higher levels of moderate to vigorous activities",,"NULL","NULL",,"lower pd occurrence","lower pd occurrence","0.62","0.48","0.81","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20669288_2_OR","20669288","odor identification deficits",,"NULL","NULL",,"cognitive decline","neuropsychiatric complications","3.1","1.05","9.21","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"20669288_1_OR","20669288","odor identification deficits",,"NULL","NULL",,"lowest quartile of olfactory performance","neuropsychiatric complications","4.7","1.64","13.42","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"20807691_4_OR","20807691","lead",,"NULL","NULL",,"tibia lead","parkinson's disease","1.91","1.01","3.6","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20807691_3_OR","20807691","lead",,"NULL","NULL",,"movement disorders clinics","parkinson's disease","2.57","1.11","5.93","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20807691_2_OR","20807691","lead",,"NULL","NULL",,"lead","parkinson's disease","3.21","1.17","8.83","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20807691_1_OR","20807691","bone lead",,"NULL","NULL",,"bone lead","parkinson's disease","67","10","69","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20864661_2_OR","20864661","severity",,"NULL","NULL",,"white matter","age","1.5","1.2","1.9","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20864661_1_OR","20864661","cardiovascular risk factors",,"NULL","NULL",,"age","severity","2.1","1.4","3.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"20864661_3_OR","20864661","age",,"NULL","NULL",,"age","severe dvrs","6","1.8","19.8","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"21297263_1_OR","21297263","replication across both samples and maximum combined significance at marker rs1800625",,"NULL","NULL",,"rs1800625","dementia","1.37","1.19","1.56","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"21320988_1_OR","21320988","baseline hearing loss",,"NULL","NULL",,"normal hearing","dementia","1.89","1","3.58","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"21464984_6_OR","21464984","bmi",,"NULL","NULL",,"bmi < 25","dementia","0.82","0.67","1.01","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"21464984_8_OR","21464984","obesity",,"NULL","NULL",,"bmi","dementia","0.82","0.69","0.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"21464984_3_OR","21464984","bmi",,"NULL","NULL",,"bmi < 25","dementia","0.82","0.7","0.95","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"21464984_7_OR","21464984","bmi",,"NULL","NULL",,"bmi","dementia","0.9","0.82","95","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"21508532_1_OR","21508532","severe carotid artery stenosis",,"NULL","NULL",,"severe dementia","severe dementia","2.36","1.14","4.87","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"21508532_2_OR","21508532","carotid atherosclerosis",,"NULL","NULL",,"severe carotid artery stenosis","severe dementia","4.9","2.65","9.04","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"21790207_3_OR","21790207","severely deficient 25",,"NULL","NULL",,"cognitive decline","cognitive decline","1.4","0.9","2.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"21790207_2_OR","21790207","severely deficient 25",,"NULL","NULL",,"severely deficient 25","cognitive decline","1.6","1.2","2","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"21790207_1_OR","21790207","severely deficient 25 ( oh ) d levels",,"NULL","NULL",,"severely deficient 25","cognitive decline","60","1.6","95","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"22523513_1_OR","22523513","sleep",,"NULL","NULL",,"sfob","falling out of bed","2.4","1.3","4.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"22942498_4_OR","22942498","insomnia complaints",,"NULL","NULL",,"insomnia complaints","cognitive decline","0.77","0.6","0.98","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"22942498_5_OR","22942498","excessive sleepiness",,"NULL","NULL",,"insomnia complaints","cognitive decline","0.81","0.68","0.96","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"22942498_1_OR","22942498","excessive sleepiness",,"NULL","NULL",,"cognitive decline","cognitive decline","1.26","1.02","1.56","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"22942498_3_OR","22942498","excessive sleepiness",,"NULL","NULL",,"dementia","cognitive decline","1.39","1","1.97","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"22982688_5_OR","22982688","interleukin",,"NULL","NULL",,"interleukin","dementia","1.06","0.83","1.35","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"22982688_4_OR","22982688","interleukin",,"NULL","NULL",,"ad","dementia","1.21","1.03","1.42","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"22982688_3_OR","22982688","interleukin",,"NULL","NULL",,"interleukin","dementia","1.32","1.06","1.64","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"22982688_2_OR","22982688","increased level of c",,"NULL","NULL",,"peripheral inflammatory markers","dementia","1.45","1.1","1.91","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"22982688_1_OR","22982688","peripheral inflammatory markers",,"NULL","NULL",,"inflammatory marker level","dementia","2","0.5","717","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23151427_1_OR","23151427","bmi",,"NULL","NULL",,"bmi","dementia","1.89","1.32","2.7","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23275314_1_OR","23275314","elevated ankle blood pressure",,"NULL","NULL",,"dementia","dementia","1.58","1.04","2.4","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23280594_1_OR","23280594","unplanned acute hospital admission",,"NULL","NULL",,"mortality","mortality","1.66","1.35","2.04","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23433314_2_OR","23433314","vital exhaustion",,"NULL","NULL",,"impaired sleep","hospitalization","1.49","0.87","2.56","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23433314_1_OR","23433314","vital exhaustion",,"NULL","NULL",,"vital exhaustion","hospitalization","2.5","1.28","4.89","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23459207_2_OR","23459207","increasing levels of free thyroxine",,"NULL","NULL",,"low t3 syndrome","mortality","2.12","0.99","4.54","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"23459207_1_OR","23459207","low t3 syndrome",,"NULL","NULL",,"low t3 syndrome","excess hospital mortality","2.7","1.1","6.5","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"24012374_1_OR","24012374","preclinical alzheimer's disease",,"NULL","NULL",,"preclinical alzheimer's disease","death","6","2","95","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"24021219_3_OR","24021219","education level",,"NULL","NULL",,"education level","dementia","1.07","0.61","1.87","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"24021219_1_OR","24021219","severe wml",,"NULL","NULL",,"severe wml","dementia","3.77","1.29","10.99","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"24179289_1_OR","24179289","antidepressants",,"NULL","NULL",,"rbd patients not taking antidepressants","neurodegenerative disease","0.22","0.06","0.74","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"24481144_1_OR","24481144","low abi",,"NULL","NULL",,"intracranial stenosis","intracranial stenosis","1.71","1.13","2.59","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"24481144_3_OR","24481144","low abi",,"NULL","NULL",,"cognitive impairment","poorer overall cognitive function","2.26","1.11","4.59","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"24662628_1_OR","24662628","hl",,"NULL","NULL",,"hl","dementia","1.27","0.026","95","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"24893584_3_OR","24893584","living alone",,"NULL","NULL",,"dementia","hospitalization","0.76","0.61","0.94","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"24893584_2_OR","24893584","living alone",,"NULL","NULL",,"dementia","hospitalization","0.88","0.73","1.07","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"24893584_1_OR","24893584","living alone",,"NULL","NULL",,"living alone","hospitalization","0.93","0.84","1.03","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25096617_2_OR","25096617","tmem106b",,"NULL","NULL",,"age","frontotemporal lobar degeneration","0.7","0.57","0.85","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25104848_3_OR","25104848","lower baseline cognitive function",,"NULL","NULL",,"stroke","mortality","1.17","1.08","1.26","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25104848_2_OR","25104848","lower baseline cognitive function",,"NULL","NULL",,"lower baseline cognitive function","incident stroke","1.61","1.46","1.77","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25104848_4_OR","25104848","lower baseline cognitive function",,"NULL","NULL",,"mortality","mortality","1.9","1.81","1.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25217292_1_OR","25217292","increased plasma aβ1","between","NULL","NULL",,"plasma aβ1-42","dementia","0.8","0.71","0.9","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25217292_3_OR","25217292","lower plasma aβ levels",,"NULL","NULL",,"dementia","dementia","0.86","0.76","0.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25394906_1_OR","25394906","memory impairment",,"NULL","NULL",,"amci","dementia","1.4","1.009","1.943","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25408211_1_OR","25408211","elevated n",,"NULL","NULL",,"cardiovascular","dementia","1.32","1.17","1.56","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25494715_1_OR","25494715","pitx2",,"NULL","NULL",,"atrial fibrillation patients","dementia","2.11","0.025","220","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25659591_1_OR","25659591","virtual cues",,"NULL","NULL",,"virtual cues","freezing","13.3","1.1","167","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25707861_2_OR","25707861","heart rate variability",,"NULL","NULL",,"hrv measurements","parkinson disease","2.1","1","4.3","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25918047_1_OR","25918047","higher nt",,"NULL","NULL",,"dementia","dementia","1.27","1.13","1.44","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25918047_2_OR","25918047","vascular dementia",,"NULL","NULL",,"vascular dementia","cognitive decline","2.04","1.18","3.55","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"25936935_4_OR","25936935","protein levels",,"NULL","NULL",,"alzheimer","ad or mild cognitive impairment","1.36","0.0767","83","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25936935_5_OR","25936935","trem2",,"NULL","NULL",,"alzheimer's disease","alzheimer's disease","1.41","0.198","55","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25936935_3_OR","25936935","trem2 r47h",,"NULL","NULL",,"controls","mild cognitive impairment","2.24","0.0113","26","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25950750_1_OR","25950750","occupational history",,"NULL","NULL",,"persons who never worked night shifts","parkinson's disease","1.01","0.86","1.21","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25950750_3_OR","25950750","occupational history",,"NULL","NULL",,"never worked night shifts","night shift work","10","0.95","95","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"25950750_5_OR","25950750","low tolerance",,"NULL","NULL",,"never worked night shifts","working night shifts","20","1.05","95","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"26265379_2_OR","26265379","heterozygous genotype",,"NULL","NULL",,"female","late-onset alzheimer's disease","0.56","0.4","590","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"26484926_1_OR","26484926","early referral",,"NULL","NULL",,"institutionalized","decline","1.09","0.71","1.67","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26560503_1_OR","26560503","pathological csf ratio",,"NULL","NULL",,"pathological csf ratio","dementia","27.1","10.3","71.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"26569387_3_OR","26569387","olfactory dysfunction",,"NULL","NULL",,"olfactory dysfunction","progression","1.1","1.04","1.16","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26569387_1_OR","26569387","decreasing olfactory identification",,"NULL","NULL",,"upper b-sit quartile","amci","1.12","0.65","1.92","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26569387_2_OR","26569387","olfactory dysfunction",,"NULL","NULL",,"2","alzheimer disease dementia","3.02","1.06","8.57","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26586657_3_OR","26586657","higher cvr",,"NULL","NULL",,"dementia","dementia","0.77","0.6","0.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26586657_2_OR","26586657","alzheimer disease",,"NULL","NULL",,"alzheimer disease","dementia","0.84","0.71","0.99","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26586657_1_OR","26586657","higher cvr",,"NULL","NULL",,"alzheimer disease","dementia","0.87","0.75","1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26831542_1_OR","26831542","weight",,"NULL","NULL",,"cognitively normal","weight loss","1.04","1.02","1.06","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26831542_4_OR","26831542","bmi",,"NULL","NULL",,"bmi","incident mci","1.08","1.03","1.13","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26888983_1_OR","26888983","lower global network efficiency",,"NULL","NULL",,"lower global network efficiency","cause dementia","0.63","0.42","0.96","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"26893155_1_OR","26893155","substantia nigra hyperechogenicity",,"NULL","NULL",,"substantia nigra hyperechogenicity","parkinson's disease","7","1.62","30.34","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"26923521_1_OR","26923521","olfactory impairment",,"NULL","NULL",,"olfactory impairment","mild cognitive impairment","1.87","1.16","3.01","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27035632_1_OR","27035632","geriatric depression scale",,"NULL","NULL",,"geriatric depression scale","cognitive impairment","3.62","1.01","13","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27035632_2_OR","27035632","geriatric depression scale",,"NULL","NULL",,"geriatric depression scale","cognitive impairment","3.68","1.03","13.21","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27079711_4_OR","27079711","elevated plasma level",,"NULL","NULL",,"mixed dementia","mixed dementia","0.85","0.68","1.05","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27079711_3_OR","27079711","elevated plasma level",,"NULL","NULL",,"ad","cause dementia","0.97","0.79","1.18","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
