"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"17727646_4_OR","17727646","presence of chronic kidney disease",,"NULL","NULL",," ","risk of anemia",1.44,"1.21","1.7","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"17727646_6_OR","17727646","residents  chronic kidney disease",,"NULL","NULL",,"vs 55.7% without CKD;","more likely to have anemia",1.47,"1.33","1.63","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"17727646_7_OR","17727646","presence of chronic kidney disease",,"NULL","NULL",," ","risk of anemia",2.07,"1.53","2.8","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"17825703_4_OR","17825703","on medicare",,"NULL","NULL",," ","on medicare",0.49,"0.32","0.74","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"17825703_5_OR","17825703","assessed previously",,"NULL","NULL",," ","more likely to receive an anemia medication prescription.",4.25,"1.66","10.88","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18359408_6_OR","18359408","who-defined anemia",,"NULL","NULL",," ","kdoqi-defined anemia",0.68,"0.64","0.72","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18359408_2_OR","18359408","kdoqi-defined anemia",,"NULL","NULL",," ","kdoqi-defined anemia",1.3,"1.23","1.37","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18359408_7_OR","18359408","african americans",,"NULL","NULL",,"than white KEEP participants","adjusted odds of anemia were",2.98,"2.8","3.16","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18359408_8_OR","18359408","kdoqi- and who-defined anemia,",,"NULL","NULL",,"than white KEEP participants","odds of anemia were",3,"2.81","3.2","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18397699_7_OR","18397699","who received esas",,"NULL","NULL",,"ESA-untreated,","inpatient mortality",0.52,"0.4","0.68","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18397699_8_OR","18397699","who received most consistent esa",,"NULL","NULL",,"ESA-untreated ,","risk of cardiovascular events",0.61,"0.48","0.76","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18397699_6_OR","18397699","who received esas",,"NULL","NULL",,"ESA-untreated,","risk of acute myocardial infarction",0.65,"0.44","0.95","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18397699_2_OR","18397699","esa-treated",,"NULL","NULL",,"ESA-untreated","risk of  cardiovascular event",0.7,"0.61","0.82","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"18638584_1_OR","18638584","moderate chronic kidney disease",,"NULL","NULL",," ","risk of an abnormal scan",2.66,"NULL","NULL","odd ratio (OR)","p < 0.0001",,,1,"ironAnemiaLisa1","2024-03-23"
,"18661414_3_OR","18661414","odds ratios of serious ade exposure",,"NULL","NULL",," ","serious ade exposure",5.67,"NULL","NULL","odd ratio (OR)","p = 0.0147",,,1,"ironAnemiaLisa1","2024-03-23"
,"18661414_4_OR","18661414","iron dextran vs. is",,"NULL","NULL",," ","serious ade exposure",7.799,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"19056614_2_OR","19056614","anemic children",,"NULL","NULL",,"nonanemic children","55% more likely to be hospitalized",1.55,"1.23","1.94","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19118116_4_OR","19118116","lower serum iron saturation ratio",,"NULL","NULL",," ","higher mortality;",0.97,"0.67","1.41","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19118116_3_OR","19118116","lower serum iron saturation ratio",,"NULL","NULL",," ","higher mortality;",1.2,"0.82","1.76","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19118116_2_OR","19118116","lower serum iron saturation ratio",,"NULL","NULL",,"versus 18 to 23%;","higher mortality;",1.4,"0.99","1.98","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19218791_3_OR","19218791","25()d","lower than","NULL","NULL","ng/ml"," ","hemoglobin levels <12 g/dl.",1.17,"1.03","1.32","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19218791_4_OR","19218791","log crp",,"NULL","NULL",," ","hemoglobin levels <12 g/dl.",3.63,"2.4","5.48","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19261821_4_OR","19261821","longer time in target",,"NULL","NULL",," ","risk for renal death",0.9,"0.83","0.98","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19261821_2_OR","19261821","middle and higher tertiles",,"NULL","NULL",," ","risk for renal death",2.79,"1.36","5.73","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"19261821_3_OR","19261821","risk for renal death",,"NULL","NULL",," ","risk for renal death",2.94,"1.4","6.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20798262_4_OR","20798262","consistently low levels of hb",,"NULL","NULL",," ","risks for death",1.74,"1","3.04","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20798262_3_OR","20798262","consistently low levels of hb",,"NULL","NULL",," ","risks for death",2.34,"1.24","4.41","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_12_OR","20866165","not receiving iv iron or erythropoiesis stimulating agent",,"NULL","NULL",," ","more likely to be admitted to an skilled nursing facility",0.44,"0.32","0.61","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_10_OR","20866165","receiving neither iv iron nor erythropoiesis stimulating agent",,"NULL","NULL",," ","more likely to be hospitalized",0.55,"0.38","0.79","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_14_OR","20866165","erythropoiesis stimulating agent without iv iron",,"NULL","NULL",," ","more likely to be admitted to an skilled nursing facility",0.56,"0.47","0.67","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_13_OR","20866165","not receiving iv iron or erythropoiesis stimulating agent",,"NULL","NULL",," ","more likely to be admitted to an skilled nursing facility",0.57,"0.36","0.88","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_8_OR","20866165","receiving neither iv iron nor erythropoiesis stimulating agent",,"NULL","NULL",," ","risk of death",0.62,"0.42","0.9","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_9_OR","20866165","receiving neither iv iron nor erythropoiesis stimulating agent",,"NULL","NULL",," ","more likely to be hospitalized",0.66,"0.5","0.87","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20866165_11_OR","20866165","receiving neither iv iron nor erythropoiesis stimulating agent",,"NULL","NULL",," ","erythropoiesis stimulating agent without iv iron",0.73,"0.62","0.87","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20950484_2_OR","20950484","higher hemoglobin level",,"NULL","NULL",," ","decreased mortality one year after discharge",0.98,"0.97","1","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20980739_5_OR","20980739","at visit",,"NULL","NULL",," ","both end stage renal disease (hr",1.81,"1.02","3.23","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20980739_2_OR","20980739","at both visits",,"NULL","NULL",," ","end stage renal disease (hazard",1.82,"1.01","3.29","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"20980739_6_OR","20980739","at visit predicted",,"NULL","NULL",," ","death",1.87,"1.04","3.37","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21091612_2_OR","21091612","presence of anemia+chronic kidney disease",,"NULL","NULL",,"group I.","for death",2.48,"1.13","5.4","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21170586_2_OR","21170586","anemic",,"NULL","NULL",," ","graft loss",3.85,"1.49","9.96","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21541213_1_OR","21541213","higher hb group",,"NULL","NULL",," ","more frequent death",1.34,"1.03","1.74","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21541213_2_OR","21541213","higher hb group",,"NULL","NULL",," ","stroke",1.92,"1.38","2.68","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_9_OR","21982669","age",,"NULL","NULL",," ","cardiovascular risk",1.03,"1.02","1.04","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_10_OR","21982669","log urine protein/creatinine ratio",,"NULL","NULL",," ","cardiovascular risk",1.19,"1.13","1.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_13_OR","21982669","n-terminal pro b-type natriuretic peptide",,"NULL","NULL",," ","predictor of outcome",1.3,"1.15","1.46","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_12_OR","21982669","abnormal electrocardiogram",,"NULL","NULL",," ","abnormal electrocardiogram,",1.42,"1.21","1.66","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_11_OR","21982669","c-reactive protein","greater than","6.6","NULL","mg"," ","cardiovascular risk",1.44,"1.23","1.69","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"21982669_8_OR","21982669","prior heart failure",,"NULL","NULL",," ","prior heart failure (hazard",1.74,"1.51","2.01","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22104547_4_OR","22104547","darbepoetin alfa.",,"NULL","NULL",," ","risk of stroke",1.9,"1.4","2.7","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22104547_5_OR","22104547","assignment to darbepoetin alfa",,"NULL","NULL",," ","independent predictors of stroke",2.1,"1.5","2.9","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22104547_6_OR","22104547","history of stroke",,"NULL","NULL",," ","independent predictors of stroke",2,"1.4","2.9","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22160439_11_OR","22160439","chronic kidney disease and anemia group",,"NULL","NULL",," ","for adverse cardiac  cerebrovascular events",11.61,"3.65","36.89","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22160439_12_OR","22160439","chronic kidney disease-only group",,"NULL","NULL",," ","death by any cause,",2.68,"1.02","7.02","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22160439_13_OR","22160439","chronic kidney disease and anemia group",,"NULL","NULL",," ","death by any cause,",4.4,"1.56","12.43","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22160439_9_OR","22160439","anemia-only group",,"NULL","NULL",," ","(hr) for adverse cardiac  cerebrovascular events",5.42,"1.38","21.27","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22160439_10_OR","22160439","the chronic kidney disease-only group",,"NULL","NULL",," ","for adverse cardiac  cerebrovascular events",6.4,"2.09","19.58","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22384844_1_OR","22384844","lower eglomerular filtration rate",,"NULL","NULL",," ","lower red blood cells and plt levels",0.08,"0.03","0.22","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22384844_2_OR","22384844","lower eglomerular filtration rate",,"NULL","NULL",," ","lower red blood cells and plt levels",0.99,"0.987","0.993","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22537421_8_OR","22537421","who did not currently smoke",,"NULL","NULL",," ","risk of chronic kidney disease progression",1.15,"0.93","1.41","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22537421_6_OR","22537421","higher hemoglobin targets",,"NULL","NULL",," ","shorter time to progression of kidney disease",1.22,"1","1.48","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22537421_5_OR","22537421","higher hemoglobin targets",,"NULL","NULL",," ","shorter time to progression of kidney disease",1.25,"1.03","1.52","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22537421_7_OR","22537421","higher hemoglobin targets",,"NULL","NULL",," ","risk of chronic kidney disease progression",2.5,"1.23","5.09","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_8_OR","22641426","infrequent esa therapy",,"NULL","NULL",," ","fully adjusted death hazard ratios",0.22,"0.09","0.57","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_7_OR","22641426","infrequent esa therapy",,"NULL","NULL",," ","fully adjusted death hazard ratios",0.28,"0.13","0.61","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_4_OR","22641426","time-averaged hemoglobin increments",,"NULL","NULL",," ","fully adjusted death",0.6,"0.43","0.82","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_5_OR","22641426","time-averaged hemoglobin increments",,"NULL","NULL",," ","death",0.81,"0.5","1.29","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_6_OR","22641426","for infrequent esa therapy",,"NULL","NULL",," ","fully adjusted death hazard ratios",1.33,"0.47","3.78","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22641426_3_OR","22641426","frequent esa therapy",,"NULL","NULL",," ","fully adjusted death",2.57,"1.48","4.48","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_10_OR","22952731","high hb levels",,"NULL","NULL",," ","hospitalizations",1.07,"1.01","1.14","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_7_OR","22952731","high hb levels",,"NULL","NULL",," ","risk of mortality",1.18,"1.02","1.37","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_8_OR","22952731","high hb levels",,"NULL","NULL",," ","risk of hypertension",1.4,"1.11","1.75","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_9_OR","22952731","high hb levels",,"NULL","NULL",," ","stroke",1.73,"1.31","2.29","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_5_OR","22952731","high hb levels",,"NULL","NULL",," ","risk of mortality",1,"0.13","95","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"22952731_6_OR","22952731","high hb levels",,"NULL","NULL",," ","risk of mortality",1,"0","95","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23190512_2_OR","23190512","high versus the low hb group",,"NULL","NULL",,"versus the low Hb group","for the high versus the low hb group",0.71,"0.52","0.98","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23295149_6_OR","23295149","female",,"NULL","NULL",," ","development of renal anemia.",0.19,"0.1","0.4","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23295149_5_OR","23295149","glomerular filtration rate",,"NULL","NULL",," ","cardiovascular events and hospitalization",0.96,"0.93","0.99","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23343062_2_OR","23343062","peginesatide",,"NULL","NULL",,"relative to darbepoetin,","cardiovascular safety end point",1.32,"0.97","1.81","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23426086_3_OR","23426086","lower hemoglobin and left ventricular hypertrophy",,"NULL","NULL",," ","increased cardiovascular events",4.269,"1.402","13","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_19_OR","23965134","corrected calcium",,"NULL","NULL",," ","risk factors for hypophosphatemia",0.38,"0.23","0.63","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_20_OR","23965134","female gender",,"NULL","NULL",," ","risk factors for hypophosphatemia",0.47,"0.24","0.94","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_18_OR","23965134","higher albumin",,"NULL","NULL",," ","risk factors for hypophosphatemia",0.56,"0.35","0.93","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_17_OR","23965134","fasting serum glucose",,"NULL","NULL",," ","low hemoglobin and body mass index.",0.97,"0.96","0.99","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_16_OR","23965134","advanced age",,"NULL","NULL",," ","hyperphosphatemia",0.98,"0.977","0.987","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_8_OR","23965134","higher bun",,"NULL","NULL",," ","risk factors for hypophosphatemia",0.9,"0.86","0.95","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_13_OR","23965134","increasing cholesterol",,"NULL","NULL",," ","hyperphosphatemia",1.003,"1.001","1.005","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_21_OR","23965134","increasing cholesterol",,"NULL","NULL",," ","hyperphosphatemia",1.01,"1.0004","1.01","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_15_OR","23965134","low hemoglobin",,"NULL","NULL",," ","hyperphosphatemia",1.52,"1.17","1.98","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
