"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"23474641_6_OR","23474641","drug use",,"NULL","NULL",," answernotfound"," ever being hurt by a partner",3.14,1.95,5.05,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23474641_9_OR","23474641","ever being hurt by a partner",,"NULL","NULL",," answernotfound"," hiv infection.",3.88,2.84,5.29,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23490488_1_OR","23490488","a history of diabetes mellitus",,"NULL","NULL",," answernotfound"," hyperglycemia",2.6,1.6,4.5,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23543334_1_OR","23543334","strattice™",,"NULL","NULL",," ultrapro"," type of wound",0.98,0.52,1.86,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23570583_1_OR","23570583","mde",,"NULL","NULL",," answernotfound"," suicide attempts",33.5,3.6,309.7,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23572477_2_OR","23572477","participants who met recommendations for total duration of exercise",,"NULL","NULL",," answernotfound"," depressive symptoms.",0.29,0.112,0.717,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23572477_1_OR","23572477","depressive symptoms",,"NULL","NULL",," answernotfound"," depressive symptoms",0.397,0.18,0.86,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23579066_3_OR","23579066","risk factors of falling.",,"NULL","NULL",," answernotfound"," answernotfound",0.72,0.61,0.86,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23579066_5_OR","23579066","fall-induced injuries",,"NULL","NULL",," answernotfound"," falls",0.74,0.61,0.89,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23579066_1_OR","23579066","answernotfound",,"NULL","NULL",," answernotfound"," falls",0.78,0.67,0.91,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_8_OR","23682573","answernotfound",,"NULL","NULL",," answernotfound"," low-risk births,",0.35,0.24,0.51,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_10_OR","23682573","answernotfound",,"NULL","NULL",," answernotfound"," low-risk births,",0.39,0.31,0.48,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_2_OR","23682573","risk of sustaining oasis",,"NULL","NULL",," answernotfound"," low-risk births,",0.41,0.36,0.46,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_11_OR","23682573","risk factors,",,"NULL","NULL",," answernotfound"," oasis",0.42,0.3,0.6,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_9_OR","23682573","answernotfound",,"NULL","NULL",," answernotfound"," oasis",0.43,0.35,0.52,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_7_OR","23682573","mediolateral episiotomy",,"NULL","NULL",," answernotfound"," obstetric risks for oasis",0.89,0.7,1.12,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_6_OR","23682573","forceps delivery",,"NULL","NULL",," answernotfound"," oasis",3.54,1.99,6.29,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_4_OR","23682573","first vaginal delivery",,"NULL","NULL",," answernotfound"," obstetric risks for oasis",3.84,2.9,5.07,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_5_OR","23682573","birthweight","greater than","4500","NULL",," answernotfound"," obstetric risks for oasis",4.42,2.68,7.27,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682573_1_OR","23682573","risk of sustaining oasis",,"NULL","NULL",," answernotfound"," low-risk births,",59,0.41,95,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682858_1_OR","23682858","falls",,"NULL","NULL",," education group"," falls",2.78,1.17,6.96,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682858_4_OR","23682858","excluded participants",,"NULL","NULL",," the exercise group,"," falls",2.83,1.25,6.8,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23682858_5_OR","23682858","fall history",,"NULL","NULL",," answernotfound"," fractures",4.3,1.02,9.7,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23684697_2_OR","23684697","women without dystocia",,"NULL","NULL",," answernotfound"," episiotomy",2.47,1.38,4.39,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23684697_1_OR","23684697","women without dystocia",,"NULL","NULL",," women without dystocia"," instrumental vaginal birth",3.73,1.93,7.21,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23684855_3_OR","23684855","those with augmented bhr",,"NULL","NULL",," answernotfound"," risk of exacerbations",4.24,1.1,16.2,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23684855_1_OR","23684855","elevated percentage of seo",,"NULL","NULL",," answernotfound"," risk of exacerbations",6.6,1.2,35.6,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23723326_4_OR","23723326","myocardial infarction",,"NULL","NULL",," answernotfound"," risk of cardiovascular death",1.37,1.13,1.67,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23723326_3_OR","23723326","all-cause mortality",,"NULL","NULL",," answernotfound"," risk of cardiovascular death",1.48,1.29,1.7,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23723326_1_OR","23723326","hs-ctnt level",,"NULL","NULL",," answernotfound"," risk of cardiovascular death",1.49,1.23,1.81,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_7_OR","23774460","renal impairments",,"NULL","NULL",," answernotfound"," mortality",1.5,1.17,1.93,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_8_OR","23774460","renal impairments",,"NULL","NULL",," answernotfound"," mortality",1.61,1.04,2.51,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_6_OR","23774460","renal impairments",,"NULL","NULL",," answernotfound"," mortality",1.65,0.9,3.04,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_1_OR","23774460","anemia",,"NULL","NULL",," answernotfound"," increased risk for the primary event,",1.73,1.37,2.18,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_5_OR","23774460","anemia",,"NULL","NULL",," answernotfound"," mortality",1.82,1.33,2.51,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23774460_4_OR","23774460","renal impairments",,"NULL","NULL",," answernotfound"," mortality",2.02,1.34,3.06,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23792625_3_OR","23792625","amputation rates",,"NULL","NULL",," answernotfound"," higher event rates",3.71,1.33,10.3,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23792625_1_OR","23792625","ctnt levels","greater than","0","NULL","ng/ml"," answernotfound"," increased total mortality",8.14,3.77,17.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23793523_1_OR","23793523","larger pdw",,"NULL","NULL",," larger pdw"," pmi",0.94,0.78,1.1,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23793523_2_OR","23793523","periprocedural myonecrosis",,"NULL","NULL",," answernotfound"," thrombotic periprocedural complications",0.95,0.82,1.1,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23794465_1_OR","23794465","intensive care unit mortality,",,"NULL","NULL",," answernotfound"," hyperglycaemia.",1.08,0.6,2.05,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23794465_2_OR","23794465","noninvasive ventilation failed",,"NULL","NULL",," answernotfound"," mortality",1.25,0.56,2.8,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23794465_3_OR","23794465","hyperglycaemic episodes",,"NULL","NULL",," answernotfound"," hyperglycaemia.",1.5,1.08,2.08,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23796357_1_OR","23796357","possum and hbi",,"NULL","NULL",," answernotfound"," post-operative complications",1.17,1.06,1.3,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23796357_2_OR","23796357","possum and hbi",,"NULL","NULL",," answernotfound"," post-operative complications",1.25,1.04,1.49,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23799622_3_OR","23799622","women:",,"NULL","NULL",," answernotfound"," arrhythmia",2.03,1.7,2.43,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23799622_1_OR","23799622","ds",,"NULL","NULL",," answernotfound"," cad",2.14,1.78,2.56,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23800503_5_OR","23800503","male sex",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke.",1.5,1.1,1.9,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23800503_4_OR","23800503","black race",,"NULL","NULL",," black race"," recurrent ischemic stroke.",1.7,1.3,2.3,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23800503_3_OR","23800503","diabetes",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke.",2,1.5,2.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23800503_1_OR","23800503","prior symptomatic lacunar stroke",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke.",2.2,1.6,2.9,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_9_OR","23821454","patients with any vertebral fracture",,"NULL","NULL",," answernotfound"," future hip fracture risk.",11.2,3.7,34.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_4_OR","23821454","increasing severity of vertebral fracture status:",,"NULL","NULL",," answernotfound"," future fracture risk",2.4,1.5,3.7,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_15_OR","23821454","higher cumulative fracture grades:",,"NULL","NULL",," answernotfound"," future hip fracture risk.",2.7,1.8,4.1,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_7_OR","23821454","higher cumulative fracture grades:",,"NULL","NULL",," answernotfound"," future hip fracture risk.",2.7,1.8,4.14,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_1_OR","23821454","(age- and gender-adjusted",,"NULL","NULL",," those with no fracture,"," future hip fracture",3.1,2.1,4.7,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_3_OR","23821454","mild fractures were discounted.",,"NULL","NULL",," those with no fracture,"," future hip fracture",3.8,2.6,5.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_8_OR","23821454","higher cumulative fracture grades:",,"NULL","NULL",," answernotfound"," future hip fracture risk.",4.8,2.2,10.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_5_OR","23821454","increasing severity of vertebral fracture status:",,"NULL","NULL",," answernotfound"," future fracture risk",4.8,2.5,9.2,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821454_6_OR","23821454","severe",,"NULL","NULL",," answernotfound"," future hip fractures.",6.7,2.9,15.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_9_OR","23821464","women",,"NULL","NULL",," women"," higher mortality",0.99,0.66,1.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_6_OR","23821464","men with a hip fracture",,"NULL","NULL",," answernotfound"," higher mortality",1.19,0.29,4.9,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_4_OR","23821464","women",,"NULL","NULL",," answernotfound"," higher mortality",1,0.99,95,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_5_OR","23821464","men",,"NULL","NULL",," answernotfound"," higher mortality",2.58,1.02,6.62,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_2_OR","23821464","women",,"NULL","NULL",," answernotfound"," death",3.71,1.32,10.4,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23821464_3_OR","23821464","sevenfold in men",,"NULL","NULL",," men"," death",6.67,1.47,30.13,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_4_OR","23828072","male sex",,"NULL","NULL",," answernotfound"," thrombosis",2.8,1.4,5.4,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_5_OR","23828072","male sex",,"NULL","NULL",," answernotfound"," thrombosis",3.5,1.6,7.6,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_3_OR","23828072","factor v leiden",,"NULL","NULL",," answernotfound"," arterial and venous thrombosis",4.3,1.2,15.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_1_OR","23828072","factor v leiden",,"NULL","NULL",," answernotfound"," arterial and venous thrombosis",4.3,1.5,12.5,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_6_OR","23828072","jak2 v617f mutation",,"NULL","NULL",," answernotfound"," thrombosis",5.5,2.1,15,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23828072_7_OR","23828072","jak2 v617f",,"NULL","NULL",," answernotfound"," thrombosis",6.9,2.2,21.2,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23834300_2_OR","23834300","hypertension",,"NULL","NULL",," answernotfound"," occurrence of the composite outcome.",0.2,0.1,0.4,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23834300_1_OR","23834300","hemodynamic depression",,"NULL","NULL",," answernotfound"," occurrence of the composite outcome.",1.9,1.4,2.6,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23834300_3_OR","23834300","a history of cardiac failure",,"NULL","NULL",," answernotfound"," occurrence of the composite outcome.",2.4,1.3,4.8,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23836454_1_OR","23836454","rdw",,"NULL","NULL",," answernotfound"," worse outcome",1.12,1.07,1.18,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23838425_3_OR","23838425","patients with acs",,"NULL","NULL",," answernotfound"," mace",0.81,0.54,1.22,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23838425_4_OR","23838425","ees and ses",,"NULL","NULL",," answernotfound"," answernotfound",1.05,0.71,1.55,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23838425_2_OR","23838425","patients with acs",,"NULL","NULL",," answernotfound"," patients with acs had higher rates of mace",1.23,0.93,1.62,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_1_OR","23846561","if they were married or had a live-in sexual partner",,"NULL","NULL",," answernotfound"," men were more likely to resume early",1.13,0.91,1.38,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_8_OR","23846561","were employed",,"NULL","NULL",," answernotfound"," early resumption",1.35,1.05,1.72,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_5_OR","23846561","they were married or had a live-in sexual partner",,"NULL","NULL",," answernotfound"," resumption of sex",1.5,1.07,2.12,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_2_OR","23846561","if they were married or had a live-in sexual partner",,"NULL","NULL",," answernotfound"," resume early",1.57,1.18,2.08,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_9_OR","23846561","21","between","NULL","NULL","years"," answernotfound"," early resumption",1.58,1.01,2.47,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_7_OR","23846561","had primary school or lower education",,"NULL","NULL",," answernotfound"," resumption of sex",1.62,1.33,1.97,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_11_OR","23846561","older than 40 years",,"NULL","NULL","years"," compared with younger than 21 years."," early resumption",1.76,1.04,2.97,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23846561_10_OR","23846561","31","between","NULL","NULL","years"," answernotfound"," early resumption",1.91,1.18,3.09,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23850254_1_OR","23850254","nss",,"NULL","NULL",," answernotfound"," reduced overall survival",1.5,1.03,2.16,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23857741_3_OR","23857741","femoral neck bmd",,"NULL","NULL",," answernotfound"," fracture risk",1.37,1.09,1.72,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23857741_1_OR","23857741","highest tertile of hs-crp,",,"NULL","NULL",," answernotfound"," fracture",1.48,1.2,1.82,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23857741_4_OR","23857741","hs-crp",,"NULL","NULL",," answernotfound"," clinical vertebral fractures",1.61,1.12,2.29,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23859428_4_OR","23859428","any diagnosed malignancy",,"NULL","NULL",," answernotfound"," improved macrovascular outcomes",1.05,0.89,1.24,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23859428_5_OR","23859428","bladder malignancy",,"NULL","NULL",," answernotfound"," improved macrovascular outcomes",1.06,0.59,1.89,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_11_OR","23873733","men with complete sci",,"NULL","NULL",," answernotfound"," hazard of death",1.1,1.06,1.15,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_10_OR","23873733","comorbidity",,"NULL","NULL",," answernotfound"," hazard of death",1.11,1.09,1.13,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_5_OR","23873733","fracture",,"NULL","NULL",," answernotfound"," increased mortality",1.32,1.02,1.71,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_3_OR","23873733","healthcare use, and comorbidities,",,"NULL","NULL",," answernotfound"," increased mortality",1.36,1.15,1.61,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_1_OR","23873733","healthcare use, and comorbidities,",,"NULL","NULL",," answernotfound"," increased mortality",1.38,1.17,1.63,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_8_OR","23873733","fracture",,"NULL","NULL",," younger men"," increased mortality",1.42,0.94,2.14,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_4_OR","23873733","(unadjusted model:",,"NULL","NULL",," answernotfound"," hazard of death",1.46,1.13,1.89,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_9_OR","23873733","complete sci:",,"NULL","NULL",," younger men"," death",1.71,0.98,3.01,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_7_OR","23873733","complete sci",,"NULL","NULL",," answernotfound"," increased mortality",3.13,2.19,4.45,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_6_OR","23873733","older men",,"NULL","NULL",," answernotfound"," increased mortality",3.42,2.75,4.25,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873733_12_OR","23873733","healthcare use,",,"NULL","NULL",," answernotfound"," increased mortality",54.1,20.3,100.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_8_OR","23873741","linear height",,"NULL","NULL",," answernotfound"," clavicle fractures,",0.73,0.57,0.92,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_3_OR","23873741","bmi",,"NULL","NULL",," answernotfound"," fractures:",0.8,0.71,0.9,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_4_OR","23873741","bmi",,"NULL","NULL",," answernotfound"," fractures:",0.83,0.76,0.92,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_7_OR","23873741","linear height",,"NULL","NULL",," answernotfound"," clavicle fractures,",0.85,0.75,0.97,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_5_OR","23873741","height and obesity",,"NULL","NULL",," answernotfound"," increased fracture risk",0.88,0.83,0.94,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23873741_6_OR","23873741","linear weight",,"NULL","NULL",," answernotfound"," ankle fractures,",1.05,1.02,1.07,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23895537_1_OR","23895537","abnormally high lake,",,"NULL","NULL",," answernotfound"," cv death and hospitalization for hf.",3.92,1.96,7.84,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23895672_2_OR","23895672","carotid stenosis",,"NULL","NULL",," answernotfound"," restenosis",1.68,1.12,2.53,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23895672_4_OR","23895672","carotid stenosis",,"NULL","NULL",," answernotfound"," peri-procedural stroke or death",2.43,1.03,5.73,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23895672_1_OR","23895672","carotid stenosis",,"NULL","NULL",," answernotfound"," risk of peri-procedural stroke or death",2.79,1.17,6.65,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23900744_3_OR","23900744","hemodynamic vulnerability",,"NULL","NULL",," answernotfound"," life-threatening event",1.6,1.1,2.3,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23900744_1_OR","23900744","age","lower than","NULL","NULL",," answernotfound"," life-threatening events.",1.9,1.4,2.7,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23900744_4_OR","23900744","procedure risk",,"NULL","NULL",," answernotfound"," life-threatening events.",2.3,1.3,4.1,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23900744_5_OR","23900744","procedure risk",,"NULL","NULL",," answernotfound"," life-threatening events.",4.2,2.4,7.4,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23907658_1_OR","23907658","endometrial thickness",,"NULL","NULL",," answernotfound"," risk of breast and endometrial carcinomas",12.5,0.3,13.8,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23907658_2_OR","23907658","endometrial thickness",,"NULL","NULL",," answernotfound"," risk of breast and endometrial carcinomas",2,1.15,3.48,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23907658_3_OR","23907658","endometrial thickness",,"NULL","NULL",," answernotfound"," risk of breast and endometrial carcinomas",5.02,0.96,26.36,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23912633_3_OR","23912633","positive indirect maipa result",,"NULL","NULL",," answernotfound"," chronic itp",3.09,1.18,8.1,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23912633_1_OR","23912633","positive indirect maipa result",,"NULL","NULL",," answernotfound"," chronic itp",8.01,0.98,66.6,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23918790_1_OR","23918790","haemodialysis",,"NULL","NULL",," overall population."," af recurrence",2.56,1.56,4.03,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23925451_2_OR","23925451","d-dimer levels",,"NULL","NULL",," answernotfound"," mace",2.58,0.0014,4.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23928833_3_OR","23928833","answernotfound",,"NULL","NULL",," answernotfound"," answernotfound",1.5,0.3,74.3,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23929423_1_OR","23929423","warfarin,",,"NULL","NULL",," answernotfound"," risk of stroke or systemic embolism",0.76,0.64,0.91,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23929423_2_OR","23929423","rivaroxaban",,"NULL","NULL",," answernotfound"," risk of stroke or systemic embolism",1.07,0.93,1.14,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23932338_1_OR","23932338","deferred adt",,"NULL","NULL",," answernotfound"," survival differences.",1.21,1.05,1.39,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23941605_1_OR","23941605","gnri",,"NULL","NULL",," answernotfound"," mortality",9.315,1.161,74.753,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"23954085_2_OR","23954085","nonattendance and contamination",,"NULL","NULL",," answernotfound"," risk of dying from pca",0.49,0.27,0.87,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
