"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"15618055_1","15618055","dietary haem iron intake",,"NULL","NULL",,,"coronary heart disease",1.65,1.07,2.53,"hazard ratio (HR)",,,1,"ckdIron"
,"15644407_1","15644407",,,"NULL","NULL",,,,3,1.3,6.7,"odd ratio (OR)",,,1,"ckdIron"
,"15955123_1","15955123","abdominal diameter index",,"NULL","NULL",,,"prevalent coronary heart disease (coronary heart disease) risk",1.8,1.2,2.71,"odd ratio (OR)",,,1,"ckdIron"
,"15955123_2","15955123","abdominal diameter index",,"NULL","NULL",,,"coronary heart disease",5.47,1.55,19.28,"odd ratio (OR)",,,1,"ckdIron"
,"16413878_1","16413878","routine prophylactic supplementation with iron and folic acid",,"NULL","NULL",,,"mortality",1.03,0.78,1.37,"hazard ratio (HR)",,,1,"ckdIron"
,"17094096_1","17094096","unemployment",,"NULL","NULL",,,"unemployment",1.6,1,2.5,"relative risk (RR)",,,1,"ckdIron"
,"17094096_2","17094096","tx scd",,"NULL","NULL",,,"unemployed",3.1,1.3,7.3,"relative risk (RR)",,,1,"ckdIron"
,"17094096_3","17094096",,,"NULL","NULL",,,,0.38,0.12,0.99,"relative risk (RR)",,,1,"ckdIron"
,"17138950_1","17138950","serum ferritin levels","greater than","79","NULL","ng / ml",,"poor outcome",117,25,557,"odd ratio (OR)",,,1,"ckdIron"
,"17174735_1","17174735",,,"NULL","NULL",,,,1.68,0.81,3.48,"odd ratio (OR)",,,1,"ckdIron"
,"17174735_2","17174735",,,"NULL","NULL",,,,11.21,1.14,110.27,"odd ratio (OR)",,,1,"ckdIron"
,"17299195_1","17299195","iron reduction therapy",,"NULL","NULL",,,"",0.85,0.67,1.08,"hazard ratio (HR)",,,1,"ckdIron"
,"17299195_2","17299195",,,"NULL","NULL",,,,0.88,0.72,1.07,"hazard ratio (HR)",,,1,"ckdIron"
,"17333112_1","17333112","elevated serum ferritin levels",,"NULL","NULL",,,"new onset type 2 diabetes",7.4,3.5,15.4,"odd ratio (OR)",,,1,"ckdIron"
,"18389243_1","18389243",,,"NULL","NULL",,,,1.383,1.059,1.805,"odd ratio (OR)",,,1,"ckdIron"
,"18559286_1","18559286","higher pwvc f",,"NULL","NULL",,,"higher left ventricular mass index and greater left atrial dimensions",1.74,1.09,2.88,"odd ratio (OR)",,,1,"ckdIron"
,"18559286_2","18559286","aortic stiffening",,"NULL","NULL",,,"cardiac iron overload",1.68,1.04,2.72,"odd ratio (OR)",,,1,"ckdIron"
,"18612130_1","18612130",,,"NULL","NULL",,,,0.65,0.43,0.97,"hazard ratio (HR)",,,1,"ckdIron"
,"18612130_2","18612130",,,"NULL","NULL",,,,0.39,0.21,0.72,"hazard ratio (HR)",,,1,"ckdIron"
,"18612130_3","18612130","iron reduction",,"NULL","NULL",,,"",0.49,0.29,0.83,"hazard ratio (HR)",,,1,"ckdIron"
,"18805881_1","18805881","iron oxide",,"NULL","NULL",,,"",0.8,0.55,1.17,"relative risk (RR)",,,1,"ckdIron"
,"18805881_2","18805881",,,"NULL","NULL",,,,2.44,1.06,5.6,"relative risk (RR)",,,1,"ckdIron"
,"19022969_1","19022969","ferritin ratio",,"NULL","NULL",,,"coronary heart disease",1.39,0.82,2.36,"relative risk (RR)",,,1,"ckdIron"
,"19022969_2","19022969",,,"NULL","NULL",,,,1.05,0.62,1.77,"relative risk (RR)",,,1,"ckdIron"
,"19101240_1","19101240","serum ferritin level",,"NULL","NULL",,,"cardiovascular fitness",0.57,0.32,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"19101240_2","19101240","ferritin","greater than","100","NULL","ng / ml",,"decreased likelihood of high decreased cardiovascular fitness",0.84,0.65,1.08,"odd ratio (OR)",,,1,"ckdIron"
,"19101240_3","19101240","elevated serum ferritin levels",,"NULL","NULL",,,"decrease in cardiovascular fitness",0.55,0.4,0.77,"odd ratio (OR)",,,1,"ckdIron"
,"19101240_4","19101240","ferritin level and cardiovascular fitness",,"NULL","NULL",,,"cardiovascular fitness",0.49,0.33,0.72,"odd ratio (OR)",,,1,"ckdIron"
,"19101240_5","19101240","higher serum ferritin level",,"NULL","NULL",,,"lower cardiovascular fitness",0.4,0.23,0.7,"odd ratio (OR)",,,1,"ckdIron"
,"19819853_1","19819853",,,"NULL","NULL",,,,1.18,1.06,1.31,"relative risk (RR)",,,1,"ckdIron"
,"19819853_2","19819853","dust",,"NULL","NULL",,,"myocardial infarction",1.15,1.02,1.31,"relative risk (RR)",,,1,"ckdIron"
,"19819853_3","19819853",,,"NULL","NULL",,,,1.34,1.03,1.74,"relative risk (RR)",,,1,"ckdIron"
,"19819853_4","19819853","exposure to whole body vibration",,"NULL","NULL",,,"",1.39,1.13,1.72,"relative risk (RR)",,,1,"ckdIron"
,"19879457_1","19879457",,,"NULL","NULL",,,,0.2,0.1,0.6,"hazard ratio (HR)",,,1,"ckdIron"
,"19949737_1","19949737","elevated serum ferritin",,"NULL","NULL",,,"",2.588,1.536,4.358,"relative risk (RR)",,,1,"ckdIron"
,"19949737_2","19949737","elevation of serum ferritin",,"NULL","NULL",,,"mortality",2.594,1.403,4.797,"relative risk (RR)",,,1,"ckdIron"
,"20504976_1","20504976","malaria",,"NULL","NULL",,,"",0.76,0.58,0.99,"hazard ratio (HR)",,,1,"ckdIron"
,"20504976_2","20504976","iron/folic acid supplements",,"NULL","NULL",,,"",0.9,0.73,1.12,"hazard ratio (HR)",,,1,"ckdIron"
,"20504976_3","20504976","first born infants",,"NULL","NULL",,,"",1.08,0.74,1.57,"hazard ratio (HR)",,,1,"ckdIron"
,"20670400_1","20670400","c282y carrier status",,"NULL","NULL",,,"",1.2,0.8,1.7,"hazard ratio (HR)",,,1,"ckdIron"
,"20670400_2","20670400","h63d carrier status",,"NULL","NULL",,,"mortality",1,0.7,1.3,"hazard ratio (HR)",,,1,"ckdIron"
,"20670400_3","20670400","h63d carrier status",,"NULL","NULL",,,"",1.2,0.7,2,"hazard ratio (HR)",,,1,"ckdIron"
,"20670400_4","20670400",,,"NULL","NULL",,,,0.4,0.2,0.9,"hazard ratio (HR)",,,1,"ckdIron"
,"20670400_5","20670400","cardioprotective heart failuree genotypes",,"NULL","NULL",,,"mortality",0.5,0.2,1.2,"hazard ratio (HR)",,,1,"ckdIron"
,"20923991_2","20923991","hemoglobin a1c","lower than","NULL","NULL","%",,"",3.73,1.45,9.63,"hazard ratio (HR)",,,1,"ckdIron"
,"20923991_3","20923991","low hemoglobin a1c",,"NULL","NULL",,,"",2.9,1.25,6.76,"hazard ratio (HR)",,,1,"ckdIron"
,"21103365_1","21103365","iron deficiency",,"NULL","NULL",,,"seizures",1.79,1.03,3.09,"odd ratio (OR)",,,1,"ckdIron"
,"21435426_1","21435426","blood lead levels",,"NULL","NULL",,,"",4.7,1.92,11.49,"hazard ratio (HR)",,,1,"ckdIron"
,"21435426_2","21435426","high blood lead level",,"NULL","NULL",,,"",9.71,2.11,23.26,"hazard ratio (HR)",,,1,"ckdIron"
,"21435426_3","21435426","blood lead levels",,"NULL","NULL",,,"",5.35,1.38,20.83,"hazard ratio (HR)",,,1,"ckdIron"
,"21875943_1","21875943","iron regulatory gene signature",,"NULL","NULL",,,"distant metastasis free survival",1.61,1.16,2.24,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_1","22134224","high charlson score",,"NULL","NULL",,,"",3.6,1.7,7.5,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_2","22134224","low karnofsky score",,"NULL","NULL",,,"",2.2,1.5,3.3,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_3","22134224","increase age",,"NULL","NULL",,,"",1.4,1.1,1.9,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_4","22134224","female gender",,"NULL","NULL",,,"",1.4,1,1.9,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_5","22134224","low albumin level",,"NULL","NULL",,,"",2.5,1.8,3.3,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_6","22134224","ferritin deficiency",,"NULL","NULL",,,"",1.6,1.2,2.2,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_7","22134224",,,"NULL","NULL",,,,1.9,1.2,3,"hazard ratio (HR)",,,1,"ckdIron"
,"22134224_8","22134224","high bmi",,"NULL","NULL",,,"cardiovascular risk",0.6,0.4,0.9,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_1","22259193","dietary intake of vitamin e",,"NULL","NULL",,,"risk",0.78,0.62,0.97,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_2","22259193","dietary vitamin e",,"NULL","NULL",,,"risk",0.69,0.46,1.03,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_3","22259193","dietary intake of heme iron",,"NULL","NULL",,,"metabolic syndrome",1.25,0.99,1.56,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_4","22259193","red meat",,"NULL","NULL",,,"metabolic syndrome",1.29,1.03,1.61,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_5","22259193","heme iron",,"NULL","NULL",,,"cardiovascular disease",1.65,1.1,2.47,"hazard ratio (HR)",,,1,"ckdIron"
,"22259193_6","22259193","dietary intakes of zinc and heme iron",,"NULL","NULL",,,"cardiovascular disease",1.51,1.02,2.24,"hazard ratio (HR)",,,1,"ckdIron"
,"22484774_1","22484774","labile iron pool in granulocytes",,"NULL","NULL",,,"severe left ventricular ejection fraction",0.73,0.55,0.98,"odd ratio (OR)",,,1,"ckdIron"
,"22484774_2","22484774","right ventricular systolic pressure",,"NULL","NULL",,,"severe lv systolic dysfunction",0.95,0.92,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"22606361_1","22606361","low plasma ferritin",,"NULL","NULL",,,"treatment failure",1.95,1.07,3.52,"relative risk (RR)",,,1,"ckdIron"
,"22606361_2","22606361",,,"NULL","NULL",,,,4.21,1.22,14.55,"relative risk (RR)",,,1,"ckdIron"
,"22606361_3","22606361","high plasma ferritin",,"NULL","NULL",,,"treatment failure",3.02,1.95,4.67,"relative risk (RR)",,,1,"ckdIron"
,"22752055_1","22752055",,,"NULL","NULL",,,,1.73,1.15,2.61,"relative risk (RR)",,,1,"ckdIron"
,"22752055_2","22752055","soluble transferrin receptor to ferritin ratio",,"NULL","NULL",,,"risk of type 2 diabetes",1.33,0.85,2.09,"relative risk (RR)",,,1,"ckdIron"
,"22752055_3","22752055","high ferritin levels",,"NULL","NULL",,,"obesity and type 2 diabetes",0.61,0.41,0.91,"relative risk (RR)",,,1,"ckdIron"
,"22771376_1","22771376","iron",,"NULL","NULL",,,"postoperative morbidity",0.13,0.03,0.59,"odd ratio (OR)",,,1,"ckdIron"
,"22771376_3","22771376","year of surgery",,"NULL","NULL",,,"postoperative renal failure",0.23,0.06,0.88,"odd ratio (OR)",,,1,"ckdIron"
,"22875781_1","22875781","ferritin",,"NULL","NULL",,,"mortality prediction",1.497,1.215,2.241,"relative risk (RR)",,,1,"ckdIron"
,"23030476_1","23030476","iron",,"NULL","NULL",,,"hospitalizations",0.26,0.08,0.8,"odd ratio (OR)",,,1,"ckdIron"
,"23030476_2","23030476","hospitalizations",,"NULL","NULL",,,"",0.35,0.21,0.6,"odd ratio (OR)",,,1,"ckdIron"
,"23030476_3","23030476",,,"NULL","NULL",,,,0.66,0.3,1.44,"odd ratio (OR)",,,1,"ckdIron"
,"23147477_1","23147477","iron deficiency",,"NULL","NULL",,,"anemia",16.5,2.2,121.2,"odd ratio (OR)",,,1,"ckdIron"
,"23205743_1","23205743","transferrin saturation and hospital length of stay",,"NULL","NULL",,,"",2.54,1.05,6.12,"odd ratio (OR)",,,1,"ckdIron"
,"23205743_2","23205743",,,"NULL","NULL",,,,1.31,1.07,1.62,"odd ratio (OR)",,,1,"ckdIron"
,"23305680_1","23305680","hyperferritinemia",,"NULL","NULL",,,"overall survival",1.8,1.2,2.8,"hazard ratio (HR)",,,1,"ckdIron"
,"23305680_2","23305680","hyperferritinemia",,"NULL","NULL",,,"lymphoid malignancies",1.8,1.1,3.2,"hazard ratio (HR)",,,1,"ckdIron"
,"23305680_3","23305680","hyperferritinemia",,"NULL","NULL",,,"",2.3,1.1,4.8,"hazard ratio (HR)",,,1,"ckdIron"
,"23351789_2","23351789","evolving iron deficiency",,"NULL","NULL",,,"mortality",2.78,1.64,4.73,"hazard ratio (HR)",,,1,"ckdIron"
,"23396557_1","23396557","malaria",,"NULL","NULL",,,"self reported malaria during pregnancy",1.37,0.98,1.92,"odd ratio (OR)",,,1,"ckdIron"
,"23518844_1","23518844","smoking",,"NULL","NULL",,,"",0.661,0.45,0.97,"hazard ratio (HR)",,,1,"ckdIron"
,"23518844_2","23518844","smoking status",,"NULL","NULL",,,"",0.64,0.46,0.88,"hazard ratio (HR)",,,1,"ckdIron"
,"23708150_1","23708150","heme iron intake",,"NULL","NULL",,,"coronary heart disease",1.31,1.04,1.67,"relative risk (RR)",,,1,"ckdIron"
,"23708150_2","23708150","heme iron intake",,"NULL","NULL",,,"coronary heart disease",1.46,1.21,1.76,"relative risk (RR)",,,1,"ckdIron"
,"23711445_1","23711445","inflammation or iron metabolism",,"NULL","NULL",,,"heart failure",1.44,1.15,1.8,"hazard ratio (HR)",,,1,"ckdIron"
,"23711445_2","23711445","red cell distribution width",,"NULL","NULL",,,"heart failure",1.4,1.11,1.77,"hazard ratio (HR)",,,1,"ckdIron"
,"23735569_1","23735569","a higher dose of erythropoietin stimulating agents",,"NULL","NULL",,,"mortality",1.64,1.14,2.37,"hazard ratio (HR)",,,1,"ckdIron"
,"23735569_2","23735569",,,"NULL","NULL",,,,2.08,1.46,2.97,"hazard ratio (HR)",,,1,"ckdIron"
,"23735569_3","23735569",,,"NULL","NULL",,,,2.27,1.6,3.23,"hazard ratio (HR)",,,1,"ckdIron"
,"23735569_4","23735569","resistance to erythropoietin stimulating agents",,"NULL","NULL",,,"",1.09,1.04,1.13,"hazard ratio (HR)",,,1,"ckdIron"
,"23735569_5","23735569","1 unit increase in erythropoietin stimulating agents dose per kg",,"NULL","NULL",,,"mortality",1.09,1.03,1.15,"hazard ratio (HR)",,,1,"ckdIron"
,"24188615_1","24188615","heme iron intake",,"NULL","NULL",,,"new onset diabetes",1.3,1.02,1.66,"hazard ratio (HR)",,,1,"ckdIron"
,"24188615_2","24188615","coffee",,"NULL","NULL",,,"diabetes mellitus type 2",0.93,0.89,0.98,"hazard ratio (HR)",,,1,"ckdIron"
,"24188615_3","24188615","alcoholic beverages",,"NULL","NULL",,,"cardiovascular disease",1.02,1.01,1.04,"hazard ratio (HR)",,,1,"ckdIron"
,"24224021_1","24224021",,,"NULL","NULL",,,,2.68,1.1,6.5,"relative risk (RR)",,,1,"ckdIron"
,"24224021_2","24224021","tricuspid regurgitation jet velocity",,"NULL","NULL",,,"mortality",2.41,1.5,3.9,"relative risk (RR)",,,1,"ckdIron"
,"24224021_3","24224021","ferritin",,"NULL","NULL",,,"mortality",4,1.8,9,"relative risk (RR)",,,1,"ckdIron"
,"24224021_4","24224021","lower glomerular filtration rate",,"NULL","NULL",,,"",2.73,1.6,4.6,"relative risk (RR)",,,1,"ckdIron"
,"24349396_1","24349396","low serum bicarbonate concentration",,"NULL","NULL",,,"",1,0.83,95,"hazard ratio (HR)",,,1,"ckdIron"
,"24401818_1","24401818","heme iron intake",,"NULL","NULL",,,"coronary heart disease",1.57,1.28,1.94,"relative risk (RR)",,,1,"ckdIron"
,"24401818_2","24401818","total iron intake",,"NULL","NULL",,,"coronary heart disease",0.85,0.73,0.999,"relative risk (RR)",,,1,"ckdIron"
,"24401818_3","24401818","transferrin saturation",,"NULL","NULL",,,"coronary heart disease",0.76,0.66,0.88,"relative risk (RR)",,,1,"ckdIron"
,"24401818_4","24401818",,,"NULL","NULL",,,,0.85,0.73,0.99,"relative risk (RR)",,,1,"ckdIron"
,"24516573_1","24516573","older age",,"NULL","NULL",,,"sustained viral response",1.028,1.002,1.056,"odd ratio (OR)",,,1,"ckdIron"
,"24516573_2","24516573",,,"NULL","NULL",,,,0.983,0.975,0.991,"odd ratio (OR)",,,1,"ckdIron"
,"24516573_3","24516573","ferritin",,"NULL","NULL",,,"anemia",1.002,1,1.004,"odd ratio (OR)",,,1,"ckdIron"
,"24516573_4","24516573","ggt",,"NULL","NULL",,,"sustained viral response",1.467,1.073,2.006,"odd ratio (OR)",,,1,"ckdIron"
,"24516573_5","24516573","vitamin d",,"NULL","NULL",,,"sustained viral response",2.442,1.271,4.695,"odd ratio (OR)",,,1,"ckdIron"
,"24681346_1","24681346","serum ferritin",,"NULL","NULL",,,"early mortality",1.66,1.02,2.73,"hazard ratio (HR)",,,1,"ckdIron"
,"24681346_2","24681346","hepatic encephalopathy",,"NULL","NULL",,,"",3.47,2.13,8.41,"hazard ratio (HR)",,,1,"ckdIron"
,"24681346_3","24681346","tlc",,"NULL","NULL",,,"",1.81,1.06,3.07,"hazard ratio (HR)",,,1,"ckdIron"
,"24681346_4","24681346","aclf grades",,"NULL","NULL",,,"",2.013,1.126,3.6,"hazard ratio (HR)",,,1,"ckdIron"
,"24681346_5","24681346","serum ferritin levels",,"NULL","NULL",,,"",1.36,1.17,1.59,"hazard ratio (HR)",,,1,"ckdIron"
,"24892255_1","24892255","having completed fellowship within 5 years",,"NULL","NULL","years",,"iron deficiency anemia should be screened for celiac disease",2.8,1.1,7.5,"odd ratio (OR)",,,1,"ckdIron"
,"24892255_2","24892255","having a higher volume of iron deficiency anemia patients per month",,"NULL","NULL",,,"the odds or risk",3.2,1.1,9.5,"odd ratio (OR)",,,1,"ckdIron"
,"24892255_3","24892255","celiac disease",,"NULL","NULL",,,"celiac disease",3.5,1.3,9.5,"odd ratio (OR)",,,1,"ckdIron"
,"24892255_4","24892255","celiac disease",,"NULL","NULL",,,"celiac disease",16.9,3,97,"odd ratio (OR)",,,1,"ckdIron"
,"25075769_1","25075769","dose range for total prescribed intravenous iron is 100 199 mg / month",,"NULL","NULL","mg",,"",1.13,1,1.27,"hazard ratio (HR)",,,1,"ckdIron"
,"25075769_2","25075769","high intravenous iron doses",,"NULL","NULL",,,"",1.18,1.07,1.3,"hazard ratio (HR)",,,1,"ckdIron"
,"25075769_3","25075769","b. intravenous iron doses","lower than","NULL","NULL","mg",,"",1.12,1.07,1.18,"hazard ratio (HR)",,,1,"ckdIron"
,"25112800_1","25112800","low hemoglobin levels and iron deficiency",,"NULL","NULL",,,"",1.62,1.22,2.16,"odd ratio (OR)",,,1,"ckdIron"
,"25112800_2","25112800","hemoglobin",,"NULL","NULL",,,"coronary artery disease",1.4,1.04,1.9,"odd ratio (OR)",,,1,"ckdIron"
,"25208495_1","25208495",,,"NULL","NULL",,,,3.5,2.5,4.9,"odd ratio (OR)",,,1,"ckdIron"
,"25208495_3","25208495","indian ethnicity",,"NULL","NULL",,,"heart failure",2.8,1.7,4.8,"odd ratio (OR)",,,1,"ckdIron"
,"25208495_4","25208495","body mass index",,"NULL","NULL",,,"heart failure",1.05,1.01,1.1,"odd ratio (OR)",,,1,"ckdIron"
,"25208495_5","25208495","tsat",,"NULL","NULL",,,"heart failure",1.03,1.01,1.04,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_1","25348752","sphingosine and sphinganine levels",,"NULL","NULL",,,"severe liver fibrosis progression",1.111,1.028,1.202,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_2","25348752",,,"NULL","NULL",,,,0.634,0.435,0.925,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_3","25348752","answer: serum c24cer",,"NULL","NULL",,,"elevation",0.998,0.997,0.999,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_4","25348752","c24cer",,"NULL","NULL",,,"viral response rates",1.001,1,1.002,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_5","25348752","1cer",,"NULL","NULL",,,"sustained viral response rates",0.973,0.947,0.999,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_6","25348752","ferritin",,"NULL","NULL",,,"risk",1.006,1.003,1.01,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_7","25348752","alkaline phosphatase levels",,"NULL","NULL",,,"liver fibrosis progression",1.02,1.001,1.039,"odd ratio (OR)",,,1,"ckdIron"
,"25348752_8","25348752","interleukin 28b genotype",,"NULL","NULL",,,"responsiveness to antiviral therapy",9.483,3.139,28.643,"odd ratio (OR)",,,1,"ckdIron"
,"25502592_1","25502592","serum iron concentration",,"NULL","NULL",,,"",0.85,0.78,0.94,"odd ratio (OR)",,,1,"ckdIron"
,"25502592_2","25502592","total iron binding capacity",,"NULL","NULL",,,"",0.95,0.91,0.98,"odd ratio (OR)",,,1,"ckdIron"
,"25502592_3","25502592","left ventricle ejection fraction",,"NULL","NULL",,,"death",0.85,0.77,0.93,"odd ratio (OR)",,,1,"ckdIron"
,"25502592_4","25502592",,,"NULL","NULL",,,,0.25,0.14,0.46,"odd ratio (OR)",,,1,"ckdIron"
,"25536256_1","25536256","maternal multiple micronutrient supplementation",,"NULL","NULL",,,"",0.95,0.86,1.06,"relative risk (RR)",,,1,"ckdIron"
,"25536256_2","25536256","multiple micronutrient supplementation",,"NULL","NULL",,,"stillbirth",0.89,0.81,0.99,"relative risk (RR)",,,1,"ckdIron"
,"25536256_3","25536256","maternal multiple micronutrient vs iron folic acid supplementation",,"NULL","NULL",,,"",0.85,0.8,0.91,"relative risk (RR)",,,1,"ckdIron"
,"25536256_4","25536256",,,"NULL","NULL",,,,0.88,0.85,0.91,"relative risk (RR)",,,1,"ckdIron"
,"25539945_1","25539945","odd ratio",,"NULL","NULL",,,"heart failure",1.72,1.02,2.89,"odd ratio (OR)",,,1,"ckdIron"
,"25539945_2","25539945",,,"NULL","NULL",,,,2.67,1.39,5.07,"hazard ratio (HR)",,,1,"ckdIron"
,"25609178_1","25609178","serum ferritin level",,"NULL","NULL",,,"",1.134,1.009,1.275,"hazard ratio (HR)",,,1,"ckdIron"
,"25610466_1","25610466","iron deficiency anemia",,"NULL","NULL",,,"h. pylori",1.02,0.47,2.22,"odd ratio (OR)",,,1,"ckdIron"
,"25695891_1","25695891","obesity",,"NULL","NULL",,,"obesity",1.88,1.46,2.42,"odd ratio (OR)",,,1,"ckdIron"
,"25695891_2","25695891","hypertriglyceridemia",,"NULL","NULL",,,"metabolic syndrome",2.15,1.69,2.74,"odd ratio (OR)",,,1,"ckdIron"
,"25695891_3","25695891","elevated iron stores",,"NULL","NULL",,,"metabolic syndrome",1.92,1.48,2.49,"odd ratio (OR)",,,1,"ckdIron"
,"25761182_1","25761182","anemia",,"NULL","NULL",,,"mortality",1.67,1.11,2.52,"hazard ratio (HR)",,,1,"ckdIron"
,"25829323_1","25829323","iron supplementation",,"NULL","NULL",,,"death",0.85,0.8,0.9,"hazard ratio (HR)",,,1,"ckdIron"
,"25829323_2","25829323","iron supplementation",,"NULL","NULL",,,"hospitalizations",0.97,0.94,0.99,"hazard ratio (HR)",,,1,"ckdIron"
,"25829323_3","25829323","faster progression to end stage renal disease",,"NULL","NULL",,,"faster progression",1.05,1.01,1.08,"hazard ratio (HR)",,,1,"ckdIron"
,"25880971_1","25880971",,,"NULL","NULL",,,,1.03,1.01,1.06,"hazard ratio (HR)",,,1,"ckdIron"
,"25880971_2","25880971",,,"NULL","NULL",,,,1.78,1.09,2.92,"hazard ratio (HR)",,,1,"ckdIron"
,"25880971_3","25880971","cardiovascular disease",,"NULL","NULL",,,"cardiovascular disease",2.46,1.45,4.16,"hazard ratio (HR)",,,1,"ckdIron"
