"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"8231269"," Surgical treatment of vascular rings: the Mayo Clinic experience. ","van S. et al.","From 1947 through 1992, 37 Mayo Clinic patients underwent operation for the relief of tracheoesophageal obstruction that resulted from vascular rings and related entities. Of the 37 patients, 18 had a double aortic arch, 11 had a right aortic arch with an aberrant left subclavian artery, 4 had a left aortic arch with an aberrant right subclavian artery, 2 had a pulmonary artery sling, 1 had a right aortic arch with mirror-image branching and a left ligamentum arteriosum, and 1 had a left aortic arch, a right descending aorta, and a right ductus arteriosus. Symptoms consisted of stridor, recurrent respiratory infections, and dysphagia. The anomaly was approached through a left thoracotomy in 31 patients, through a right thoracotomy in 4, and through a median sternotomy in 2. Only one early postoperative death (3%) and no late deaths occurred. At long-term follow-up (maximal duration, 45 years), three patients had residual symptomatic tracheomalacia, one of whom required right middle and lower lobectomy for recurrent pneumonia. Magnetic resonance imaging is the imaging technique of choice for accurate delineation of the vascular and tracheal anatomy. When patients are symptomatic, vascular ring should be repaired. The surgical risk is minimal, and the long-term results are excellent.","1993","Mayo Clinic proceedings",,"other",1,"stridorIahMortality","2023-11-13"
,"1474046"," Stroke volume and cardiac output decrease at termination of obstructive apneas. ","Garpestad E. et al.","Patients with obstructive sleep apnea (OSA) experience repetitive nocturnal oscillations of systemic arterial pressure that occur in association with changes in respiration and changes in sleep state. To investigate cardiac function during the cycle of obstruction (apnea) and resumption of ventilation (recovery), we continuously measured left ventricular stroke volume (LVSV) and mean arterial blood pressure (MAP) during non-rapid-eye-movement sleep in six males with severe OSA (apnea/hypopnea index > or = 30 events/h associated with oxygen saturation < 82%). LVSV was assessed continuously using an ambulatory ventricular function monitor (VEST; Capintec). The apnea-recovery cycle was divided into three phases: 1) early apnea (EA), 2) late apnea (LA), and 3) recovery (Rec). In all subjects recovery was associated with an abrupt decrease in LVSV [54.0 +/- 14.5 (SD) ml] compared with either EA (91.4 +/- 14.7 ml; P < 0.001) or LA (77.1 +/- 15.2 ml; P < 0.005). Although heart rate increased with recovery, the increase was not sufficient to compensate for the decrease in LVSV so that cardiac output (CO) fell (EA: 6,247 +/- 739 ml/min; LA: 5,741 +/- 1,094 ml/min; Rec: 4,601 +/- 1,249 ml/min; EA vs. Rec, P < 0.01; LA vs. Rec, P < 0.025). Recovery was also associated with a significant increase in MAP. We speculate that such abrupt decreases in LVSV and CO at apnea termination, occurring coincident with the nadir of oxygen saturation, may further compromise tissue oxygen delivery.","1992","Journal of applied physiology (Bethesda, Md. : 1985)"," To investigate cardiac function during the cycle of obstruction ( apnea ) and resumption of ventilation ( recovery ) , we continuously measured left ventricular stroke volume ( LVSV ) and mean arterial blood pressure ( MAP ) during non-rapid-eye-movement sleep in six males with severe OSA ( apnea / hypopnea index","other",1,"stridorIahMortality","2023-11-13"
,"16282549"," Blood pressure evolution after acute ischemic stroke in patients with and without sleep apnea. ","Selic C. et al.","BACKGROUND AND PURPOSE: Sleep apnea (SA) is an independent risk factor for arterial hypertension and is present in 50% to 70% of patients with ischemic stroke. The effects of SA on blood pressure (BP) and stroke outcome in the acute stroke phase are essentially unknown. METHODS: We studied 41 consecutive patients admitted within 96 hours after stroke onset. Stroke severity on admission (National Institutes of Health Stroke Scale [NIHSS]) and stroke outcome at discharge (modified Rankin Disability Scale [mRS]) were assessed. Nocturnal breathing was assessed with an ambulatory device the first night after admission. SA was defined by an apnea-hypopnea-index (AHI) > or =10/hour, and moderate-severe SA (MSSA) was defined by an AHI >30/hour. BP monitoring was performed during the first 36 hours after admission. A nondipping status (NDS) was defined by a ratio >0.9 of mean systolic BP during nights 1 to 2/mean systolic BP during day 2. RESULTS: SA was found in 28 (68%) and MSSA in 11 (27%) of 41 patients. A correlation was found between AHI and both NIHSS (r=0.331; P=0.035) and mRS (r=0.341; P=0.031). Patients with MSSA had higher systolic and diastolic BP values during night 1 (P=0.003), day 2 (P=0.004), and night 2 (P=0.03). NDS was found in 26 (63%) patients. Nondippers had a similar AHI but higher NIHSS (P=0.004) and mRS (P=0.005) than dippers. AHI and NDS were confirmed to be independent predictors for both stroke severity and stroke outcome in a multiple stepwise linear regression model. CONCLUSIONS: SA severity is associated with high 24-hour BP values but only weakly with stroke severity and outcome. Conversely, NDS is linked with a more severe stroke and a poorer evolution but not with SA severity. These data suggest different, although overlapping, pathophysiological and clinical implications of circadian and nocturnal BP values in acute stroke.","2005","Stroke","BACKGROUND AND PURPOSE : Sleep apnea ( SA ) is an independent risk factor for arterial hypertension and is present in 50 % to 70 % of patients with ischemic stroke ","Clinical trial",1,"stridorIahMortality","2023-11-13"
,"9914459"," Tracheal reconstructions. ","Srikrishna S. et al.","Surgical reconstruction of the trachea is a relatively complex procedure. We had 20 cases of tracheal stenosis. We have a modest experience of 16 tracheal reconstructions for acquired tracheal stenosis. Two patients underwent laser treatment while another two died before any intervention. The majority of these cases were a result of prolonged ventilation (14 cases), following organophosphorous poisoning (11 cases), Guillain-Barré syndrome, bullet injury, fat embolism and surprisingly only one tumor, a case of mucoepidermoid carcinoma, who had a very unusual presentation. There were 12 males and 4 females in this series, age ranging from 12-35 years. The duration of ventilation ranged from 1-21 days and the interval from decannulation to development of stridor was between 5-34 days. Six of them were approached by the cervical route, 5 by thoracotomy and cervical approach, 2 via median sternotomy and 3 by thoracotomy alone. Five of them required an additional laryngeal drop and 1 required pericardiotomy and release of pulmonary veins to gain additional length. The excised segments of trachea measured 3 to 5 cms in length. All were end to end anastomosis with interrupted Vicryl sutures. We have had no experience with stents or prosthetic tubes. Three patients developed anastomotic leaks which were controlled conservatively. Almost all of them required postoperative tracheo-bronchial suctioning with fibreoptic bronchoscope. We had one death in this series due to sepsis.","1998","Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia",,"other",1,"stridorIahMortality","2023-11-13"
,"10637925"," [Sleep apnea syndrome and stroke in the elderly population]. ","Nasr-Wyler A. et al.","The objective was to compare the prevalence of sleep apnea syndrome (SAS) in elderly individuals with a history of stroke to the one in individuals, matched by age and sex with a history of insomnia. To determine if previous subjective sleep complaints in the elderly are associated with stroke. A cross-sectional study with subsequent 3-year follow-up was designed in an acute geriatric inpatient unit. 19 subjects with documented stroke and 21 subjects with insomnia were included. All participants were assessed with a sleep questionnaire, an overnight polysomnographic examination including a recording of respiratory movements, and pulse oximetry. SAS was diagnosed in 68.4 p. 100 in the stroke group compared with 28.6 p. 100 in the insomnia group (p = 0.01). The median apnea/hypopnea index was significantly higher in the stroke group: 25 events per hour versus 2 in the insomnia group (p = 0.01). The median lowest oxygen saturation was not significantly different in the two groups (p = 0.3). Snoring and previous daytime sleepiness were both correlated with stroke (p = 0.05, p = 0.003). Among sleep complaints and cardiovascular risk factors, only a history of diabetes and previous daytime sleepiness were found to be significantly associated with stroke (p = 0.01, p = 0.002). Mortality was higher in SAS subjects (58.8 p. 100) than in non SAS subjects (33 p. 100). The difference was not statistically significant (p = 0.14), but a tendency could be noticed. SAS is a common finding in elderly individuals after a stroke. Physicians must be aware of the risks of prescribing sedatives and anxiolytics to these patients.","1999","Revue neurologique","The objective was to compare the prevalence of sleep apnea syndrome ( SAS ) in elderly individuals with a history of stroke to the one in individuals , matched by age and sex with a history of insomnia ","other",1,"stridorIahMortality","2023-11-13"
,"19840581"," Frequency and impact of pulmonary hypertension in patients with obstructive sleep apnea syndrome. ","Minai O. et al.","The correlates and consequences of pulmonary hypertension (PH) associated with obstructive sleep apnea (OSA) are poorly understood. Patients undergoing pulmonary artery catheterization within 6 months of an overnight polysomnography showing OSA were included in the present analysis. A total of 83 patients with complete data were analyzed (no PH, n = 25 [30%]; PH, 58 [70%]; of these, 18 had a pulmonary capillary wedge pressure of <15 mm Hg). No significant differences were observed between the PH and no PH groups regarding age or apnea-hypopnea index. The correlates of PH were elevated right ventricular systolic pressure (p <0.001), body mass index (p = 0.026), female gender (p = 0.01), nocturnal desaturation (82% vs 18%), and forced vital capacity <70% (p = 0.04) on univariate analysis and female gender (p = 0.03), age <49 years (p = 0.02), body mass index of > or =26 kg/m(2) (p = 0.08), and right ventricular systolic pressure of > or =30 mm Hg (p <0.001) on multivariate analysis. Patients with PH had a lower 6-minute walk distance (285.5 +/- 122 m vs 343 +/- 213 m, p = 0.4). The survival rate at 1, 4, and 8 years for patients with PH was 93%, 75%, and 43% compared to 100%, 90%, and 76% for patients without PH, respectively. Patients with severe PH (n = 27; 33%) had more nocturnal desaturation (p = 0.045), worse pulmonary hemodynamics, and greater mortality (37%) than the groups with mild or moderate PH (16%) or no PH (16%). In conclusion, our results have shown that, although generally mild to moderate, severe PH can occur in patients with OSA. Female gender, younger age, obesity, and nocturnal desaturation were associated with PH. PH can cause functional limitations and increased mortality in patients with OSA.","2009","The American journal of cardiology",,"other",1,"stridorIahMortality","2023-11-13"
,"16141681"," High body mass index and long duration of intubation increase post-extubation stridor in patients with mechanical ventilation. ","Erginel S. et al.","Approximately 20% of mechanically ventilated patients experience post-extubation stridor (PES) and reintubation, which subsequently may lead to an increased risk of morbidity and mortality. The risk of PES development is significantly higher in obese patients. Low air leakage between the endotracheal tube and the trachea, following cuff deflation, may indicate a higher risk for the development of PES. The aim of this study is to identify the relationship between body mass index (BMI) and PES using the cuff-leak test in patients intubated in the respiratory intensive care unit. A total of 67 consecutive intubations on 56 different ventilated patients were included in this study. The mean age was 63.6 +/- 12.1 years and 84% of the patients were male. PES developed in seven patients (10.4%). The mean cuff-leak volume was 395 +/- 187 ml in non-PES patients and 240 +/- 93 ml in PES patients (p = 0.023). The mean BMI was 36 +/- 13 kg/m2 in PES patients and 24 +/- 7 kg/m2 in non-PES patients (p = 0.046). BMI > 26.5 kg/m2 (OR: 1.2), low cuff-leak volume (< 283 ml) and mechanical ventilation required for more than 5 days (OR: 0.9) were independent variables for PES occurrence. We therefore suggest that non-obese patients, short-term intubated patients and those having a high air leakage around the endotracheal tube could be extubated without much difficulty.","2005","The Tohoku journal of experimental medicine"," The aim of this study is to identify the relationship between body mass index ( BMI ) and PES using the cuff-leak test in patients intubated in the respiratory intensive care unit ","other",1,"stridorIahMortality","2023-11-13"
,"19213979"," Endoscopic laser for severe laryngomalacia. ","Joshi R. et al.","Stridor in the pediatric age group needs detailed evaluation. Laryngomalacia, the commonest cause of stridor is mostly benign, but in about 10% patients can be an important cause of morbidity and mortality. Laser surgical correction in patients with severe laryngomalacia gives good results. We evaluated 32 patients of stridor. All were screened with fibreoptic laryngoscopy and whenever indicated, direct endoscopy was carried out. 13 (40%) of the patients had laryngomalacia. Of these, 8 had severe laryngomalacia and underwent treatment with diode laser. All of them showed definite post procedure improvement.","2009","Indian pediatrics",,"other",1,"stridorIahMortality","2023-11-13"
,"16580533"," Obstructive sleep apnea syndrome: more insights on structural and functional cardiac alterations, and the effects of treatment with continuous positive airway pressure. ","Shivalkar B. et al.","OBJECTIVES: We studied structural and functional cardiac alterations in obstructive sleep apnea (OSA), their relationship to the severity of OSA, and the effects of treatment with continuous positive airway pressure (CPAP). BACKGROUND: Obstructive sleep apnea may influence the cardiac function by several mechanisms in the awake patient. METHODS: Left and right ventricular morphology and function were studied using echocardiography before and after treatment with CPAP in symptomatic patients (Epworth sleepiness score, 10 +/- 4.8) with severe OSA (apnea-hypopnea index [AHI], 42 +/- 24). The patients (n = 43, 32 men) had no known cardiac disease and were obese (body mass index, 31.6 +/- 5.4 kg/m2). The same echocardiographic parameters were studied in age-matched overweight patients (n = 40; body mass index, 26.4 +/- 2.3 kg/m2). RESULTS: The patients were hypertensive (systolic blood pressure, 153 +/- 25 mm Hg), with a higher resting heart rate (77 +/- 10 beats/min, p = 0.008) compared with age-matched control patients (n = 40). There was right ventricular dilatation, hypertrophic interventricular septum, reduced left ventricular stroke volume, tissue Doppler-determined systolic and diastolic velocities of the left and right ventricle, and normal pulmonary artery pressure. The structural and functional parameters were significantly associated with AHI (p < 0.004). Multiple stepwise regression showed the interventricular septum thickness, right ventricular free wall, and mitral annulus tissue Doppler systolic velocities to be predictive of a higher AHI (p < 0.001). Six months after treatment with CPAP, significant improvements were observed in the symptoms and hemodynamics, as well as left and right ventricular morphology and function. CONCLUSIONS: The structural and functional consequences of OSA on the heart are influenced by the severity of AHI. These effects are reversible if the apneic episodes are abolished.","2006","Journal of the American College of Cardiology"," OBJECTIVES : We studied structural and functional cardiac alterations in obstructive sleep apnea ( OSA ) , their relationship to the severity of OSA , and the effects of treatment with continuous positive airway pressure ( CPAP ) ","other",1,"stridorIahMortality","2023-11-13"
,"17904204"," Increased erythrocyte adhesiveness and aggregation in obstructive sleep apnea syndrome. ","Peled N. et al.","BACKGROUND: Obstructive sleep apnea (OSA) is associated with an increased incidence of stroke and myocardial infarction as well as increased prothrombotic and inflammatory processes. Although erythrocyte adhesiveness/aggregation is known to be elevated in cardiovascular diseases, it has never been evaluated in OSA. The aim of this study was to examine the possible association of OSA and erythrocyte adhesiveness/aggregation. METHODS: The study was conducted in the Sleep Laboratory of a tertiary university-affiliated medical center in 79 patients (age 57.1+/-12.9 years) with a diagnosis of OSA (apnea hypopnea index 41.2+/-25.9). Findings were compared with data on 1079 controls without clinical symptoms of OSA, matched for sex, age, and body mass index. Overnight polysomnography and blood sampling for erythrocyte sedimentation rate, levels of fibrinogen, high-sensitivity C-reactive protein, and erythrocyte adhesion/aggregation test consisting of measures of erythrocyte percentage and vacuum range on image analysis. RESULTS: The study group had significantly higher values than controls of all three markers of inflammation (p<0.001 for erythrocyte sedimentation rate and fibrinogen; p=0.037 for C-reactive protein). Erythrocyte percentage was significantly lower in the sleep apnea group (84.05+/-15.97 vs. 90.79+/-11.23%, p<0.001), and vacuum range was significantly higher (8.22+/-7.98 vs. 4.63+/-4.05 microm, p<0.001), indicating stronger erythrocyte adhesion/aggregation. Both these factors were significantly correlated with erythrocyte sedimentation rate and to hs-CRP (percentage: r=-0.630; 0.258, p=0.005; 0.031; vacuum range: r=0.494; -0.328, p=0.001; 0.005 respectively). CONCLUSION: OSA is associated with increased erythrocyte aggregation/adhesion, which is correlated with an increase in inflammation markers. These findings might help explain the increased cardiovascular morbidity in OSA.","2008","Thrombosis research"," The aim of this study was to examine the possible association of OSA and erythrocyte adhesiveness / aggregation ","other",1,"stridorIahMortality","2023-11-13"
,"19175381"," Cerebral autoregulation in patients with obstructive sleep apnea syndrome during wakefulness. ","Nasr N. et al.","BACKGROUND AND PURPOSE: Obstructive sleep apnea syndrome (OSAS) is an independent risk factor for stroke. Impairment of cerebral autoregulation may play a potential role in the pre-disposition to stroke of OSAS patients. In this study, we aimed to assess dynamic cerebral autoregulation (DCA) during wakefulness in OSAS patients and a group of matched controls. METHODS: Patients and controls were examined in the morning after an overnight complete polysomnography. Mean cerebral blood flow velocity (CBFV) in the middle cerebral artery and mean arterial blood pressure (ABP) were continuously recorded using transcranial Doppler and Finapres. DCA was assessed using the Mx autoregulatory index. Mx is a moving correlation coefficient between mean CBFV and mean ABP. More positive value of Mx indicates worse autoregulation. RESULTS: Eleven OSAS patients (mean age +/- SD; 52.6 +/- 7.9) and 9 controls (mean age +/- SD; 49.1 +/- 5.3) were enrolled. The mean apnea-hypopnea index (AHI) in the OSAS group was of 22.7 +/- 11.6. No significant difference was found between the two groups as for age, body mass index, mean ABP and endtidal CO(2) pressure. Cerebral autoregulation was impaired in OSAS patients compared with controls (Mx index: 0.414 +/- 0.138 vs. 0.233 +/- 0.100; P = 0.009). The severity of autoregulation impairment correlated to the severity of the sleep respiratory disturbance measured by the AHI (P = 0.003). CONCLUSION: Cerebral autoregulation is impaired in patients with OSAS during wakefulness. Impairment of cerebral autoregulation is correlated with the severity of OSAS.","2009","European journal of neurology","BACKGROUND AND PURPOSE : Obstructive sleep apnea syndrome ( OSAS ) is an independent risk factor for stroke ","other",1,"stridorIahMortality","2023-11-13"
,"14531161"," The lifeShirt. An advanced system for ambulatory measurement of respiratory and cardiac function. ","Wilhelm F. et al.","An accurate ambulatory breathing monitor is needed to observe acute respiratory changes in patients with medical or psychological disorders outside the clinic (e.g., hyperventilation during panic or apneas during sleep). Significant limitations of existing monitors are size, troublesome operation, and difficulty holding chest and abdomen bands in place during 24-hour recordings. Recently, a garment has been developed with embedded inductive plethysmography sensors for continuous ambulatory monitoring of respiration, heart activity, inductive cardiography, motility, postural changes, and other functions. The signals are displayed and stored on a handheld computer (Visor), and then analyzed offline, extracting more than 40 clinical parameters relating to cardiorespiratory function (e.g., heart rate, respiratory sinus arrhythmia, tidal volume, stroke volume, pre-ejection period, apnea-hypopnea index, thoraco-abdominal coordination, sighing). The device also serves as an electronic diary of symptoms, moods, and activities. This advanced system may open a new era in ambulatory monitoring for clinical practice and scientific research.","2003","Behavior modification",,"other",1,"stridorIahMortality","2023-11-13"
,"11914407"," Prevalence and clinical importance of sleep apnea in the first night after cerebral infarction. ","Iranzo A. et al.","OBJECTIVE: To determine the prevalence of sleep apnea (SA) during the first night after hemispheric ischemic stroke and its influence on clinical presentation, course, and functional outcome at 6 months. METHODS: The first night after cerebral infarction onset, 50 patients underwent polysomnography (PSG) followed by oximetry during the next 24 hours. Neurologic severity and early worsening were assessed by the Scandinavian Stroke Scale and outcome by the Barthel Index. Patients were evaluated on admission, on the third day, at discharge, and at 1, 3, and 6 months. RESULTS: There were 30 males and 20 females with a mean age of 66.8 +/- 9.5 years. Latency between stroke onset and PSG was 11.6 +/- 5.3 hours. Thirty-one (62%) subjects had SA (apnea-hypopnea index [AHI] > or = 10). Of these, 23 (46%) had an AHI > or =20 and 21 (42%) an AHI > or =25. Sleep-related stroke onset occurred in 24 (48%) patients and was predicted only by an AHI > or =25 on logistic regression analysis. SA was related to early neurologic worsening and oxyhemoglobin desaturations but not to sleep history before stroke onset, infarct topography and size, neurologic severity, or functional outcome. Early neurologic worsening was found in 15 (30%) patients, and logistic regression analysis identified SA and serum glucose as its independent predictors. CONCLUSIONS: SA is frequent during the first night after cerebral infarction (62%) and is associated with early neurologic worsening but not with functional outcome at 6 months. Cerebral infarction onset during sleep is associated with the presence of moderate to severe SA (AHI > or = 25).","2002","Neurology"," OBJECTIVE : To determine the prevalence of sleep apnea ( SA ) during the first night after hemispheric ischemic stroke and its influence on clinical presentation , course , and functional outcome at 6 months ","other",1,"stridorIahMortality","2023-11-13"
,"16408413"," Association between atrial fibrillation and central sleep apnea. ","Leung R. et al.","BACKGROUND: We previously described an association between atrial fibrillation and central sleep apnea in a group of patients with congestive heart failure. We hypothesized that the prevalence of atrial fibrillation might also be increased in patients with central sleep apnea in the absence of other cardiac disease. METHODS AND RESULTS: We compared the prevalence of atrial fibrillation in a series of 60 consecutive patients with idiopathic central sleep apnea (apnea-hypopnea index > 10 events per hour, > 50% central events) with that in 60 patients with obstructive sleep apnea (apnea-hypopnea index > 10, > 50% obstructive events) and 60 patients without sleep apnea (apnea-hypopnea index < 10), matched for age, sex, and body mass index. Subjects with a history of congestive heart failure, coronary artery disease, or stroke were excluded from the study. The prevalence of atrial fibrillation among patients with idiopathic central sleep apnea was found to be significantly higher than the prevalence among patients with obstructive sleep apnea or no sleep apnea (27%, 1.7%, and 3.3%, respectively, P < .001). However, hypertension was most common and oxygen desaturation most extreme among patients with obstructive sleep apnea. CONCLUSIONS: We conclude that there is a markedly increased prevalence of atrial fibrillation among patients with idiopathic central sleep apnea in the absence of congestive heart failure. Moreover, the high prevalence of atrial fibrillation among patients with idiopathic central sleep apnea is not explainable by the presence of hypertension or nocturnal oxygen desaturation, since both of these were more strongly associated with obstructive sleep apnea.","2005","Sleep",,"Clinical trial",1,"stridorIahMortality","2023-11-13"
,"18713905"," Patients with difficult intubation may need referral to sleep clinics. ","Chung F. et al.","PURPOSE: Upper airway abnormalities carry the risk of obstructive sleep apnea (OSA) and difficult tracheal intubations. Both conditions contribute to significant clinical problems and have increased perioperative morbidity and mortality. We hypothesized that patients who presented with difficult intubation would have a very high prevalence of OSA and that those with unexpected difficult intubation may require referral to sleep clinics for polysomnography (PSG). METHODS: Patients classified as a grade 4 Cormack and Lehane on direct laryngoscopic view, and who required more than two attempts for successful endotracheal intubation, were referred to the study by consultant anesthesiologists at four hospitals. Apnea-hypopnea index (AHI) data and postoperative events were collected. Patients with AHI >5/h were considered positive for OSA. Clinical and PSG variables were compared using t-tests and chi(2) test. RESULTS: Over a 20-mo period, 84 patients with a difficult intubation were referred into the study. Thirty-three patients agreed to participate. Sixty-six percent (22 of 33) had OSA (AHI >5/h). Of the 22 OSA patients, 10 patients (64%) had mild OSA (AHI 5-15), 6 (18%) had moderate OSA (AHI >15/h), and 6 (18%) had severe OSA (AHI >30/h). Of the 33 patients, 11 patients (33%) were recommended for continuous positive airway pressure treatment. Between the OSA group and the non-OSA group, there were significant differences in gender, neck size, and the quality of sleep, but there were no significant differences in age and body mass index. CONCLUSIONS: Sixty-six percent of patients with unexpected difficult intubation who consented to undergo a sleep study were diagnosed with OSA by PSG. Patients with difficult intubation are at high risk for OSA and should be screened for signs and symptoms of sleep apnea. Screening for OSA should be considered by referral to a sleep clinic for PSG.","2008","Anesthesia and analgesia"," PURPOSE : Upper airway abnormalities carry the risk of obstructive sleep apnea ( OSA ) and difficult tracheal intubations ","other",1,"stridorIahMortality","2023-11-13"
,"14557568"," White matter disease and sleep-disordered breathing after acute stroke. ","Harbison J. et al.","OBJECTIVE: To assess sleep-disordered breathing (SDB) in patients with acute stroke and its relationship to prestroke cerebrovascular disease, particularly leukoariosis. METHODS: The authors studied SDB and CT evidence of prestroke cerebrovascular disease, nonacute brain infarction, and white matter disease (WMD) in 78 previously independent patients with acute stroke. Subjects underwent respiratory sleep studies to determine the Apnea-Hypopnea Index (AHI) and Desaturation Index (DI) 7 to 14 days following stroke. CT scans were evaluated for severity of acute prestroke cerebrovascular disease and WMD severity. RESULTS: Prestroke cerebrovascular disease was present in 49 (63%) patients and was associated with worse SDB (mean AHI 35 vs 23, p < 0.01; mean DI 28 vs 18, p < 0.05), particularly in men (mean AHI 43 vs 27, p < 0.01). WMD severity correlated with AHI (r = 0.26, p < 0.05) and age (r = 0.56, p < 0.01). WMD severity in frontal and basal ganglia areas showed the strongest association. On multivariate analysis, WMD severity correlated independently with AHI (R(2) = 0.07, p < 0.05). CONCLUSIONS: The presence of prestroke cerebrovascular disease and severity of WMD are associated with worse SDB. These findings suggest that either white matter is particularly vulnerable to the hypoxia and blood pressure variability associated with SDB or that WMD is a major factor exacerbating SDB following stroke.","2003","Neurology"," OBJECTIVE : To assess sleep-disordered breathing ( SDB ) in patients with acute stroke and its relationship to prestroke cerebrovascular disease , particularly leukoariosis ","other",1,"stridorIahMortality","2023-11-13"
,"15788497"," Day-night pattern of sudden death in obstructive sleep apnea. ","Gami A. et al.","BACKGROUND: The risk of sudden death from cardiac causes in the general population peaks from 6 a.m. to noon and has a nadir from midnight to 6 a.m. Obstructive sleep apnea is highly prevalent and associated with neurohormonal and electrophysiological abnormalities that may increase the risk of sudden death from cardiac causes, especially during sleep. METHODS: We reviewed polysomnograms and the death certificates of 112 Minnesota residents who had undergone polysomnography and had died suddenly from cardiac causes between July 1987 and July 2003. For four intervals of the day, we compared the rates of sudden death from cardiac causes among people with obstructive sleep apnea and the following: the rates among people without obstructive sleep apnea, the rates in the general population, and the expectations according to chance. For each interval, we assessed the median apnea-hypopnea index and the relative risk of sudden death from cardiac causes. We similarly analyzed sudden death from cardiac causes during three time intervals that correlate with usual sleep-wake cycles. RESULTS: From midnight to 6 a.m., sudden death from cardiac causes occurred in 46 percent of people with obstructive sleep apnea, as compared with 21 percent of people without obstructive sleep apnea (P=0.01), 16 percent of the general population (P<0.001), and the 25 percent expected by chance (P<0.001). People with sudden death from cardiac causes from midnight to 6 a.m. had a significantly higher apnea-hypopnea index than those with sudden death from cardiac causes during other intervals, and the apnea-hypopnea index correlated directly with the relative risk of sudden death from cardiac causes from midnight to 6 a.m. For people with obstructive sleep apnea, the relative risk of sudden death from cardiac causes from midnight to 6 a.m. was 2.57 (95 percent confidence interval, 1.87 to 3.52). The analysis of usual sleep-wake cycles showed similar results. CONCLUSIONS: People with obstructive sleep apnea have a peak in sudden death from cardiac causes during the sleeping hours, which contrasts strikingly with the nadir of sudden death from cardiac causes during this period in people without obstructive sleep apnea and in the general population.","2005","The New England journal of medicine",,"Review",1,"stridorIahMortality","2023-11-13"
,"18204171"," Sleep related breathing disorders in patients with ischemic stroke and transient ischemic attacks: respiratory and clinical correlations. ","Rola R. et al.","Fifty five patients with ischemic stroke and 15 patients with transient ischemic attacks (TIA) were screened for sleep related breathing disorders (SRBD). Apnea-hypopnea index (AHI) and desaturation index (DI) were analyzed. The clinical status was assessed with National Institute of Health Stroke Scale (NIHSS). The patients with stroke were stratified into groups: without (AHI<or=5), with mild (5<AHI<or=10), and with moderate or severe SRBD (AHI>10). SRBD were present in 36 patients with stroke and in 10 patients with TIA. There were significant differences in the clinical status on admission, as quantified with NIHSS, between stroke patients with mild and moderate or severe SRBD. AHI positively correlated with NIHSS on admission in stroke patients (r=0.54, P<0.01). The final NIHSS score was significantly greater in patients with moderate or severe SRBD than in those with mild SRBD: 3.4+/-1.9 and 1.8+/-1.2, respectively. Our data suggest that the severity of SRBD is related to the clinical status on admission and it influence the clinical outcome after ischemic stroke.","2007","Journal of physiology and pharmacology : an official journal of the Polish Physiological Society",,"other",1,"stridorIahMortality","2023-11-13"
,"17524602"," [Steroids in the critical care children with septic shock and other conditions]. ","Ughetto F. et al.","Steroids are indicated in paediatric intensive care as anti-inflammatory drugs or for substitutive treatment. During septic shock, the incidence of adrenal insufficiency (AI) varies between 18 à 52%, depending on the relative or absolute nature of the AI. Contrary to adults, for whom long courses of low doses of corticosteroids were shown to reduce mortality and increased shock reversibility, particularly in those with a negative synacthene test, no study provided sufficient evidence to show a benefit of steroids in terms of outcome in children with septic shock. In neonates, AI occurs frequently after cardiac surgery and the administration of steroids can improve haemodynamic condition. The recommended dose of hydrocortisone during septic shock or after cardiac surgery is 30 to 100 mg/m(2)/d. Dexamethasone is efficient to reduce postextubation stridor in children and neonate and the rate of reintubations in neonate. During croup, oral or parenteral steroids reduce clinical symptoms. Dexamethasone also reduces the incidence of severe chronic lung disease and the duration of tracheal intubation in premature infants. However the high incidence of side effects, particularly on the central nervous system, makes steroids currently not recommended for bronchopulmonary dysplasia. At last, steroids are indicated for severe asthma and for bacterial meningitis. In this latter indication, dexamethasone was shown to improve neurological outcome, indeed mortality in Haemophilus influenzae and Streptococcus pneumoniae meningitis.","2007","Annales francaises d'anesthesie et de reanimation",,"Review",1,"stridorIahMortality","2023-11-13"
