"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"20519074_6","20519074","50%.",,"NULL","NULL","%",,"pulmonary hypertension",5.593,1.265,21.589,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"20519074_7","20519074","delta sao",,"NULL","NULL",,,"respiratory failure",6.551,1.495,18.92,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"20705796_1","20705796",,,"NULL","NULL",,,,2.48,1.05,5.87,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"20711453_5","20711453",,,"NULL","NULL",,,,6.1,2.64,14.11,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21140050_1","21140050","male gender",,"NULL","NULL",,,"obstructive sleep apnea syndrome",4,1.59,10,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21140050_2","21140050","obese individuals bmi","greater than","26","NULL",,,"obstructive sleep apnea syndrome",3.68,1.59,8.49,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21140050_3","21140050","smoking",,"NULL","NULL",,,"smoking",2.29,1.17,4.47,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21140050_4","21140050",,,"NULL","NULL",,,,2.65,1.35,5.23,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21140050_5","21140050","duration symptoms 2 years",,"NULL","NULL","years",,"duration symptoms",2.35,1.2,4.58,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21183327_1","21183327","severe obstructive sleep apnea",,"NULL","NULL",,,"severe obstructive sleep apnea",2.04,1.04,4.01,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21345723_1","21345723",,,"NULL","NULL",,,,1.45,1.11,1.91,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21377218_1","21377218","obstructive hypopnea index",,"NULL","NULL",,,"residual obstructive sleep apnea syndrome",1.15,1.02,1.28,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21377218_2","21377218","reflux index",,"NULL","NULL",,,"residual obstructive sleep apnea syndrome",1.01,1,1.34,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21493281_1","21493281","age",,"NULL","NULL",,,"mortality",1.84,1.76,1.93,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21493281_2","21493281","sex",,"NULL","NULL",,,"cause mortality",1.23,1.18,1.28,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21493281_3","21493281","male sex",,"NULL","NULL",,,"cause mortality",1.38,1.2,1.56,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21493281_4","21493281","increasing snoring",,"NULL","NULL",,,"mortality",1.16,1.01,1.32,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21493281_5","21493281","nonpalatal snoring",,"NULL","NULL",,,"cause mortality",1.21,1.09,1.35,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21652293_1","21652293","age",,"NULL","NULL",,,"coronary artery disease",1.11,1.039,1.188,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21816494_1","21816494","pfo",,"NULL","NULL",,,"obstructive sleep apnea",2.53,1.2,5.31,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21857929_1","21857929","ahi","greater than","30","NULL",,,"higher apnea hypopnea index",1.549,1.163,2.062,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21857929_2","21857929","bmi",,"NULL","NULL",,,"obesity related health conditions",1.786,1.131,2.822,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21857929_3","21857929","bmi",,"NULL","NULL",,,"obesity related sleep apnea",1.768,1.145,2.731,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21857929_4","21857929","employment status",,"NULL","NULL",,,"odds risk  retired",1.414,1.097,1.821,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"21857929_5","21857929","marital status
study title: influence marital status employment status",,"NULL","NULL",,,"living alone versus married living  couple",1.482,1.088,2.019,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22183937_1","22183937","obstructive sleep apnea",,"NULL","NULL",,,"severe fatigue",17.33,2.53,199.84,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22183937_2","22183937","severe fatigue",,"NULL","NULL",,,"severe fatigue",1.88,1.21,3.25,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22183937_3","22183937","immunomodulating treatment",,"NULL","NULL",,,"severe fatigue",0.14,0.023,0.65,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22215237_1","22215237","severe sleep-disordered breathing",,"NULL","NULL",,,"wake  strokes",6.065,1.451,25.35,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22310880_1","22310880","red cell distribution width",,"NULL","NULL",,,"cardiovascular disease",1.5,1,2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22328924_1","22328924","nocturia sleep-disordered breathing",,"NULL","NULL",,,"sdb",1.3,1.2,1.5,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22328924_2","22328924",,,"NULL","NULL",,,,1.23,1.08,1.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22328924_3","22328924","nocturia",,"NULL","NULL",,,"cardiovascular disease",1.26,1.05,1.52,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22328924_4","22328924",,,"NULL","NULL",,,,1.62,1.14,2.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22333171_1","22333171","obstructive sleep apnea",,"NULL","NULL",,,"obstructive sleep apnea",1.36,1.15,1.59,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22333171_2","22333171",,,"NULL","NULL",,,,1.3,1.06,1.58,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22339491_1","22339491","serum chemerin levels",,"NULL","NULL",,,"obstructive sleep apnea syndrome",1.03,1.016,1.045,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22479368_1","22479368","low socioeconomic strata",,"NULL","NULL",,,"higher cpap acceptance",3.43,1.09,10.85,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22498996_2","22498996","central sleep apnea",,"NULL","NULL",,,"average events per hourly",68,10,627,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22499826_1","22499826","odi","greater than","5","NULL",,,"diabetes",4.4,1.1,18.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22654197_1","22654197","sleep efficiency",,"NULL","NULL",,,"increased prevalence metabolic syndrome",2.06,1.08,3.93,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22654197_2","22654197","nrem beta power",,"NULL","NULL",,,"metabolic syndrome",2.09,1.09,3.98,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22654197_3","22654197","apnea-hypopnea index",,"NULL","NULL",,,"metabolic syndrome",1.86,1.4,2.48,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_1","22687326","age",,"NULL","NULL",,,"cause mortality",1.08,1.074,1.086,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_2","22687326","body mass index",,"NULL","NULL",,,"cause mortality",1.042,1.033,1.051,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_3","22687326","body mass index",,"NULL","NULL",,,"cause mortality",1.378,1.19,1.595,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_4","22687326","sleepiness",,"NULL","NULL",,,"sleepiness",1.015,1.005,1.025,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_5","22687326",,,"NULL","NULL",,,,1.001,0.998,1.004,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_6","22687326","41","between","NULL","NULL","years",,"desaturation",1.217,1.014,1.461,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_7","22687326","apnea index",,"NULL","NULL",,,"death",1.632,1.053,2.532,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22687326_8","22687326",,,"NULL","NULL",,,,1.222,1.01,1.478,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"22753136_1","22753136","hypertension",,"NULL","NULL",,,"comorbid sleep apnea",2.7,1.2,6.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22753136_2","22753136","sleep apnea",,"NULL","NULL",,,"hypertension",2.76,1.57,4.86,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22753136_3","22753136",,,"NULL","NULL",,,,7.94,4.21,15.33,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22828826_1","22828826","obstructive sleep apnea",,"NULL","NULL",,,"stroke",2.24,1.57,3.19,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22828826_2","22828826","incident stroke men",,"NULL","NULL",,,"ischemic heart disease",2.87,1.91,4.31,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22828826_3","22828826","obstructive sleep apnea",,"NULL","NULL",,,"ischemic heart disease",1.56,0.83,2.91,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22828826_4","22828826","men",,"NULL","NULL",,,"ischemic heart disease",1.92,1.06,3.48,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22828826_5","22828826","obstructive sleep apnea",,"NULL","NULL",,,"cardiovascular death",2.09,1.2,3.65,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22878784_1","22878784","fev",,"NULL","NULL",,,"nocturnal hypoxemia",0.9519,0.9089,0.9968,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22878784_2","22878784","mean pulmonary artery pressure",,"NULL","NULL",,,"nocturnal hypoxemia",1.1068,1.0062,1.2175,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22910247_1","22910247","obstructive apnea-hypopnea index 2  per hour",,"NULL","NULL",,,"obstructive apnea hypopnea index 2  per hour",2.19,1.09,4.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22910247_2","22910247","habitual snoring",,"NULL","NULL",,,"odds risk enuresis",3.23,1.53,6.81,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22910247_3","22910247","sleep disordered breathing",,"NULL","NULL",,,"desaturation",2.07,1.09,3.92,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_1","22931733","arousal index",,"NULL","NULL",,,"odds risk",0.77,0.63,0.95,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_2","22931733","lowest oxygen saturation",,"NULL","NULL",,,"obstructive sleep apnea/hypopnea syndrome",1.91,1.24,2.95,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_3","22931733","age",,"NULL","NULL",,,"osahs patients",1.16,1.1,1.22,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_4","22931733","age",,"NULL","NULL",,,"age",1.05,1.01,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_5","22931733","high-sensitivity c-reactive protein",,"NULL","NULL",,,"disease medical condition",1.03,1.02,1.05,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"22931733_6","22931733","high-sensitivity c-reactive protein level",,"NULL","NULL",,,"obstructive sleep apnea/hypopnea syndrome",1.48,1.13,1.95,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23053373_1","23053373","bmi",,"NULL","NULL",,,"increased cardiovascular diseases",1.076,1.009,1.147,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23053373_2","23053373","higher body mass index",,"NULL","NULL",,,"cardiovascular diseases",1.011,1.004,1.019,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23053373_3","23053373","higher bmi fasting glucose level  lower hdl-cholesterol level",,"NULL","NULL",,,"cardiovascular diseases",0.966,0.947,0.984,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23063144_1","23063144","sleep-disordered breathing",,"NULL","NULL",,,"immediate verbal memory impairment",2.67,1.17,6.08,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23090526_1","23090526","obstructive sleep apnea",,"NULL","NULL",,,"preeclampsia",3.55,1.1,11.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23090526_2","23090526","preeclampsia",,"NULL","NULL",,,"development preeclampsia",2.79,1.09,7.19,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23090526_3","23090526",,,"NULL","NULL",,,,4.25,1.67,10.77,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23090861_1","23090861","obstructive sleep apnea hypopnea index",,"NULL","NULL",,,"high troponin t level",0.949,0.905,0.995,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23090861_2","23090861","obstructive sleep apnea",,"NULL","NULL",,,"high troponin t level",0.918,0.856,0.984,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23099418_1","23099418","overweight/obesity",,"NULL","NULL",,,"obstructive sleep apnea",7.95,1.43,44.09,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23155146_2","23155146","continuous total sleep time",,"NULL","NULL",,,"cancer incidence",1.07,1.02,1.13,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23155146_3","23155146","ahi",,"NULL","NULL",,,"cancer incidence",1.13,1.06,1.21,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23155146_4","23155146","obstructive sleep apnea",,"NULL","NULL",,,"cancer",1.11,1.04,1.17,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23169977_1","23169977","rhonchi",,"NULL","NULL",,,"severe acute respiratory infection",2.31,1.14,4.67,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23199371_1","23199371","periodontitis",,"NULL","NULL",,,"periodontitis",1.84,1.18,2.87,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23199371_2","23199371","probing pocket depth",,"NULL","NULL",,,"periodontitis",2.22,1.3,3.77,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23199371_3","23199371","periodontitis",,"NULL","NULL",,,"risky",1.86,1.07,3.21,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23199371_4","23199371",,,"NULL","NULL",,,,2.51,1.37,4.62,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23294274_1","23294274",,,"NULL","NULL",,,,0.297,0.114,0.773,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23319901_1","23319901","snoring pauses breathing",,"NULL","NULL",,,"snoring pauses breathing",10,4.8,20.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23319901_2","23319901","male sex",,"NULL","NULL",,,"obstructive sleep apnea",5.1,1.7,15.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23319901_3","23319901",,,"NULL","NULL",,,,1.4,1.2,1.65,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23319901_4","23319901","larger sagittal abdominal diameter",,"NULL","NULL",,,"obstructive sleep apnea",1.8,1.2,2.55,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23340087_1","23340087","atrial fibrillation stroke",,"NULL","NULL",,,"stroke",5.34,1.79,17.29,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23354511_1","23354511",,,"NULL","NULL",,,,2.85,1.5,5.41,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23354511_2","23354511","total nap duration",,"NULL","NULL",,,"hyperglycemia",1.48,0.96,2.28,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23354511_3","23354511","sleep",,"NULL","NULL",,,"maternal hyperglycemia",3.37,1.44,8.32,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23354511_5","23354511","sleep duration",,"NULL","NULL",,,"hyperglycemia",1.03,0.83,1.28,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23374054_1","23374054","moderate-severe obstructive sleep apnea",,"NULL","NULL",,,"silent cerebral infarction",2.44,1.03,5.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23374054_2","23374054",,,"NULL","NULL",,,,3.48,1.31,9.23,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23601523_1","23601523","passive smoking",,"NULL","NULL",,,"asthma",1.7,1.2,2.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23601523_2","23601523","differentiation",,"NULL","NULL",,,"increased risk developing asthma",1.5,1.1,1.9,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23601523_3","23601523","passive smoking",,"NULL","NULL",,,"asthma",1.6,1.1,2.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23601523_4","23601523","family history asthma physical susceptibility",,"NULL","NULL",,,"asthma",1.3,1,1.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23601523_5","23601523","house decoration",,"NULL","NULL",,,"asthma",1.4,1.1,1.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23633753_1","23633753",,,"NULL","NULL",,,,2.08,1.05,4.13,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23633753_2","23633753","obstructive sleep apnea",,"NULL","NULL",,,"stroke vascular dementia",2.03,1.02,4.05,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23633755_2","23633755","short sleep duration osa independently  visceral obesity",,"NULL","NULL",,,"visceral obesity",4.4,1.8,10.77,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23633755_3","23633755",,,"NULL","NULL",,,,4.4,1.8,10.77,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23674932_1","23674932",,,"NULL","NULL",,,,0.33,0.14,0.81,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23674932_2","23674932","bmi change",,"NULL","NULL",,,"obstructive sleep apnea",1.31,0.32,5.35,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23674941_1","23674941","ahi",,"NULL","NULL",,,"obesity",3.3,1.2,9.3,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23691209_1","23691209","oronasal masks",,"NULL","NULL",,,"non adherence continuous positive airway pressure therapy",2,1.6,2.5,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23813884_3","23813884","length mv",,"NULL","NULL",,,"extubation failure",2.4,0.01,3.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23831239_1","23831239","severe osa",,"NULL","NULL",,,"new onset arterial hypertension",1.8,1.1,2.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23844935_1","23844935","untreated cheyne-stokes respiration",,"NULL","NULL",,,"cardioverter defibrillator therapies",1.99,1.46,2.72,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23844935_2","23844935","event-free survival appropriately monitored ventricular arrhythmias",,"NULL","NULL",,,"event free survival",2.19,1.42,3.37,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23844935_3","23844935","independent risk factor",,"NULL","NULL",,,"cardioverter defibrillator therapies",1.06,0.74,1.5,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23844935_4","23844935","untreated cheyne-stokes respiration",,"NULL","NULL",,,"chronic heart failure",1.21,0.75,1.93,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"23988500_1","23988500","diagnostic",,"NULL","NULL",,,"obstructive sleep apnea hypopnea syndrome",3.69,1.92,7.08,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23988500_2","23988500","genotype",,"NULL","NULL",,,"obstructive sleep apnea hypopnea syndrome",3.16,2.33,4.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"23988500_3","23988500","diagnostic factor",,"NULL","NULL",,,"obstructive sleep apnea hypopnea syndrome",2.16,0.9,5.21,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24030529_1","24030529","leptin",,"NULL","NULL",,,"heart failure",0.07,0.01,0.71,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24030529_2","24030529","leptin deficiency",,"NULL","NULL",,,"central sleep apnea",4.45,1.1,17.9,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24127143_2","24127143",,,"NULL","NULL",,,,4.66,1.03,21.08,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24174360_1","24174360",,,"NULL","NULL",,,,2.394,1.596,3.591,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24179295_1","24179295","obstructive sleep apnea",,"NULL","NULL",,,"excessive daytime sleepiness",9.2,1.7,50.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24179295_2","24179295","plasma tnf-α",,"NULL","NULL",,,"increasing severity osa  increasing frequency eds",1.7,0.5,5.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24205291_1","24205291","obesity",,"NULL","NULL",,,"obesity",2.89,1.47,5.68,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24205291_2","24205291","tonsillar hypertrophy",,"NULL","NULL",,,"obstructive sleep apnea",3.15,2.04,4.88,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24205291_3","24205291","obesity",,"NULL","NULL",,,"obesity",1.89,1.19,3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24216720_1","24216720","ahi odi",,"NULL","NULL",,,"poor adherence positive airway pressure therapy sleep apnea",0.6,0.47,0.78,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24216720_2","24216720","apnea-hypopnea index)",,"NULL","NULL",,,"positive airway pressure therapy",0.5,0.32,0.77,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24216720_3","24216720","ahi",,"NULL","NULL",,,"sleep apnea",0.56,0.37,0.85,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24260240_1","24260240","minimum oxygen saturation",,"NULL","NULL",,,"diabetic retinopathy",0.79,0.65,0.95,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24292644_1","24292644","moderate--severe sleep apnea",,"NULL","NULL",,,"moderate  severe",6.03,1.76,20.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24292644_2","24292644","moderate--severe sleep apnea",,"NULL","NULL",,,"moderate  severe leukoaraiosis",10.5,2.19,50.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24327037_1","24327037",,,"NULL","NULL",,,,2.4,1.2,5.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24351803_2","24351803",,,"NULL","NULL",,,,1.03,1,1.05,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24351803_3","24351803",,,"NULL","NULL",,,,1.06,1.01,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24428306_1","24428306","excessive daytime sleepiness",,"NULL","NULL",,,"two  falls",1.52,1.14,2.03,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24428306_2","24428306","sleep efficiency",,"NULL","NULL",,,"recurrent falls",1.79,1.22,2.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24428306_3","24428306","nocturnal hypoxemia",,"NULL","NULL",,,"falls older men   predicted nocturnal hypoxemia",1.62,1.17,2.24,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_1","24503600","oxygen saturation","lower than","NULL","NULL","%",,"cardiovascular events  cause mortality",1.5,1.25,1.79,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_2","24503600","ahi osa",,"NULL","NULL",,,"cause mortality",1.2,1.12,1.27,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_3","24503600","awarenesses .",,"NULL","NULL",,,"cardiovascular",1.06,1.02,1.1,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_4","24503600",,,"NULL","NULL",,,,1.05,1.03,1.07,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_5","24503600","heart rate",,"NULL","NULL",,,"cardiovascular events  cause mortality",1.28,1.19,1.37,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24503600_6","24503600","daytime sleepiness",,"NULL","NULL",,,"cause mortality",1.13,1.01,1.28,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"24582010_1","24582010","parental history adenotonsillectomy",,"NULL","NULL",,,"moderate  severe obstructive sleep apnea",1.7,1.18,2.46,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
