"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"20866165_3","20866165","receiving iv iron without esa",,"NULL","NULL",,,"odds risk  hospitalized",0.55,0.38,0.79,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20866165_4","20866165","iv iron",,"NULL","NULL",,,"odds risk  admitted  skilled nursing facility",0.73,0.62,0.87,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20866165_5","20866165","iv iron esa",,"NULL","NULL",,,"admissions skilled nursing facilities",0.44,0.32,0.61,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20866165_6","20866165","patients receiving iv iron without esa",,"NULL","NULL",,,"patients receiving iv iron without esa",0.57,0.36,0.88,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20866165_7","20866165",,,"NULL","NULL",,,,0.56,0.47,0.67,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739_1","20980739","mild anemia",,"NULL","NULL",,,"mild anemia",1.82,1.01,3.29,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739_2","20980739","persistent mild anemia",,"NULL","NULL",,,"death",1.81,1.02,3.23,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"20980739_3","20980739","persistent progressive anemia time",,"NULL","NULL",,,"death",1.87,1.04,3.37,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_1","21982669","prior heart failure",,"NULL","NULL",,,"cardiovascular death",1.74,1.51,2.01,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_2","21982669","age",,"NULL","NULL",,,"heart failure",1.03,1.02,1.04,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_3","21982669","log urine protein/creatinine ratio",,"NULL","NULL",,,"cardiovascular death",1.19,1.13,1.26,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_4","21982669","c-reactive protein",,"NULL","NULL",,,"heart failure",1.44,1.23,1.69,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_5","21982669","abnormal electrocardiogram",,"NULL","NULL",,,"cardiovascular events",1.42,1.21,1.66,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"21982669_6","21982669","fatal",,"NULL","NULL",,,"cardiovascular",1.3,1.15,1.46,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_1","22160439","death  cause",,"NULL","NULL",,,"major adverse cardiac cerebrovascular events",5.42,1.38,21.27,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_2","22160439","anemia",,"NULL","NULL",,,"adverse cardiac cerebrovascular events",5.42,1.38,21.27,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_3","22160439","chronic kidney disease",,"NULL","NULL",,,"adverse cardiac cerebrovascular events",6.4,2.09,19.58,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_4","22160439","chronic kidney disease",,"NULL","NULL",,,"death",11.61,3.65,36.89,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_5","22160439","chronic kidney disease",,"NULL","NULL",,,"death",2.68,1.02,7.02,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_6","22160439","chronic kidney disease",,"NULL","NULL",,,"death  cause",2.68,1.02,7.02,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22160439_7","22160439","chronic kidney disease (ckd) anemia",,"NULL","NULL",,,"death",4.4,1.56,12.43,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22384844_1","22384844","lower egfr",,"NULL","NULL",,,"lower rbc plt levels",0.08,0.03,0.22,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22384844_2","22384844","diagnostic factor",,"NULL","NULL",,,"lower red blood cells",0.99,0.987,0.993,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22537421_1","22537421",,,"NULL","NULL",,,,1.25,1.03,1.52,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22537421_2","22537421",,,"NULL","NULL",,,,1.22,1,1.48,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22537421_3","22537421","tobacco use",,"NULL","NULL",,,"kidney disease progression",2.5,1.23,5.09,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22537421_4","22537421","hemoglobin target interacted tobacco use",,"NULL","NULL",,,"ckd progression",1.15,0.93,1.41,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_1","22952731","blood transfusions",,"NULL","NULL",,,"mortality",1.18,1.02,1.37,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_2","22952731","high hemoglobin levels",,"NULL","NULL",,,"disease medical condition",1.4,1.11,1.75,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_3","22952731","high hemoglobin levels",,"NULL","NULL",,,"stroke",1.73,1.31,2.29,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_4","22952731","high hemoglobin levels",,"NULL","NULL",,,"hospitalizations",1.07,1.01,1.14,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_5","22952731",,,"NULL","NULL",,,,1,0.13,95,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"22952731_6","22952731","low hb levels chronic kidney disease patients",,"NULL","NULL",,,"non fatal myocardial infarction",1,0,95,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23295149_2","23295149","glomerular filtration rate",,"NULL","NULL",,,"hospitalization",0.96,0.93,0.99,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23295149_3","23295149","renal anemia",,"NULL","NULL",,,"hospitalization",0.19,0.1,0.4,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_1","23965134","calcium",,"NULL","NULL",,,"hyperphosphatemia",2.9,2.43,3.45,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_2","23965134","increasing cholesterol",,"NULL","NULL",,,"hyperphosphatemia",1.003,1.001,1.005,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_3","23965134","female gender",,"NULL","NULL",,,"anemia",1.61,1.39,1.87,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_4","23965134","low hemoglobin",,"NULL","NULL",,,"anemia",1.52,1.17,1.98,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_5","23965134",,,"NULL","NULL",,,,0.98,0.977,0.987,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_6","23965134","lower body mass index",,"NULL","NULL",,,"higher albumin",0.97,0.96,0.99,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_7","23965134","higher albumin",,"NULL","NULL",,,"lower hypophosphatemia",0.56,0.35,0.93,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_8","23965134","lower body mass index",,"NULL","NULL",,,"low hemoglobin",0.9,0.86,0.95,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_9","23965134","corrected calcium",,"NULL","NULL",,,"hyperphosphatemia",0.38,0.23,0.63,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_10","23965134",,,"NULL","NULL",,,,0.47,0.24,0.94,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"23965134_11","23965134","higher fasting glucose levels",,"NULL","NULL",,,"higher fasting glucose levels",1.01,1.0004,1.01,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24086579_1","24086579","hospital-acquired anemia",,"NULL","NULL",,,"mortality",1.34,0.7,2.56,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24086579_2","24086579","acute kidney injury",,"NULL","NULL",,,"mortality",2.8,1.37,5.73,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24086579_3","24086579",,,"NULL","NULL",,,,3.25,1.28,8.24,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24343093_1","24343093","aceis /arbs",,"NULL","NULL",,,"long term dialysis",0.94,0.91,0.97,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24343093_2","24343093","patients stable hypertension advanced chronic kidney disease",,"NULL","NULL",,,"predialysis mortality",1.03,0.92,1.16,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24344119_1","24344119","predier",,"NULL","NULL",,,"carotid wall thickness",1.8,1.5,2.2,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24344119_2","24344119","fasting glucose / haemoglobin a1c levels",,"NULL","NULL",,,"chronic kidney disease",1.6,1.1,2.4,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24344119_3","24344119","hba1c fpg",,"NULL","NULL",,,"chronic kidney disease",1.8,1.2,2.7,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24344119_4","24344119","prediabetes",,"NULL","NULL",,,"chronic kidney disease",1.9,1.5,2.6,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24767201_1","24767201","anemia",,"NULL","NULL",,,"contrast induced nephropathy",2.7,1.2,6.3,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24891437_1","24891437","intravenous ferric carboxymaltose versus oral iron",,"NULL","NULL",,,"odds risk needing anaemia management",0.65,0.44,0.95,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"24891437_2","24891437","intravenous ferric carboxymaltose versus oral iron",,"NULL","NULL",,,"hb increase",2.04,1.52,2.72,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25113067_1","25113067","parathyroid hormone",,"NULL","NULL",,,"hemoglobin level < 10.0 mg / dl",2.79,2,3.88,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25579885_1","25579885","borderline hb level",,"NULL","NULL",,,"new onset af (atrial fibrillation",1.07,0.91,1.25,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25979978_1","25979978","continuously",,"NULL","NULL",,,"mortality",2.16,1.27,3.68,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25991829_1","25991829","sppb","lower than","NULL","NULL","g / dl",,"mortality",28.9,10.3,81.2,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25991829_2","25991829","sppb score","lower than","NULL","NULL","g/dl",,"mortalityin older patients discharged hospital",6.58,2.15,20.2,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25991829_3","25991829",,,"NULL","NULL",,,,15.11,4.42,51.7,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"25991829_4","25991829","hemoglobin level",,"NULL","NULL",,,"mortality",2.95,0.74,11.8,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26081567_1","26081567","high hemoglobin",,"NULL","NULL",,,"end stage kidney disease",0.66,0.47,0.93,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26243782_2","26243782","decrease",,"NULL","NULL",,,"reduction esa use",0.95,0.93,0.97,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26254460_2","26254460","chronic kidney disease",,"NULL","NULL",,,"moderate anemia",1.16,1.04,1.29,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26430892_1","26430892","albuminuria",,"NULL","NULL",,,"anemia",1.43,0.88,2.33,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26430892_2","26430892","albuminuria",,"NULL","NULL",,,"anemia",1.86,1.12,3.1,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26519375_1","26519375","hemoglobin","lower than","NULL","NULL","g/dl",,"cardiovascular",4.49,2.06,9.8,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26519375_2","26519375",,,"NULL","NULL",,,,3.08,1.4,6.79,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26519375_3","26519375","low hemoglobin (hb) levels",,"NULL","NULL",,,"end stage renal disease",1.43,1.01,2.05,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26779906_1","26779906","hb","lower than","NULL","NULL","g/dl",,"renal events   predicted hb < 9 g/dl",2.52,1.98,3.21,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"26779906_2","26779906","diagnostic factor",,"NULL","NULL",,,"renal",1.48,0.91,2.4,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_2","27133951","preoperative anemia",,"NULL","NULL",,,"metastasis free survival rates",1.51,0.93,2.44,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_3","27133951","preoperative anemia",,"NULL","NULL",,,"poor metastasis free survival",1.59,0.93,2.72,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_4","27133951","preoperative anemia",,"NULL","NULL",,,"metastasis free survival cancer specific survival rates",1.88,1.14,3.01,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_5","27133951",,,"NULL","NULL",,,,2.03,1.16,3.56,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_6","27133951","preoperative anemia",,"NULL","NULL",,,"metastasis free cancer specific survival",2.17,1.21,3.9,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27133951_7","27133951","preoperative anemia",,"NULL","NULL",,,"survival",2.21,1.15,4.21,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27321965_1","27321965","hypotension iv iron replacement",,"NULL","NULL",,,"hypotension",3.71,1.74,7.94,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27321965_2","27321965","iv iron replacement  risk factor fewer gastrointestinal adverse events",,"NULL","NULL",,,"mortality",0.43,0.28,0.67,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27324394_1","27324394","preoperative chronic kidney disease anemia",,"NULL","NULL",,,"cardio  cerebrovascular death",0.98,0.39,2.51,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27324394_2","27324394","chronic kidney disease",,"NULL","NULL",,,"cardio  cerebrovascular death",1.2,0.69,2.09,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27324394_3","27324394","ckd anemia",,"NULL","NULL",,,"adverse cardiac cerebrovascular event",2.01,1.01,3.98,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564_1","27458564","diabetes mellitus",,"NULL","NULL",,,"anemia",2.206,1.196,4.069,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564_2","27458564","diabetes mellitus",,"NULL","NULL",,,"anemia",12.169,3.783,39.147,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564_3","27458564","serum iron",,"NULL","NULL",,,"anemia",0.976,0.968,0.985,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"27760419_1","27760419","increase 1 mg/dl serum calcium",,"NULL","NULL","mg",,"increase 1 mg/dl serum calcium",0.29,0.16,0.49,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_1","28885736","age","greater than","65","NULL","years",,"anemia",1.76,1.15,2.7,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_2","28885736","anemia",,"NULL","NULL",,,"active cancer",2.44,1.42,4.39,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_3","28885736","moderate chronic kidney disease",,"NULL","NULL",,,"incidence  hospital mortality",1.65,1.12,2.43,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_4","28885736","anemia",,"NULL","NULL",,,"anemia",2.29,1.64,3.22,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_5","28885736","heart failure",,"NULL","NULL",,,"active cancer",1.65,1.16,2.37,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_6","28885736","moderate ckd",,"NULL","NULL",,,"active cancer",2.95,2.04,4.3,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736_7","28885736","anemia",,"NULL","NULL",,,"mortality",1.82,1.21,2.74,"relative risk (RR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29227972_1","29227972","total serum iron",,"NULL","NULL",,,"hemoglobin < 13 g/dl",0.628,0.515,0.765,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29227972_2","29227972","hemoglobin","lower than","NULL","NULL","g/dl",,"hemoglobin < 11.5 g/dl",0.672,0.476,0.95,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29227972_3","29227972","serum hepcidin",,"NULL","NULL",,,"anemia",1.379,1.173,1.62,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29227972_4","29227972","serum hepcidin",,"NULL","NULL",,,"hemoglobin < 10.0 g / dl",1.36,1.115,1.659,"odd ratio (OR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29239071_1","29239071","comorbidity chronic kidney disease",,"NULL","NULL",,,"comorbidity chronic kidney disease",3.52,1.91,6.48,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29239071_2","29239071",,,"NULL","NULL",,,,3.52,1.91,6.48,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29239071_3","29239071","diabetes",,"NULL","NULL",,,"death",3.79,1.46,9.85,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
,"29239071_4","29239071","lower glycated hemoglobin",,"NULL","NULL",,,"discontinuance disability free survival",2.4,1.06,6.45,"hazard ratio (HR)",,,1,"anemiaHbIronCkdLisa","2023-11-08"
